Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86602.3, 340.417, 360.13, 122.819, 92.08, 1482.3, 0.792375, 800
1, 86478.1, 396.531, 338.105, 95.5109, 168.423, 1523.37, 0.839875, 800
2, 86366.7, 428.576, 324.759, 77.4606, 236.123, 1566.37, 0.858625, 800
3, 86263.6, 446.017, 315.313, 69.2123, 293.937, 1611.97, 0.889625, 800
4, 86165.1, 455.313, 310.623, 62.8195, 345.761, 1660.43, 0.873125, 800
5, 86069.5, 459.802, 306.249, 59.1112, 393.534, 1711.8, 0.88, 800
6, 85976.1, 461.221, 303.896, 56.7971, 435.954, 1766.01, 0.890625, 800
7, 85884, 461.064, 301.65, 55.3034, 475.035, 1822.91, 0.8905, 800
8, 85793, 459.885, 298.453, 55.517, 510.804, 1882.34, 0.902375, 800
9, 85702.8, 458.086, 296.149, 55.0646, 543.768, 1944.11, 0.8965, 800
10, 85613.4, 455.85, 293.647, 54.1166, 574.907, 2008.04, 0.9015, 800
11, 85525, 453.091, 291.562, 53.4921, 602.882, 2073.94, 0.898875, 800
12, 85437.4, 450.104, 289.159, 53.0567, 628.629, 2141.65, 0.8995, 800
13, 85350.6, 446.904, 287.159, 53.5432, 650.817, 2211, 0.903, 800
14, 85264.2, 443.873, 285.454, 53.513, 671.11, 2281.82, 0.8935, 800
15, 85178.4, 440.92, 283.107, 53.523, 690.074, 2353.97, 0.90475, 800
16, 85093.3, 437.88, 280.904, 52.5251, 708.123, 2427.3, 0.90025, 800
17, 85009, 434.554, 278.592, 51.8361, 724.303, 2501.7, 0.896125, 800
18, 84925.6, 431.052, 275.511, 51.0768, 739.717, 2577.04, 0.902125, 800
19, 84843.2, 427.2, 272.599, 50.9816, 752.77, 2653.2, 0.9105, 800
20, 84761.7, 423.28, 269.095, 50.9821, 764.831, 2730.08, 0.898875, 800
21, 84681.2, 419.184, 266.623, 50.7573, 774.69, 2807.58, 0.89125, 800
22, 84601.4, 415.151, 263.225, 49.7828, 784.895, 2885.58, 0.900375, 800
23, 84522.7, 410.751, 260.254, 48.706, 793.551, 2964, 0.902875, 800
24, 84445.2, 406.142, 257.84, 47.4421, 800.629, 3042.76, 0.906625, 800
25, 84368.6, 401.46, 255.132, 47.0518, 805.961, 3121.75, 0.892, 800
26, 84292.9, 396.869, 252.033, 45.8086, 811.442, 3200.9, 0.895375, 800
27, 84218.4, 392.04, 248.302, 45.1287, 815.992, 3280.14, 0.8985, 800
28, 84145, 387.007, 245.022, 44.5876, 818.977, 3359.38, 0.9005, 800
29, 84072.7, 381.961, 241.181, 43.4232, 822.199, 3438.57, 0.90125, 800
