Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86598.3, 344.364, 361.1, 123.909, 90.02, 1482.3, 0.797875, 800
1, 86470.2, 403.584, 338.718, 97.2699, 166.84, 1523.37, 0.849125, 800
2, 86355.2, 437.843, 325.436, 81.0371, 234.013, 1566.43, 0.866, 800
3, 86248.2, 457.324, 318.159, 71.2893, 292.858, 1612.18, 0.877, 800
4, 86145.8, 468.298, 313.268, 65.1667, 346.599, 1660.91, 0.887875, 800
5, 86046.3, 474.062, 310.944, 60.8798, 395.082, 1712.7, 0.883625, 800
6, 85948.8, 476.824, 308.982, 58.7749, 439.182, 1767.48, 0.892875, 800
7, 85852.4, 477.856, 306.827, 58.9162, 478.922, 1825.12, 0.901625, 800
8, 85756.6, 478.047, 305.101, 59.2792, 515.523, 1885.45, 0.903, 800
9, 85661.3, 477.736, 304.765, 58.3478, 549.55, 1948.3, 0.8875, 800
10, 85566.4, 477.05, 304.099, 57.4242, 581.496, 2013.49, 0.88475, 800
11, 85472.1, 475.981, 303.084, 56.7155, 611.271, 2080.85, 0.901, 800
12, 85378.3, 474.572, 302.763, 56.5432, 637.599, 2150.21, 0.890125, 800
13, 85284.8, 473.214, 301.647, 56.8588, 662.106, 2221.42, 0.898625, 800
14, 85191.5, 471.816, 300.311, 57.1302, 684.913, 2294.32, 0.898125, 800
15, 85098.6, 470.32, 299.594, 56.5285, 706.14, 2368.77, 0.882375, 800
16, 85006.2, 468.679, 298.119, 56.3099, 726.022, 2444.65, 0.891375, 800
17, 84914.3, 466.826, 296.69, 57.2885, 743.033, 2521.83, 0.897125, 800
18, 84822.7, 465.128, 295.454, 56.216, 760.349, 2600.18, 0.889375, 800
19, 84731.7, 463.072, 294.268, 56.1083, 775.239, 2679.61, 0.896, 800
20, 84641.2, 460.996, 293.549, 55.7349, 788.544, 2760.01, 0.88675, 800
21, 84551, 458.956, 292.85, 55.1536, 800.75, 2841.29, 0.891625, 800
22, 84461.3, 456.897, 289.696, 55.5214, 813.273, 2923.34, 0.899875, 800
23, 84372.4, 454.436, 290.189, 53.4594, 823.472, 3006.09, 0.880875, 800
24, 84283.9, 451.97, 288.522, 52.467, 833.653, 3089.46, 0.889375, 800
25, 84196.3, 449.221, 286.84, 51.6976, 842.596, 3173.36, 0.8835, 800
26, 84109.4, 446.3, 285.752, 51.1982, 849.661, 3257.73, 0.877875, 800
27, 84022.9, 443.466, 283.123, 51.8492, 856.141, 3342.48, 0.89725, 800
28, 83937.1, 440.603, 281.005, 51.5936, 862.128, 3427.56, 0.898375, 800
29, 83852, 437.616, 278.878, 52.1046, 866.527, 3512.9, 0.904125, 800
