Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86641.7, 300.946, 360.47, 124.699, 89.86, 1482.3, 0.808875, 800
1, 86550.6, 331.846, 333.515, 94.3884, 166.241, 1523.37, 0.844, 800
2, 86470.4, 345.73, 313.131, 74.5472, 230.397, 1565.81, 0.858, 800
3, 86397.7, 349.225, 294.357, 62.7962, 285.92, 1609.96, 0.889375, 800
4, 86330.9, 346.246, 278.553, 55.7342, 332.697, 1655.89, 0.904875, 800
5, 86268.3, 339.533, 264.1, 48.958, 375.533, 1703.53, 0.899, 800
6, 86209.8, 330.148, 251.061, 44.6729, 411.579, 1752.72, 0.90125, 800
7, 86154.6, 319.365, 239.198, 41.1509, 442.471, 1803.24, 0.899, 800
8, 86102.2, 307.83, 226.704, 39.0634, 469.296, 1854.87, 0.91525, 800
9, 86052.7, 295.85, 215.267, 36.633, 492.225, 1907.37, 0.913, 800
10, 86005.7, 283.652, 204.23, 34.6574, 511.256, 1960.52, 0.92075, 800
11, 85961.2, 271.442, 193.483, 33.341, 526.467, 2014.11, 0.92575, 800
12, 85918.9, 259.404, 183.545, 31.466, 538.763, 2067.91, 0.9085, 800
13, 85878.9, 247.554, 174.191, 29.8227, 547.8, 2121.75, 0.904625, 800
14, 85840.9, 236.009, 164.657, 28.0858, 554.881, 2175.46, 0.91975, 800
15, 85805.1, 224.659, 155.187, 26.9401, 559.297, 2228.86, 0.91525, 800
16, 85771.2, 213.59, 146.964, 24.7954, 561.637, 2281.82, 0.915875, 800
17, 85739.3, 202.795, 138.379, 23.3897, 561.96, 2334.2, 0.921, 800
18, 85709.2, 192.29, 129.676, 21.0067, 561.91, 2385.9, 0.920375, 800
19, 85681.2, 181.818, 122.494, 20.2236, 557.434, 2436.8, 0.92375, 800
20, 85654.7, 171.951, 115.239, 18.9781, 552.287, 2486.81, 0.927125, 800
21, 85629.8, 162.472, 107.861, 17.6096, 546.388, 2535.84, 0.926375, 800
22, 85606.5, 153.259, 100.733, 16.0301, 539.6, 2583.83, 0.921, 800
23, 85584.9, 144.266, 94.1137, 15.0906, 530.927, 2630.72, 0.9165, 800
24, 85564.6, 135.665, 88.1086, 14.5687, 520.584, 2676.44, 0.9225, 800
25, 85545.6, 127.569, 81.6582, 13.508, 510.709, 2720.96, 0.927, 800
26, 85528, 119.696, 76.0251, 12.5772, 499.51, 2764.23, 0.923125, 800
27, 85511.5, 112.177, 70.6922, 12.2406, 487.111, 2806.24, 0.933125, 800
28, 85496.2, 105.108, 66.0075, 10.8769, 474.877, 2846.96, 0.92525, 800
29, 85481.9, 98.3298, 61.9678, 9.92647, 461.477, 2886.37, 0.91375, 800
