Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86681.2, 261.476, 359.97, 125.209, 89.85, 1482.3, 0.819125, 800
1, 86623.8, 266.56, 328.045, 93.6938, 164.512, 1523.37, 0.853, 800
2, 86574, 263.092, 298.081, 73.075, 226.531, 1565.24, 0.88125, 800
3, 86530.1, 254.314, 271.883, 58.1309, 277.6, 1607.94, 0.895625, 800
4, 86491.2, 242.412, 246.787, 48.3875, 319.902, 1651.34, 0.919375, 800
5, 86456.3, 228.762, 224.817, 38.936, 355.872, 1695.27, 0.90025, 800
6, 86425.2, 214.121, 203.885, 32.9706, 384.262, 1739.53, 0.9185, 800
7, 86397.3, 199.226, 184.029, 28.6628, 406.885, 1783.89, 0.9255, 800
8, 86372.2, 184.452, 166.585, 24.729, 423.852, 1828.15, 0.922625, 800
9, 86349.7, 170.107, 150.58, 22.0498, 435.487, 1872.09, 0.9225, 800
10, 86329.3, 156.423, 135.659, 19.8812, 443.16, 1915.53, 0.9305, 800
11, 86311, 143.459, 121.538, 18.4565, 447.226, 1958.29, 0.943, 800
12, 86294.5, 131.253, 109.831, 16.3157, 447.821, 2000.24, 0.92675, 800
13, 86279.7, 119.854, 98.5117, 14.3755, 446.334, 2041.23, 0.93, 800
14, 86266.4, 109.172, 88.4248, 12.71, 442.113, 2081.18, 0.934875, 800
15, 86254.5, 99.2412, 78.8028, 11.1524, 436.324, 2119.98, 0.932, 800
16, 86243.9, 89.9791, 70.2278, 10.0103, 428.298, 2157.57, 0.935875, 800
17, 86234.5, 81.4247, 63.3586, 9.30402, 417.545, 2193.9, 0.93525, 800
18, 86225.9, 73.6888, 57.0424, 8.44493, 405.99, 2228.91, 0.935, 800
19, 86218.2, 66.6552, 50.9244, 7.00305, 394.611, 2262.59, 0.930125, 800
20, 86211.4, 60.1383, 45.3687, 6.58214, 381.595, 2294.91, 0.9365, 800
21, 86205.3, 54.2212, 40.0074, 5.97028, 368.628, 2325.88, 0.928, 800
22, 86199.9, 48.7846, 35.5607, 4.86711, 355.407, 2355.5, 0.91875, 800
23, 86195.1, 43.7823, 31.9405, 4.69653, 340.681, 2383.77, 0.925, 800
24, 86190.8, 39.3343, 28.3286, 4.068, 326.727, 2410.72, 0.925375, 800
25, 86187, 35.2771, 25.3919, 3.70749, 312.239, 2436.37, 0.910125, 800
26, 86183.6, 31.6434, 22.587, 3.5793, 297.846, 2460.75, 0.9115, 800
27, 86180.5, 28.3915, 20.4337, 3.15224, 283.612, 2483.9, 0.915625, 800
28, 86177.7, 25.4864, 18.129, 2.99057, 269.814, 2505.84, 0.929625, 800
29, 86175.3, 22.8723, 16.5221, 2.80614, 255.921, 2526.62, 0.91075, 800
