Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
0, 1, 86641.7, 300.946, 367.52, 115.509, 92, 1482.3, 0.7375, 800
0, 2, 86551, 331.444, 337.401, 92.3149, 164.429, 1523.37, 0.9, 800
0, 3, 86470.4, 345.749, 317.703, 69.6076, 230.684, 1565.81, 0.7625, 800
0, 4, 86397.9, 349.172, 299.415, 55.3806, 288.206, 1609.95, 0.8875, 800
0, 5, 86331.5, 345.762, 277.912, 53.3751, 335.62, 1655.88, 0.9375, 800
0, 6, 86269.5, 338.585, 255.468, 51.3083, 381.647, 1703.51, 0.9375, 800
0, 7, 86212.1, 328.217, 234.622, 46.9585, 425.387, 1752.69, 0.9, 800
0, 8, 86159.5, 315.177, 233.814, 38.2973, 450.002, 1803.19, 0.9125, 800
0, 9, 86108.7, 302.946, 222.238, 38.4725, 472.859, 1854.77, 0.9125, 800
0, 10, 86060.1, 291.003, 206.776, 41.9011, 493.083, 1907.16, 0.9875, 800
0, 11, 86013.7, 279.177, 193.747, 41.3684, 511.863, 1960.15, 0.925, 800
0, 12, 85969.9, 267.164, 180.992, 31.1641, 537.301, 2013.5, 0.9125, 800
0, 13, 85930.4, 253.254, 171.467, 26.968, 550.923, 2067.03, 0.8625, 800
0, 14, 85893.4, 239.553, 160.675, 25.2369, 560.571, 2120.56, 0.8875, 800
0, 15, 85858.8, 226.245, 156.736, 22.8075, 561.53, 2173.88, 0.9125, 800
0, 16, 85825.4, 214.4, 150.215, 21.7531, 561.421, 2226.81, 0.95, 800
0, 17, 85793.4, 203.503, 132.501, 27.0633, 564.32, 2279.2, 1, 800
0, 18, 85763.8, 192.466, 126.527, 24.3404, 562.011, 2330.9, 0.9125, 800
0, 19, 85735.7, 182.011, 112.435, 18.1497, 569.867, 2381.82, 0.8625, 800
0, 20, 85711.5, 169.869, 112.885, 15.774, 558.163, 2431.86, 0.95, 800
0, 21, 85687.6, 159.791, 106.604, 16.8394, 548.294, 2480.92, 0.85, 800
0, 22, 85664.6, 150.754, 100.36, 16.2241, 539.13, 2528.9, 0.8625, 800
0, 23, 85643, 142.245, 95.297, 15.1105, 528.621, 2575.73, 0.825, 800
0, 24, 85622.5, 134.285, 90.4044, 17.5659, 513.862, 2621.38, 0.8375, 800
0, 25, 85602.5, 127.461, 86.7469, 11.3683, 506.158, 2665.8, 0.95, 800
0, 26, 85584.3, 120.169, 78.3952, 13.2039, 495.003, 2708.96, 0.9375, 800
0, 27, 85567.3, 113.122, 68.6192, 15.4709, 484.646, 2750.86, 0.9875, 800
0, 28, 85551.7, 106.09, 62.5549, 17.1532, 471.029, 2791.48, 0.9875, 800
0, 29, 85536.9, 99.6486, 56.9393, 11.2933, 464.384, 2830.82, 0.9375, 800
0, 30, 85524.3, 92.366, 55.823, 9.4656, 449.213, 2868.86, 0.975, 800
1, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
1, 1, 86641.7, 300.946, 361.52, 123.509, 90, 1482.3, 0.775, 800
1, 2, 86550.7, 331.82, 338.83, 94.7434, 160.571, 1523.37, 0.6625, 800
1, 3, 86469.4, 346.772, 319.083, 73.8852, 225.102, 1565.81, 0.8875, 800
1, 4, 86395.7, 351.05, 296.839, 68.414, 278.023, 1609.96, 0.9375, 800
1, 5, 86327.3, 349.22, 273.783, 73.5903, 320.165, 1655.9, 0.9625, 800
1, 6, 86262.4, 344.358, 252.118, 71.2871, 366.296, 1703.58, 0.9625, 800
1, 7, 86201.9, 335.939, 245.32, 56.8566, 407.132, 1752.85, 0.8125, 800
1, 8, 86145.5, 325.196, 233.828, 41.9517, 450.051, 1803.51, 0.8875, 800
1, 9, 86094, 311.637, 218.654, 41.4669, 478.904, 1855.36, 0.95, 800
1, 10, 86045.5, 297.837, 208.665, 46.2032, 493.697, 1908.15, 0.9875, 800
1, 11, 85997.9, 285.791, 195.457, 47.7732, 511.433, 1961.62, 0.95, 800
1, 12, 85952.6, 273.959, 182.507, 40.5083, 534.902, 2015.52, 0.8875, 800
1, 13, 85911.1, 260.705, 179.825, 39.0524, 539.695, 2069.66, 0.775, 800
1, 14, 85870.3, 249.311, 176.479, 35.9053, 544.145, 2123.84, 0.7875, 800
1, 15, 85830.8, 238.968, 170.777, 30.2993, 551.278, 2177.88, 0.875, 800
1, 16, 85793.4, 228.573, 169.034, 30.4731, 546.901, 2231.62, 0.9875, 800
1, 17, 85756.3, 219.948, 156.96, 26.0108, 555.836, 2284.93, 0.925, 800
1, 18, 85722.3, 209.96, 141.542, 23.3498, 565.134, 2337.7, 0.9375, 800
1, 19, 85691.7, 198.597, 131.826, 22.2796, 565.767, 2389.85, 0.9625, 800
1, 20, 85663.1, 187.493, 130.213, 20.604, 557.355, 2441.27, 0.825, 800
1, 21, 85635.1, 177.99, 121.162, 24.3819, 549.544, 2491.85, 0.9875, 800
1, 22, 85608.1, 169.4, 112.426, 26.3198, 542.291, 2541.5, 0.9875, 800
1, 23, 85582.3, 161.258, 106.111, 22.6038, 537.556, 2590.15, 0.8, 800
1, 24, 85558.5, 152.877, 103.108, 18.6647, 529.159, 2637.74, 0.9625, 800
1, 25, 85535.9, 144.878, 101.146, 12.5042, 521.362, 2684.23, 0.8875, 800
1, 26, 85514.8, 136.968, 91.2044, 8.30371, 519.122, 2729.59, 0.95, 800
1, 27, 85496.4, 128.014, 84.8653, 8.92866, 508.042, 2773.78, 0.9625, 800
