Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86523.3, 419.358, 361.84, 119.249, 93.94, 1482.3, 0.773375, 800
1, 86332.9, 525.907, 351.045, 95.0824, 171.7, 1523.37, 0.835375, 800
2, 86156.7, 596.92, 352.417, 83.8752, 242.586, 1567.5, 0.85425, 800
3, 85984.7, 649.494, 363.063, 80.1194, 306.588, 1615.99, 0.865125, 800
4, 85810.4, 693.92, 378.229, 79.7662, 368.119, 1669.55, 0.8685, 800
5, 85630.6, 734.923, 397.842, 80.3138, 427.735, 1728.55, 0.85625, 800
6, 85443.3, 775.245, 419.404, 85.0925, 483.672, 1793.26, 0.865375, 800
7, 85246.1, 817.388, 443.301, 90.3492, 538.984, 1863.84, 0.858, 800
8, 85038, 862.016, 470.231, 97.9089, 591.355, 1940.46, 0.8635, 800
9, 84817, 910.627, 500.935, 104.806, 643.336, 2023.28, 0.847625, 800
10, 84582, 963.53, 535.812, 110.698, 695.473, 2112.5, 0.82725, 800
11, 84331.8, 1020.97, 574.104, 117.313, 747.417, 2208.36, 0.820625, 800
12, 84065.1, 1083.51, 616.413, 127.092, 796.75, 2311.13, 0.824625, 800
13, 83779.2, 1152.73, 663.595, 137.055, 846.289, 2421.15, 0.80525, 800
14, 83472.3, 1229.03, 716.668, 147.019, 896.16, 2538.79, 0.784, 800
15, 83142.5, 1313.01, 775.161, 159.259, 945.528, 2664.49, 0.781375, 800
16, 82787.2, 1405.8, 840.485, 173.874, 993.911, 2798.77, 0.7655, 800
17, 82403, 1508.77, 915.432, 187.253, 1043.3, 2942.22, 0.730375, 800
18, 81987.4, 1622.66, 999.122, 202.904, 1092.43, 3095.5, 0.70675, 800
19, 81536.6, 1748.93, 1094.84, 219.171, 1141.09, 3259.39, 0.673625, 800
20, 81046.5, 1889.22, 1201.07, 238.441, 1190.01, 3434.76, 0.65325, 800
21, 80512.9, 2045.03, 1320.9, 258.893, 1239.75, 3622.58, 0.619, 800
22, 79931.1, 2217.81, 1455.58, 283.813, 1287.76, 3823.98, 0.586625, 800
23, 79295.1, 2410.17, 1613.73, 303.119, 1337.63, 4040.2, 0.488875, 800
24, 78599.9, 2623.34, 1787.65, 329.507, 1386.9, 4272.66, 0.46925, 800
25, 77838.8, 2859.77, 1988.48, 352.681, 1437.27, 4522.95, 0.36125, 800
26, 77005.4, 3121.27, 2210.72, 383.486, 1486.29, 4792.84, 0.3305, 800
27, 76091.8, 3410.63, 2454.43, 425.9, 1532.96, 5084.31, 0.321125, 800
28, 75089.5, 3730.81, 2728.52, 471.926, 1579.73, 5399.54, 0.245625, 800
29, 73990.5, 4083.63, 3025.43, 536.576, 1622.89, 5740.98, 0.26425, 800
