Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86610.2, 332.523, 360.6, 123.309, 91.12, 1482.3, 0.80425, 800
1, 86492.4, 383.747, 335.826, 96.6023, 168.031, 1523.37, 0.85525, 800
2, 86387.4, 412.059, 320.373, 80.8269, 233.119, 1566.26, 0.876375, 800
3, 86290, 427.003, 310.478, 69.6071, 291.338, 1611.57, 0.878, 800
4, 86197.9, 433.73, 303.441, 63.1053, 342.318, 1659.53, 0.885125, 800
5, 86109.1, 435.735, 297.459, 59.0816, 388.437, 1710.16, 0.891875, 800
6, 86022.9, 434.828, 292.995, 55.7356, 430.181, 1763.37, 0.884875, 800
7, 85938.6, 432.128, 288.882, 53.4341, 467.924, 1819.01, 0.88975, 800
8, 85856, 428.337, 282.676, 53.4851, 502.631, 1876.88, 0.905625, 800
9, 85774.9, 423.741, 279.162, 51.325, 534.059, 1936.8, 0.898875, 800
10, 85695.3, 418.62, 275.466, 50.3833, 561.692, 1998.55, 0.895125, 800
11, 85616.9, 413.333, 270.596, 49.5717, 587.701, 2061.95, 0.904125, 800
12, 85539.9, 407.665, 266.165, 48.3509, 611.172, 2126.79, 0.898125, 800
13, 85464.3, 401.703, 261.796, 47.5371, 631.767, 2192.91, 0.903625, 800
14, 85390, 395.622, 257.035, 47.0238, 650.161, 2260.13, 0.9065, 800
15, 85317.1, 389.428, 252.282, 46.4323, 666.471, 2328.29, 0.908, 800
16, 85245.5, 383.129, 248.072, 45.2413, 680.816, 2397.24, 0.90475, 800
17, 85175.3, 376.737, 242.76, 44.2376, 694.176, 2466.82, 0.909875, 800
18, 85106.6, 370.054, 238.154, 43.222, 705.062, 2536.9, 0.90175, 800
19, 85039.3, 363.308, 232.69, 41.8479, 715.45, 2607.36, 0.9095, 800
20, 84973.8, 356.225, 227.993, 41.1773, 722.767, 2678.07, 0.904125, 800
21, 84909.5, 349.226, 222.869, 39.7395, 729.721, 2748.93, 0.908625, 800
22, 84846.9, 342.013, 217.931, 37.6545, 735.708, 2819.81, 0.901625, 800
23, 84786, 334.523, 213.507, 36.5757, 738.807, 2890.61, 0.909375, 800
24, 84726.4, 327.175, 208.789, 35.8245, 740.545, 2961.25, 0.904875, 800
25, 84668.2, 319.954, 203.2, 35.8861, 741.139, 3031.62, 0.910625, 800
26, 84611.3, 312.823, 197.58, 35.1901, 741.431, 3101.63, 0.90225, 800
27, 84556, 305.578, 192.592, 33.9859, 740.601, 3171.22, 0.9025, 800
28, 84502.2, 298.274, 187.266, 33.353, 738.591, 3240.3, 0.90825, 800
29, 84449.8, 290.983, 182.178, 31.9471, 736.225, 3308.82, 0.907375, 800
