Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86511.5, 431.199, 361.55, 119.349, 94.13, 1482.3, 0.777875, 800
1, 86311.1, 545.296, 351.673, 93.6157, 174.906, 1523.37, 0.8195, 800
2, 86126.1, 621.309, 356.415, 84.5766, 243.963, 1567.67, 0.8525, 800
3, 85943.2, 679.941, 369.73, 82.474, 308.087, 1616.59, 0.864125, 800
4, 85756, 731.098, 388.673, 83.1794, 370.121, 1670.9, 0.85525, 800
5, 85561.2, 779.729, 411.344, 87.2039, 429.504, 1731.04, 0.861375, 800
6, 85355.8, 829.19, 437.894, 91.5388, 488.275, 1797.33, 0.852, 800
7, 85138.2, 880.96, 468.393, 95.3217, 547.138, 1870.02, 0.837625, 800
8, 84907.1, 935.876, 502.461, 100.631, 604.607, 1949.37, 0.834375, 800
9, 84660.5, 995.28, 540.443, 108.295, 659.871, 2035.63, 0.827625, 800
10, 84396, 1060.7, 582.249, 117.997, 713.947, 2129.11, 0.827875, 800
11, 84111.4, 1133.13, 628.627, 127.27, 769.421, 2230.12, 0.810875, 800
12, 83805.3, 1212.66, 681.894, 137.357, 823.742, 2339.07, 0.78825, 800
13, 83474.7, 1300.74, 743.85, 147.116, 877.203, 2456.43, 0.75475, 800
14, 83116.5, 1398.72, 809.131, 163.752, 929.136, 2582.73, 0.784375, 800
15, 82727.2, 1508.35, 886.256, 175.708, 983.939, 2718.58, 0.7225, 800
16, 82304.1, 1629.71, 971.42, 193.198, 1036.82, 2864.72, 0.717375, 800
17, 81842.6, 1765.31, 1068.94, 211.861, 1089.33, 3021.97, 0.68625, 800
18, 81337.8, 1916.99, 1180.98, 230.827, 1142.09, 3191.26, 0.63625, 800
19, 80784.9, 2086.52, 1309.97, 249.489, 1195.42, 3373.68, 0.581375, 800
20, 80178.3, 2275.81, 1453.19, 274.389, 1247.82, 3570.46, 0.565375, 800
21, 79511.4, 2487.59, 1613.52, 305.099, 1299.42, 3782.99, 0.54425, 800
22, 78776.9, 2724.58, 1800.88, 331.402, 1353.42, 4012.85, 0.4415, 800
23, 77968.1, 2988.42, 2013.67, 363.675, 1404.29, 4261.83, 0.38, 800
24, 77075.7, 3283.16, 2251.95, 401.293, 1455.96, 4531.94, 0.332625, 800
25, 76091.1, 3611.09, 2522.22, 443.269, 1506.83, 4825.46, 0.2545, 800
26, 75004.8, 3975.22, 2819.28, 499.822, 1555.98, 5144.91, 0.253, 800
27, 73806.3, 4378.65, 3140.31, 581.604, 1599.99, 5493.13, 0.2975, 800
28, 72483.9, 4825.33, 3492.77, 682.95, 1641.79, 5873.27, 0.309125, 800
29, 71026.9, 5317.26, 3884.22, 800.078, 1682.73, 6288.8, 0.292375, 800
