Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86720.7, 222.005, 359.45, 125.629, 89.95, 1482.3, 0.823, 800
1, 86697, 201.237, 321.806, 91.2355, 165.315, 1523.37, 0.849, 800
2, 86676.9, 181.107, 283.523, 67.2829, 226.487, 1564.68, 0.88325, 800
3, 86659.8, 161.968, 247.506, 50.0935, 274.679, 1605.91, 0.90875, 800
4, 86645.3, 144.063, 214.083, 37.9235, 311.789, 1646.79, 0.924375, 800
5, 86633.1, 127.518, 182.91, 30.0284, 339.399, 1687.06, 0.935625, 800
6, 86622.7, 112.378, 156.238, 23.5946, 358.556, 1726.52, 0.943125, 800
7, 86614, 98.6538, 132.761, 18.552, 371.095, 1764.97, 0.92775, 800
8, 86606.6, 86.2858, 112.069, 15.326, 377.428, 1802.29, 0.935, 800
9, 86600.4, 75.2271, 94.7544, 11.9585, 379.309, 1838.35, 0.94525, 800
10, 86595.2, 65.3735, 80.468, 9.92792, 375.955, 1873.06, 0.939, 800
11, 86590.8, 56.6964, 67.8126, 8.05119, 370.251, 1906.37, 0.93775, 800
12, 86587.1, 49.0477, 57.1264, 6.64789, 361.815, 1938.24, 0.946625, 800
13, 86584, 42.3404, 47.8626, 5.6159, 351.521, 1968.64, 0.931125, 800
14, 86581.4, 36.4736, 40.1315, 4.74519, 339.662, 1997.57, 0.944625, 800
15, 86579.2, 31.3618, 33.7812, 4.21467, 326.371, 2025.03, 0.93625, 800
16, 86577.4, 26.9375, 28.3889, 3.43532, 312.788, 2051.06, 0.937, 800
17, 86575.8, 23.0979, 24.0124, 3.07737, 298.296, 2075.67, 0.925625, 800
18, 86574.5, 19.7959, 20.241, 2.64344, 283.88, 2098.92, 0.918, 800
19, 86573.4, 16.9498, 17.0966, 2.31238, 269.402, 2120.83, 0.93775, 800
20, 86572.5, 14.5038, 14.3984, 2.00419, 255.169, 2141.46, 0.924375, 800
21, 86571.7, 12.4008, 12.1005, 1.97297, 241.003, 2160.85, 0.91075, 800
22, 86571, 10.6051, 10.3123, 1.5461, 227.479, 2179.07, 0.90425, 800
23, 86570.4, 9.06082, 9.02038, 1.27837, 214.07, 2196.17, 0.9055, 800
24, 86569.9, 7.74954, 7.59458, 1.15672, 201.409, 2212.2, 0.90625, 800
25, 86569.5, 6.62525, 6.57705, 1.10358, 189.023, 2227.21, 0.9105, 800
26, 86569.1, 5.67374, 5.77479, 1.02373, 177.191, 2241.26, 0.874125, 800
27, 86568.8, 4.86963, 4.84663, 0.901805, 166.255, 2254.4, 0.89275, 800
28, 86568.5, 4.17528, 4.16219, 0.736537, 155.799, 2266.69, 0.869125, 800
29, 86568.3, 3.57846, 3.47943, 0.688018, 145.911, 2278.16, 0.8675, 800
