Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86645.7, 296.999, 360.98, 121.839, 92.21, 1482.3, 0.792125, 800
1, 86558.4, 324.894, 333.086, 91.9459, 168.324, 1523.37, 0.836875, 800
2, 86481.6, 336.684, 310.649, 72.632, 232.67, 1565.75, 0.864125, 800
3, 86412.4, 338.514, 291.666, 60.005, 287.621, 1609.75, 0.88325, 800
4, 86349, 334.222, 274.684, 51.7698, 334.877, 1655.41, 0.89475, 800
5, 86290.2, 326.199, 258.855, 47.3453, 374.737, 1702.65, 0.90975, 800
6, 86235.1, 316.094, 244.473, 43.3354, 409.73, 1751.29, 0.9055, 800
7, 86183.3, 304.664, 230.824, 41.3356, 438.774, 1801.11, 0.919875, 800
8, 86134.3, 292.676, 218.26, 38.463, 464.363, 1851.89, 0.91175, 800
9, 86088.2, 280.282, 206.614, 36.8461, 484.654, 1903.4, 0.9175, 800
10, 86044.5, 267.96, 196.376, 32.8812, 502.906, 1955.41, 0.908125, 800
11, 86003.3, 255.53, 185.113, 30.7502, 517.594, 2007.7, 0.918125, 800
12, 85964.6, 243.163, 174.245, 28.9756, 528.953, 2060.09, 0.915125, 800
13, 85928.1, 230.984, 164.242, 26.3157, 537.951, 2112.39, 0.914125, 800
14, 85893.9, 218.955, 153.428, 24.515, 544.726, 2164.43, 0.92375, 800
15, 85862.1, 207.057, 144.743, 23.3212, 546.777, 2216.05, 0.90925, 800
16, 85831.9, 195.756, 136.272, 22.2588, 546.661, 2267.11, 0.908125, 800
17, 85803.6, 184.998, 128.314, 20.6443, 545.014, 2317.48, 0.911, 800
18, 85776.9, 174.668, 120.049, 19.2096, 542.144, 2367.05, 0.922125, 800
19, 85752, 164.66, 112.037, 17.7276, 537.9, 2415.72, 0.9265, 800
20, 85728.7, 154.947, 104.677, 16.9209, 531.308, 2463.41, 0.932875, 800
21, 85707, 145.71, 97.3926, 15.7591, 524.108, 2510.05, 0.917, 800
22, 85686.7, 136.804, 90.1853, 14.186, 516.511, 2555.56, 0.92725, 800
23, 85668.1, 128.104, 83.166, 13.641, 507.088, 2599.91, 0.9215, 800
24, 85650.8, 119.789, 77.6502, 12.4729, 496.257, 2643.05, 0.9305, 800
25, 85634.7, 111.938, 72.2442, 11.8693, 484.34, 2684.93, 0.91275, 800
26, 85619.6, 104.58, 66.9451, 10.8077, 472.485, 2725.54, 0.933125, 800
27, 85605.8, 97.5553, 62.3446, 10.0206, 459.486, 2764.84, 0.916375, 800
28, 85592.8, 90.9706, 57.6491, 9.32813, 446.395, 2802.83, 0.933625, 800
29, 85580.9, 84.7386, 53.4572, 8.56007, 432.88, 2839.5, 0.9165, 800
