Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86531.2, 411.464, 360.78, 122.129, 92.12, 1482.3, 0.78625, 800
1, 86346.8, 513.623, 348.285, 97.843, 170.12, 1523.37, 0.833, 800
2, 86176.7, 580.938, 349.185, 83.8416, 241.929, 1567.39, 0.83825, 800
3, 86012, 629.471, 357.354, 78.7792, 306.798, 1615.6, 0.863375, 800
4, 85846.4, 669.162, 370.965, 77.5704, 367.224, 1668.66, 0.865625, 800
5, 85676.4, 705.296, 387.64, 79.1394, 424.544, 1726.93, 0.868375, 800
6, 85499.9, 740.766, 406.373, 82.6943, 479.649, 1790.6, 0.865125, 800
7, 85315.3, 777.19, 427.284, 87.6036, 532.788, 1859.79, 0.86425, 800
8, 85121.4, 815.653, 451.39, 93.4975, 583.392, 1934.63, 0.8615, 800
9, 84916.7, 857.256, 478.109, 99.0384, 633.671, 2015.22, 0.851375, 800
10, 84700.4, 902.137, 507.964, 104.23, 683.589, 2101.7, 0.834875, 800
11, 84471.5, 950.593, 538.91, 113.323, 731.421, 2194.26, 0.85375, 800
12, 84228.3, 1003.67, 574.27, 121.184, 779.487, 2293.09, 0.83775, 800
13, 83969.7, 1061.5, 613.594, 129.338, 827.389, 2398.45, 0.82575, 800
14, 83694.4, 1124.56, 657.145, 137.849, 875.46, 2510.61, 0.81175, 800
15, 83400.7, 1193.34, 707.035, 146.446, 922.567, 2629.93, 0.785125, 800
16, 83086.5, 1268.86, 758.78, 160.296, 968.779, 2756.79, 0.805, 800
17, 82749.4, 1352.15, 819.602, 171.079, 1016.1, 2891.64, 0.76825, 800
18, 82387.6, 1443.57, 887.051, 184.538, 1062.28, 3034.98, 0.752375, 800
19, 81997.9, 1544.54, 964.11, 197.651, 1108.4, 3187.4, 0.72075, 800
20, 81577.4, 1656.1, 1050.31, 211.355, 1155.25, 3349.55, 0.68475, 800
21, 81123.1, 1779.17, 1144.48, 229.165, 1201.86, 3522.19, 0.683375, 800
22, 80631.3, 1915.18, 1253.39, 244.976, 1249.01, 3706.15, 0.619125, 800
23, 80098.1, 2065.38, 1374.34, 265.908, 1293.92, 3902.4, 0.602, 800
24, 79518.2, 2232.17, 1511.2, 286.928, 1339.53, 4111.98, 0.542625, 800
25, 78887.1, 2416.8, 1663.68, 307.723, 1388.57, 4336.1, 0.509, 800
26, 78200.8, 2619.81, 1835.98, 331.791, 1435.57, 4576.1, 0.447125, 800
27, 77452.6, 2844, 2026.17, 363.11, 1480.64, 4833.48, 0.426125, 800
28, 76635.9, 3091.89, 2243.04, 390.873, 1528.38, 5109.9, 0.33175, 800
29, 75745.1, 3364.3, 2477.56, 434.267, 1571.54, 5407.21, 0.34325, 800
