S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88959.3, 4.32229, 5.319, 1.70814, 2, 27.3357, 7.02714, 0, 89000, 2, 0.0001, 500
88958.3, 4.46125, 5.54419, 1.84547, 1.85714, 27.9805, 7.38966, 0, 89000, 2, 0.0001, 500
88957.3, 4.62417, 5.77275, 1.98133, 1.72449, 28.641, 7.75408, 0, 89000, 2, 0.0001, 500
88956.1, 4.80653, 5.0078, 2.11725, 2.60131, 29.318, 7.12505, 0, 89000, 2, 0.0001, 500
88955.1, 4.86259, 5.32301, 2.25441, 2.4155, 30.0128, 7.57743, 0, 89000, 2, 0.0001, 500
88954, 4.97202, 5.62356, 2.38514, 2.24297, 30.7266, 8.0087, 0, 89000, 2, 0.0001, 500
88952.9, 5.12112, 5.91796, 0.513093, 4.08276, 31.4588, 6.43105, 0, 89000, 2, 0.0001, 500
88952, 5.01513, 5.21221, 0.783711, 4.79113, 32.2098, 5.99592, 0, 89000, 2, 0.0001, 500
88951.1, 4.8682, 5.54202, 1.02864, 4.44891, 32.9803, 6.57066, 0, 89000, 2, 0.0001, 500
88950.2, 4.83271, 4.82771, 1.24726, 5.13113, 33.7674, 6.07497, 0, 89000, 2, 0.0001, 500
88949.3, 4.73354, 4.15946, 1.44813, 5.76462, 34.5679, 5.60759, 0, 89000, 2, 0.0001, 500
88948.5, 4.58746, 4.52505, 1.6287, 5.35286, 35.3802, 6.15375, 0, 89000, 2, 0.0001, 500
88947.6, 4.54857, 4.84408, 1.78762, 4.97051, 36.2021, 6.63169, 0, 89000, 2, 0.0001, 500
88946.7, 4.58568, 3.13487, 1.93284, 6.61548, 37.0308, 5.06771, 0, 89000, 2, 0.0001, 500
88946, 4.39207, 2.55295, 2.06992, 7.14294, 37.8653, 4.62287, 0, 89000, 2, 0.0001, 500
88945.3, 4.17366, 2.98548, 2.1856, 6.63273, 38.7057, 5.17108, 0, 89000, 2, 0.0001, 500
88944.6, 4.0772, 3.35655, 2.2799, 6.15897, 39.5488, 5.63645, 0, 89000, 2, 0.0001, 500
88943.8, 4.06647, 2.6876, 1.36168, 7.71904, 40.3914, 4.04929, 0, 89000, 2, 0.0001, 500
88943.2, 3.83128, 3.06494, 0.508409, 8.16768, 41.232, 3.57334, 0, 89000, 2, 0.0001, 500
88942.7, 3.57517, 3.38239, 0.701971, 7.58427, 42.0706, 4.08436, 0, 89000, 2, 0.0001, 500
88942.1, 3.44324, 3.64132, 0.866341, 7.04254, 42.9041, 4.50766, 0, 89000, 2, 0.0001, 500
88941.5, 3.39813, 3.86328, 1.01105, 6.5395, 43.7291, 4.87433, 0, 89000, 2, 0.0001, 500
88940.8, 3.41438, 4.06307, 0.142723, 7.07239, 44.5444, 4.20579, 0, 89000, 2, 0.0001, 500
88940.2, 3.33193, 4.25086, 0.337391, 6.56722, 45.35, 4.58825, 0, 89000, 2, 0.0001, 500
88939.5, 3.32057, 3.4137, 0.513208, 7.09814, 46.1468, 3.9269, 0, 89000, 2, 0.0001, 500
88938.9, 3.21706, 3.63474, 0.675784, 6.59113, 46.9343, 4.31052, 0, 89000, 2, 0.0001, 500
88938.3, 3.18901, 2.8255, 0.820537, 7.12033, 47.713, 3.64604, 0, 89000, 2, 0.0001, 500
88937.8, 3.07171, 3.07014, 0.953268, 6.61174, 48.482, 4.02341, 0, 89000, 2, 0.0001, 500
88937.2, 3.03174, 3.28089, 1.06948, 6.13947, 49.2417, 4.35037, 0, 89000, 2, 0.0001, 500
88936.6, 3.04644, 3.47098, 0.174993, 6.70094, 49.9909, 3.64598, 0, 89000, 2, 0.0001, 500
88959.3, 4.32229, 5.319, 2.70814, 1, 27.3357, 8.02714, 1, 89000, 2, 0.0001, 500
88958.2, 4.60405, 5.54419, 1.77404, 1.92857, 27.9805, 7.31823, 1, 89000, 2, 0.0001, 500
88957.1, 4.72821, 4.79275, 0.923567, 3.79082, 28.641, 5.71631, 1, 89000, 2, 0.0001, 500
88956.3, 4.59879, 5.11236, 1.14129, 3.52004, 29.3201, 6.25365, 1, 89000, 2, 0.0001, 500
88955.4, 4.57197, 4.39102, 0.335697, 5.26861, 30.0182, 4.72671, 1, 89000, 2, 0.0001, 500
88954.7, 4.33248, 4.71745, 0.586037, 4.89228, 30.7321, 5.30349, 1, 89000, 2, 0.0001, 500
88954, 4.22324, 3.98704, 0.804126, 5.54283, 31.4604, 4.79116, 1, 89000, 2, 0.0001, 500
88953.3, 4.06269, 3.2935, 1.00008, 6.14692, 32.1986, 4.29358, 1, 89000, 2, 0.0001, 500
88952.7, 3.8632, 2.62703, 0.17241, 7.70785, 32.9443, 2.79944, 1, 89000, 2, 0.0001, 500
88952.3, 3.49027, 1.98023, 0.391887, 8.15729, 33.6948, 2.37212, 1, 89000, 2, 0.0001, 500
88951.9, 3.13091, 2.32742, 0.573311, 7.57463, 34.4469, 2.90074, 1, 89000, 2, 0.0001, 500
88951.5, 2.91889, 2.59951, 0.720215, 7.03358, 35.1952, 3.31972, 1, 89000, 2, 0.0001, 500
88951.1, 2.8091, 1.82247, 0.843904, 7.53118, 35.9347, 2.66638, 1, 89000, 2, 0.0001, 500
88950.7, 2.62798, 2.08557, 0.952172, 6.99324, 36.6631, 3.03774, 1, 89000, 2, 0.0001, 500
88950.2, 2.53611, 2.30452, 1.04184, 6.49372, 37.3796, 3.34636, 1, 89000, 2, 0.0001, 500
88949.8, 2.50667, 2.49496, 1.11959, 6.02989, 38.0825, 3.61455, 1, 89000, 2, 0.0001, 500
88949.3, 2.52141, 2.66769, 1.19002, 5.59918, 38.7713, 3.8577, 1, 89000, 2, 0.0001, 500
88948.7, 2.56791, 2.83014, 1.2563, 5.19924, 39.4468, 4.08644, 1, 89000, 2, 0.0001, 500
88948.1, 2.63777, 2.98749, 0.32064, 5.82787, 40.1101, 3.30813, 1, 89000, 2, 0.0001, 500
88947.6, 2.58253, 3.14339, 0.456003, 5.41159, 40.7627, 3.59939, 1, 89000, 2, 0.0001, 500
88947.1, 2.57992, 3.28041, 0.578384, 5.02505, 41.4063, 3.8588, 1, 89000, 2, 0.0001, 500
88946.6, 2.61487, 3.40729, 0.691866, 4.66612, 42.0409, 4.09915, 1, 89000, 2, 0.0001, 500
88946, 2.67713, 3.52999, 0.799339, 4.33282, 42.667, 4.32933, 1, 89000, 2, 0.0001, 500
88945.4, 2.75981, 3.65265, 0.902871, 4.02333, 43.2857, 4.55552, 1, 89000, 2, 0.0001, 500
88944.7, 2.85824, 3.77812, 0.00396882, 4.73595, 43.8985, 3.78209, 1, 89000, 2, 0.0001, 500
88944.2, 2.82655, 3.9084, 0.175179, 4.39767, 44.5069, 4.08358, 1, 89000, 2, 0.0001, 500
88943.6, 2.84424, 4.02495, 0.33226, 4.08355, 45.1127, 4.35721, 1, 89000, 2, 0.0001, 500
88943, 2.89746, 4.13565, 0.479181, 3.79187, 45.7156, 4.61483, 1, 89000, 2, 0.0001, 500
88942.3, 2.97681, 4.24589, 0.618802, 3.52102, 46.3161, 4.86469, 1, 89000, 2, 0.0001, 500
