Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86967.1, 214.735, 294.5, 97.6471, 59.21, 1366.79, 0.7148, 500
1, 86912.4, 226.53, 279.957, 77.3165, 104.791, 1399.03, 0.808, 500
2, 86862.5, 231.066, 268.034, 62.9856, 143.346, 1432.03, 0.8326, 500
3, 86816.4, 231.005, 257.218, 52.5906, 176.887, 1465.91, 0.8462, 500
4, 86773.2, 227.977, 247.346, 45.9544, 204.832, 1500.68, 0.866, 500
5, 86732.4, 223.233, 236.975, 40.7606, 230.411, 1536.26, 0.879, 500
6, 86693.7, 217.252, 228.121, 36.9031, 251.473, 1572.55, 0.8748, 500
7, 86656.8, 210.681, 218.732, 34.9323, 269.391, 1609.45, 0.9006, 500
8, 86621.5, 203.829, 209.664, 32.368, 285.799, 1646.81, 0.8904, 500
9, 86587.9, 196.715, 201.544, 30.3157, 299.034, 1684.51, 0.8852, 500
10, 86555.7, 189.597, 193.168, 28.0232, 311.125, 1722.43, 0.8902, 500
11, 86524.9, 182.408, 185.434, 27.1173, 319.662, 1760.45, 0.8994, 500
12, 86495.4, 175.446, 177.266, 25.5249, 327.889, 1798.47, 0.903, 500
13, 86467.3, 168.512, 170.216, 24.0984, 333.548, 1836.37, 0.889, 500
14, 86440.3, 161.779, 162.77, 23.2478, 337.843, 1874.08, 0.9038, 500
15, 86414.5, 155.232, 155.942, 21.164, 341.691, 1911.5, 0.8872, 500
16, 86389.9, 148.752, 149.066, 20.3462, 343.375, 1948.55, 0.8952, 500
17, 86366.4, 142.493, 142.014, 18.988, 344.908, 1985.18, 0.8988, 500
18, 86344.1, 136.314, 135.349, 17.8113, 345.112, 2021.32, 0.9008, 500
19, 86322.9, 130.278, 128.665, 16.9279, 344.351, 2056.91, 0.9034, 500
20, 86302.7, 124.396, 122.764, 15.9754, 342.265, 2091.91, 0.8978, 500
21, 86283.5, 118.735, 116.71, 15.0381, 339.777, 2126.26, 0.9032, 500
22, 86265.2, 113.235, 110.767, 14.4181, 336.407, 2159.94, 0.9016, 500
23, 86247.9, 107.922, 105.348, 14.0823, 331.838, 2192.91, 0.904, 500
24, 86231.4, 102.871, 99.7118, 13.6017, 327.305, 2225.15, 0.8958, 500
25, 86215.7, 97.9807, 94.5715, 12.5824, 322.566, 2256.62, 0.9098, 500
26, 86200.8, 93.2131, 89.6537, 11.4325, 317.536, 2287.31, 0.8976, 500
27, 86186.9, 88.5569, 84.9497, 10.5487, 311.865, 2317.22, 0.9026, 500
28, 86173.7, 84.0567, 80.2598, 10.4686, 305.249, 2346.31, 0.8924, 500
29, 86161.1, 79.7947, 76.0349, 10.1143, 298.355, 2374.6, 0.9098, 500
