Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 84937.1, 426.655, 610.25, 213.164, 79.3, 2733.57, 0.5232, 500
1, 84824.8, 453.585, 596.352, 181.848, 145.366, 2798.05, 0.6902, 500
2, 84718.8, 468.824, 585.888, 158.484, 203.942, 2864.02, 0.7228, 500
3, 84617.6, 476.283, 577.034, 141.483, 255.825, 2931.76, 0.7602, 500
4, 84520, 478.617, 568.587, 128.164, 303.252, 3001.35, 0.7726, 500
5, 84425.5, 477.419, 559.76, 119.666, 344.871, 3072.78, 0.8094, 500
6, 84333.4, 474.007, 551.096, 112.974, 382.547, 3145.95, 0.8156, 500
7, 84243.5, 469.098, 543.233, 106.295, 417.133, 3220.7, 0.8034, 500
8, 84155.7, 463.109, 534.284, 102.538, 447.467, 3296.89, 0.8372, 500
9, 84069.7, 456.51, 525.676, 97.2605, 476.525, 3374.34, 0.8216, 500
10, 83985.6, 449.269, 516.429, 93.9239, 501.878, 3452.88, 0.8384, 500
11, 83903.3, 441.696, 507.139, 90.7812, 524.719, 3532.32, 0.8314, 500
12, 83822.8, 433.882, 498.382, 86.5686, 545.84, 3612.51, 0.8276, 500
13, 83744.1, 425.809, 487.677, 85.128, 563.991, 3693.28, 0.8544, 500
14, 83667.1, 417.643, 476.956, 81.906, 581.896, 3774.48, 0.8452, 500
15, 83592.1, 409.168, 466.748, 80.6041, 595.452, 3855.96, 0.8614, 500
16, 83518.6, 400.776, 457.782, 77.7668, 607.46, 3937.59, 0.834, 500
17, 83446.8, 392.415, 447.312, 74.5886, 619.62, 4019.24, 0.8402, 500
18, 83376.9, 383.837, 435.969, 73.3357, 629.161, 4100.77, 0.8658, 500
19, 83308.8, 375.23, 424.876, 72.1677, 636.871, 4182.09, 0.8592, 500
20, 83242.3, 366.649, 414.68, 68.8366, 644.45, 4263.09, 0.8496, 500
21, 83177.7, 357.924, 403.421, 65.2186, 652.088, 4343.65, 0.8588, 500
22, 83115.1, 348.907, 393.214, 62.4656, 656.58, 4423.71, 0.8548, 500
23, 83054.3, 339.917, 382.324, 59.5682, 660.702, 4503.15, 0.8636, 500
24, 82995.4, 330.843, 372.474, 56.5483, 662.799, 4581.91, 0.8558, 500
25, 82938.3, 321.828, 361.457, 55.8998, 662.646, 4659.9, 0.8732, 500
26, 82882.7, 313.023, 350.124, 54.8266, 662.274, 4737.04, 0.88, 500
27, 82828.8, 304.291, 338.619, 53.8918, 661.089, 4813.27, 0.8702, 500
28, 82776.7, 295.616, 327.482, 51.8098, 659.908, 4888.53, 0.8692, 500
29, 82726.3, 286.888, 316.757, 49.7461, 657.592, 4962.76, 0.8742, 500
