S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88959.3, 4.32229, 6.319, 0.708143, 2, 27.3357, 7.02714, 0, 89000, 2, 0.0001, 500
88958.3, 4.46125, 6.47276, 0.916899, 1.85714, 27.9805, 7.38966, 0, 89000, 2, 0.0001, 500
88957.3, 4.62417, 6.635, 0.119081, 2.72449, 28.641, 6.75408, 0, 89000, 2, 0.0001, 500
88956.3, 4.66375, 6.80846, 0.388026, 2.52988, 29.318, 7.19648, 0, 89000, 2, 0.0001, 500
88955.3, 4.75856, 6.97506, 0.640135, 2.34918, 30.0128, 7.6152, 0, 89000, 2, 0.0001, 500
88954.2, 4.89419, 7.14304, 0.879924, 2.18138, 30.7245, 8.02297, 0, 89000, 2, 0.0001, 500
88953, 5.0609, 7.31801, 1.11072, 2.02557, 31.4534, 8.42873, 0, 89000, 2, 0.0001, 500
88951.8, 5.25219, 7.50382, 0.33504, 2.88088, 32.2001, 7.83886, 0, 89000, 2, 0.0001, 500
88950.7, 5.32098, 7.70314, 0.62624, 2.67511, 32.9658, 8.32938, 0, 89000, 2, 0.0001, 500
88949.5, 5.44604, 7.89785, 0.900767, 2.48403, 33.7519, 8.79862, 0, 89000, 2, 0.0001, 500
88948.3, 5.61306, 8.09617, 1.16319, 2.3066, 34.5578, 9.25935, 0, 89000, 2, 0.0001, 500
88946.9, 5.81245, 8.3037, 1.41689, 2.14184, 35.3839, 9.72058, 0, 89000, 2, 0.0001, 500
88945.6, 6.03778, 8.52432, 1.66443, 1.98885, 36.2312, 10.1887, 0, 89000, 2, 0.0001, 500
88944.1, 6.28487, 8.76073, 0.907808, 2.84679, 37.1011, 9.66854, 0, 89000, 2, 0.0001, 500
88942.7, 6.40825, 9.01484, 1.22006, 2.64345, 37.995, 10.2349, 0, 89000, 2, 0.0001, 500
88941.3, 6.58779, 9.26808, 0.517404, 3.45463, 38.9149, 9.78549, 0, 89000, 2, 0.0001, 500
88939.9, 6.66723, 9.52837, 0.875714, 3.20787, 39.8606, 10.4041, 0, 89000, 2, 0.0001, 500
88938.4, 6.81908, 9.78118, 1.2132, 2.97874, 40.8329, 10.9944, 0, 89000, 2, 0.0001, 500
88936.8, 7.0248, 10.0372, 1.53568, 2.76597, 41.831, 11.5729, 0, 89000, 2, 0.0001, 500
88935.2, 7.27194, 10.3037, 1.84748, 2.5684, 42.8552, 12.1512, 0, 89000, 2, 0.0001, 500
88933.4, 7.55217, 10.5858, 1.15183, 3.38494, 43.9066, 11.7377, 0, 89000, 2, 0.0001, 500
88931.7, 7.71729, 10.887, 1.52269, 3.14316, 44.9868, 12.4097, 0, 89000, 2, 0.0001, 500
88930, 7.94528, 11.1898, 1.87696, 2.91865, 46.0977, 13.0667, 0, 89000, 2, 0.0001, 500
88928.1, 8.22143, 11.5028, 1.21961, 3.71018, 47.2395, 12.7225, 0, 89000, 2, 0.0001, 500
88926.3, 8.39317, 11.8322, 1.62578, 3.44516, 48.4133, 13.458, 0, 89000, 2, 0.0001, 500
88924.4, 8.63552, 12.1621, 2.01325, 3.19908, 49.6206, 14.1753, 0, 89000, 2, 0.0001, 500
88922.3, 8.93174, 12.5023, 2.38757, 2.97057, 50.8616, 14.8899, 0, 89000, 2, 0.0001, 500
88920.2, 9.27067, 12.8598, 1.75294, 3.75839, 52.1374, 14.6127, 0, 89000, 2, 0.0001, 500
88918.1, 9.50219, 13.2391, 2.18397, 3.48993, 53.4496, 15.4231, 0, 89000, 2, 0.0001, 500
88915.9, 9.80302, 13.6238, 1.5981, 4.24065, 54.8005, 15.2219, 0, 89000, 2, 0.0001, 500
88959.3, 4.32229, 6.319, 2.70814, 0, 27.3357, 9.02714, 1, 89000, 2, 0.0001, 500
88958, 4.74684, 6.47276, 2.77404, 0, 27.9805, 9.24681, 1, 89000, 2, 0.0001, 500
88956.7, 5.11782, 6.67498, 1.86071, 1, 28.641, 8.53569, 1, 89000, 2, 0.0001, 500
88955.5, 5.31305, 6.91469, 2.03487, 0.928571, 29.3221, 8.94956, 1, 89000, 2, 0.0001, 500
88954.2, 5.52831, 7.16461, 1.2083, 1.86224, 30.0277, 8.37291, 1, 89000, 2, 0.0001, 500
88953, 5.61816, 7.42682, 1.45369, 1.72923, 30.7588, 8.88051, 1, 89000, 2, 0.0001, 500
88951.7, 5.7625, 7.68287, 1.68695, 1.60571, 31.5166, 9.36982, 1, 89000, 2, 0.0001, 500
88950.4, 5.94782, 7.94085, 0.912202, 2.49102, 32.3006, 8.85305, 1, 89000, 2, 0.0001, 500
88949.1, 6.02227, 8.20634, 0.203914, 3.31309, 33.1109, 8.41025, 1, 89000, 2, 0.0001, 500
88947.9, 6.0186, 8.46329, 0.550685, 3.07644, 33.9483, 9.01397, 1, 89000, 2, 0.0001, 500
88946.7, 6.10183, 8.70137, 0.872466, 2.85669, 34.8119, 9.57384, 1, 89000, 2, 0.0001, 500
88945.3, 6.24834, 8.9341, 1.17626, 2.65264, 35.6998, 10.1104, 1, 89000, 2, 0.0001, 500
88943.8, 6.44212, 9.17072, 1.46714, 2.46317, 36.6114, 10.6379, 1, 89000, 2, 0.0001, 500
88942.3, 6.67243, 9.41756, 1.74887, 2.28723, 37.5472, 11.1664, 1, 89000, 2, 0.0001, 500
88940.7, 6.93212, 9.67902, 1.0243, 3.12385, 38.5082, 10.7033, 1, 89000, 2, 0.0001, 500
88939.2, 7.07372, 9.95816, 1.36706, 2.90072, 39.4958, 11.3252, 1, 89000, 2, 0.0001, 500
88937.6, 7.27576, 10.2372, 1.69384, 2.69353, 40.512, 11.931, 1, 89000, 2, 0.0001, 500
88935.9, 7.52384, 10.5246, 2.00939, 2.50113, 41.5566, 12.534, 1, 89000, 2, 0.0001, 500
88934.1, 7.80835, 10.8261, 1.3173, 3.32248, 42.6305, 12.1434, 1, 89000, 2, 0.0001, 500
88932.4, 7.98017, 11.146, 1.6917, 3.08516, 43.7352, 12.8377, 1, 89000, 2, 0.0001, 500
88930.5, 8.21671, 11.4671, 1.04968, 3.86479, 44.8726, 12.5168, 1, 89000, 2, 0.0001, 500
88928.7, 8.36008, 11.7984, 1.4677, 3.58874, 46.0427, 13.2661, 1, 89000, 2, 0.0001, 500
88926.8, 8.5817, 12.126, 0.864473, 4.3324, 47.2466, 12.9905, 1, 89000, 2, 0.0001, 500
88925, 8.71962, 12.4613, 1.31763, 4.02294, 48.4839, 13.779, 1, 89000, 2, 0.0001, 500
88923, 8.94246, 12.792, 1.74669, 3.73559, 49.7555, 14.5387, 1, 89000, 2, 0.0001, 500
88921, 9.22912, 13.1302, 1.15847, 4.46876, 51.0608, 14.2887, 1, 89000, 2, 0.0001, 500
88918.9, 9.42272, 13.4844, 1.62947, 4.14956, 52.4006, 15.1139, 1, 89000, 2, 0.0001, 500
88916.8, 9.69534, 13.8404, 2.07844, 3.85317, 53.7766, 15.9189, 1, 89000, 2, 0.0001, 500
88914.5, 10.0283, 14.2092, 0.511704, 5.57794, 55.1889, 14.7209, 1, 89000, 2, 0.0001, 500
88912.4, 10.1236, 14.5982, 1.07685, 5.17951, 56.6388, 15.675, 1, 89000, 2, 0.0001, 500
88959.3, 4.32229, 6.319, 1.70814, 1, 27.3357, 8.02714, 2, 89000, 2, 0.0001, 500
88958.2, 4.60405, 6.47276, 0.84547, 1.92857, 27.9805, 7.31823, 2, 89000, 2, 0.0001, 500
88957.1, 4.72821, 6.65499, 1.06132, 1.79082, 28.641, 7.71631, 2, 89000, 2, 0.0001, 500
88956, 4.88437, 6.84158, 1.26921, 1.6629, 29.3201, 8.11079, 2, 89000, 2, 0.0001, 500
88954.9, 5.0656, 7.03671, 1.47161, 1.54412, 30.0182, 8.50832, 2, 89000, 2, 0.0001, 500
88953.6, 5.26734, 7.24327, 0.670432, 2.43383, 30.7362, 7.9137, 2, 89000, 2, 0.0001, 500
88952.5, 5.34381, 7.46332, 0.938584, 2.25998, 31.4753, 8.40191, 2, 89000, 2, 0.0001, 500
88951.3, 5.47468, 7.67836, 1.19217, 2.09856, 32.2369, 8.87053, 2, 89000, 2, 0.0001, 500
88950.1, 5.64627, 7.89636, 1.4355, 1.94866, 33.0204, 9.33186, 2, 89000, 2, 0.0001, 500
88948.7, 5.84939, 8.12282, 0.671738, 2.80947, 33.8262, 8.79455, 2, 89000, 2, 0.0001, 500
88947.5, 5.93515, 8.36153, 0.97472, 2.60879, 34.655, 9.33625, 2, 89000, 2, 0.0001, 500
88946.1, 6.08109, 8.5952, 1.26121, 2.42245, 35.5082, 9.85641, 2, 89000, 2, 0.0001, 500
