Simulations,Runs,Undiscounted_return,Undiscounted_error,Discounted_return,Discounted_error,Time,Cumulative_I,Testing_Number_Total,Testing_Number_Min,Testing_Number_Max,Testing_Number_Variance,Reward_Numerator,Reward_Denominator
1024, 100, -3080.23, 15.3936, -3080.23, 15.3936, 158.798, 1608.36, 15000, 15000, 15000, 0, 87511.4, 0
