S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88959.3, 4.32229, 6.319, 1.70814, 1, 27.3357, 8.02714, 0, 89000, 2, 0.0001, 500
88958.2, 4.60405, 6.47276, 0.84547, 1.92857, 27.9805, 7.31823, 0, 89000, 2, 0.0001, 500
88957.1, 4.72821, 5.65499, 1.06132, 2.79082, 28.641, 6.71631, 0, 89000, 2, 0.0001, 500
88956.2, 4.74158, 4.91301, 0.269206, 4.59147, 29.3201, 5.18222, 0, 89000, 2, 0.0001, 500
88955.4, 4.53321, 5.2259, 0.534472, 4.26351, 30.0182, 5.76037, 0, 89000, 2, 0.0001, 500
88954.6, 4.44907, 5.48727, 0.768288, 3.95897, 30.7342, 6.25556, 0, 89000, 2, 0.0001, 500
88953.7, 4.45245, 3.7182, 0.980354, 5.67619, 31.4638, 4.69855, 0, 89000, 2, 0.0001, 500
88953, 4.23283, 4.07595, 0.177476, 6.27075, 32.2049, 4.25343, 0, 89000, 2, 0.0001, 500
88952.4, 3.99358, 4.37741, 0.418769, 5.82284, 32.9566, 4.79618, 0, 89000, 2, 0.0001, 500
88951.7, 3.87967, 3.62384, 0.628472, 6.40692, 33.7151, 4.25231, 0, 89000, 2, 0.0001, 500
88951.1, 3.71088, 2.90815, 0.816361, 6.94928, 34.4765, 3.72451, 0, 89000, 2, 0.0001, 500
88950.6, 3.50048, 3.21994, 0.980702, 6.45291, 35.2389, 4.20065, 0, 89000, 2, 0.0001, 500
88950, 3.40014, 3.48002, 1.12068, 5.99198, 35.9998, 4.6007, 0, 89000, 2, 0.0001, 500
88949.4, 3.37699, 3.70746, 1.24464, 5.56398, 36.7565, 4.9521, 0, 89000, 2, 0.0001, 500
88948.6, 3.40863, 3.91542, 0.358357, 6.16656, 37.5076, 4.27378, 0, 89000, 2, 0.0001, 500
88948, 3.33709, 4.11296, 0.537278, 5.72609, 38.2533, 4.65024, 0, 89000, 2, 0.0001, 500
88947.4, 3.33361, 4.28637, 0.699127, 5.31708, 38.9945, 4.9855, 0, 89000, 2, 0.0001, 500
88946.7, 3.37868, 4.4469, 0.849205, 4.93729, 39.7304, 5.29611, 0, 89000, 2, 0.0001, 500
88945.9, 3.45908, 4.60228, 0.991269, 4.58463, 40.4614, 5.59355, 0, 89000, 2, 0.0001, 500
88945.1, 3.56585, 4.75782, 1.12801, 4.25715, 41.1884, 5.88583, 0, 89000, 2, 0.0001, 500
88944.3, 3.693, 4.91719, 1.26139, 3.95307, 41.9129, 6.17858, 0, 89000, 2, 0.0001, 500
88943.4, 3.8365, 5.08299, 0.392868, 4.67071, 42.6366, 5.47585, 0, 89000, 2, 0.0001, 500
88942.6, 3.85097, 5.25703, 0.594996, 4.33709, 43.3613, 5.85202, 0, 89000, 2, 0.0001, 500
88941.8, 3.91624, 5.42066, 0.783554, 4.0273, 44.0891, 6.20421, 0, 89000, 2, 0.0001, 500
88940.9, 4.01873, 5.58174, 0.96256, 3.73963, 44.8199, 6.5443, 0, 89000, 2, 0.0001, 500
88939.9, 4.14926, 5.74567, 0.13493, 4.47251, 45.5545, 5.8806, 0, 89000, 2, 0.0001, 500
88939.1, 4.15893, 5.91616, 0.374247, 4.15305, 46.294, 6.29041, 0, 89000, 2, 0.0001, 500
88938.2, 4.22516, 5.07583, 0.597051, 4.8564, 47.04, 5.67288, 0, 89000, 2, 0.0001, 500
88937.4, 4.18997, 4.30479, 0.807914, 5.50952, 47.7921, 5.1127, 0, 89000, 2, 0.0001, 500
88936.7, 4.08185, 4.5839, 1.0016, 5.11598, 48.5508, 5.5855, 0, 89000, 2, 0.0001, 500
88959.3, 4.32229, 6.319, 2.70814, 0, 27.3357, 9.02714, 1, 89000, 2, 0.0001, 500
88958, 4.74684, 6.47276, 1.77404, 1, 27.9805, 8.24681, 1, 89000, 2, 0.0001, 500
88956.8, 4.97503, 6.67498, 1.93213, 0.928571, 28.641, 8.60712, 1, 89000, 2, 0.0001, 500
88955.6, 5.20902, 5.8947, 2.09263, 1.86224, 29.3221, 7.98733, 1, 89000, 2, 0.0001, 500
88954.5, 5.30769, 5.20291, 2.25569, 2.72923, 30.0257, 7.45861, 1, 89000, 2, 0.0001, 500
88953.4, 5.31112, 5.57435, 1.41303, 3.53428, 30.7534, 6.98739, 1, 89000, 2, 0.0001, 500
88952.4, 5.24657, 4.91974, 0.630771, 5.28183, 31.5049, 5.55051, 1, 89000, 2, 0.0001, 500
88951.6, 4.98977, 4.30285, 0.90051, 5.90456, 32.2786, 5.20336, 1, 89000, 2, 0.0001, 500
88950.9, 4.73475, 4.69407, 0.135574, 6.48281, 33.0721, 4.82965, 1, 89000, 2, 0.0001, 500
88950.2, 4.47737, 5.02165, 0.409975, 6.01975, 33.8801, 5.43162, 1, 89000, 2, 0.0001, 500
88949.4, 4.3574, 4.28979, 0.649333, 6.58977, 34.6981, 4.93912, 1, 89000, 2, 0.0001, 500
88948.7, 4.19111, 4.59341, 0.864396, 6.11907, 35.5215, 5.45781, 1, 89000, 2, 0.0001, 500
88947.9, 4.13213, 4.85207, 0.0541204, 6.68199, 36.3485, 4.90619, 1, 89000, 2, 0.0001, 500
88947.2, 4.00617, 5.08399, 0.298182, 6.20471, 37.1762, 5.38217, 1, 89000, 2, 0.0001, 500
88946.5, 3.97337, 5.28171, 0.517254, 5.76151, 38.0038, 5.79896, 1, 89000, 2, 0.0001, 500
88945.6, 4.00662, 5.46072, 0.718709, 5.34998, 38.8296, 6.17943, 1, 89000, 2, 0.0001, 500
88944.8, 4.08753, 5.63159, 0, 5.96784, 39.6531, 5.63159, 1, 89000, 2, 0.0001, 500
88943.9, 4.07404, 5.80159, 0.245252, 5.54156, 40.4816, 6.04684, 1, 89000, 2, 0.0001, 500
88943.1, 4.12252, 5.95756, 0.472176, 5.14574, 41.3094, 6.42973, 1, 89000, 2, 0.0001, 500
88942.2, 4.21596, 5.10917, 0.6858, 5.77818, 42.1362, 5.79497, 1, 89000, 2, 0.0001, 500
88941.3, 4.20008, 5.33446, 0.889772, 5.36546, 42.9629, 6.22423, 1, 89000, 2, 0.0001, 500
88940.5, 4.24866, 4.54144, 0.0782223, 6.98221, 43.7907, 4.61966, 1, 89000, 2, 0.0001, 500
88939.8, 4.05844, 4.81186, 0.327554, 6.48348, 44.6194, 5.13942, 1, 89000, 2, 0.0001, 500
88939.1, 3.98046, 5.03634, 0.547664, 6.02037, 45.4496, 5.58401, 1, 89000, 2, 0.0001, 500
88938.3, 3.98153, 3.23387, 0.747372, 7.59035, 46.2785, 3.98124, 1, 89000, 2, 0.0001, 500
88937.7, 3.75358, 3.56029, 0.932881, 7.04818, 47.105, 4.49317, 1, 89000, 2, 0.0001, 500
88937.1, 3.6443, 2.83149, 0.0914611, 8.54474, 47.9294, 2.92295, 1, 89000, 2, 0.0001, 500
88936.6, 3.33271, 3.13944, 0.303586, 7.9344, 48.7485, 3.44302, 1, 89000, 2, 0.0001, 500
88936.1, 3.15767, 3.38177, 0.481864, 7.36766, 49.5612, 3.86363, 1, 89000, 2, 0.0001, 500
88935.6, 3.07769, 2.58229, 0.636905, 7.8414, 50.3634, 3.2192, 1, 89000, 2, 0.0001, 500
