S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88959.3, 4.32229, 6.319, 2.70814, 0, 27.3357, 9.02714, 0, 89000, 2, 0.0001, 500
88958, 4.74684, 6.47276, 1.77404, 1, 27.9805, 8.24681, 0, 89000, 2, 0.0001, 500
88956.8, 4.97503, 5.67498, 0.932135, 2.92857, 28.641, 6.60712, 0, 89000, 2, 0.0001, 500
88955.9, 4.92344, 3.96613, 1.16406, 4.71939, 29.3221, 5.13018, 0, 89000, 2, 0.0001, 500
88955.2, 4.67127, 4.37212, 1.37632, 4.38229, 30.0257, 5.74843, 0, 89000, 2, 0.0001, 500
88954.4, 4.55781, 4.7138, 1.55828, 4.06927, 30.7493, 6.27208, 0, 89000, 2, 0.0001, 500
88953.5, 4.5418, 5.01519, 0.720446, 4.77861, 31.4879, 5.73564, 0, 89000, 2, 0.0001, 500
88952.6, 4.45239, 4.29282, 0.941493, 5.43728, 32.239, 5.23431, 0, 89000, 2, 0.0001, 500
88951.9, 4.30927, 4.60952, 1.14139, 5.0489, 33.0012, 5.75091, 0, 89000, 2, 0.0001, 500
88951.1, 4.26853, 3.88357, 1.31842, 5.68826, 33.7726, 5.20198, 0, 89000, 2, 0.0001, 500
88950.3, 4.15756, 3.20376, 1.48035, 6.28196, 34.5505, 4.68412, 0, 89000, 2, 0.0001, 500
88949.7, 3.99483, 1.55698, 0.624069, 8.83325, 35.3338, 2.18105, 0, 89000, 2, 0.0001, 500
88949.3, 3.50727, 1.00505, 0.819182, 9.2023, 36.1205, 1.82423, 0, 89000, 2, 0.0001, 500
88949.1, 3.06627, 1.42427, 0.971105, 8.54499, 36.9081, 2.39538, 0, 89000, 2, 0.0001, 500
88948.7, 2.79502, 1.75182, 1.08572, 7.93464, 37.6896, 2.83753, 0, 89000, 2, 0.0001, 500
88948.3, 2.64114, 2.01799, 1.17587, 7.36788, 38.459, 3.19386, 0, 89000, 2, 0.0001, 500
88947.9, 2.56891, 2.24361, 1.25034, 6.8416, 39.2135, 3.49395, 0, 89000, 2, 0.0001, 500
88947.4, 2.55398, 1.443, 0.315169, 8.35292, 39.9517, 1.75817, 0, 89000, 2, 0.0001, 500
88947.1, 2.2942, 1.69748, 0, 8.75628, 40.6739, 1.69748, 0, 89000, 2, 0.0001, 500
88946.9, 2.07771, 1.89742, 0.137652, 8.13083, 41.4206, 2.03507, 0, 89000, 2, 0.0001, 500
88946.6, 1.95272, 1.05277, 0.252482, 8.55006, 42.1468, 1.30525, 0, 89000, 2, 0.0001, 500
88946.4, 1.74853, 1.25096, 0.351611, 7.93934, 42.8507, 1.60257, 0, 89000, 2, 0.0001, 500
88946.2, 1.62762, 1.4064, 0.431408, 7.37224, 43.5323, 1.8378, 0, 89000, 2, 0.0001, 500
88945.9, 1.56448, 0.533806, 0.498251, 7.84565, 44.1901, 1.03206, 0, 89000, 2, 0.0001, 500
88945.8, 1.39893, 0.714705, 0.55653, 7.28525, 44.8243, 1.27124, 0, 89000, 2, 0.0001, 500
88945.6, 1.30064, 0.859506, 0.600714, 6.76487, 45.4354, 1.46022, 0, 89000, 2, 0.0001, 500
88945.4, 1.24899, 0.980202, 0.635845, 6.28167, 46.0229, 1.61605, 0, 89000, 2, 0.0001, 500
88945.2, 1.22991, 1.08505, 0.665366, 5.83298, 46.5871, 1.75041, 0, 89000, 2, 0.0001, 500
88944.9, 1.23384, 1.17973, 0.691635, 5.41634, 47.1287, 1.87137, 0, 89000, 2, 0.0001, 500
88944.6, 1.25424, 1.2682, 0.716263, 5.02946, 47.6493, 1.98446, 0, 89000, 2, 0.0001, 500
88959.3, 4.32229, 5.319, 1.70814, 2, 27.3357, 7.02714, 1, 89000, 2, 0.0001, 500
88958.3, 4.46125, 3.54419, 0.84547, 4.85714, 27.9805, 4.38966, 1, 89000, 2, 0.0001, 500
88957.7, 4.1958, 3.91561, 0.0527548, 5.5102, 28.641, 3.96837, 1, 89000, 2, 0.0001, 500
88957.1, 3.92328, 3.22334, 0.300735, 6.11662, 29.318, 3.52407, 1, 89000, 2, 0.0001, 500
88956.6, 3.64182, 1.54236, 0.514651, 7.67972, 30.0067, 2.05701, 1, 89000, 2, 0.0001, 500
88956.3, 3.20717, 1.94205, 0.696399, 7.13117, 30.7021, 2.63844, 1, 89000, 2, 0.0001, 500
88955.9, 2.94247, 2.25233, 0.839087, 6.6218, 31.4, 3.09142, 1, 89000, 2, 0.0001, 500
88955.5, 2.79539, 2.5034, 0.955701, 6.14881, 32.0938, 3.4591, 1, 89000, 2, 0.0001, 500
88955, 2.73022, 2.71594, 1.05516, 5.70961, 32.78, 3.7711, 1, 89000, 2, 0.0001, 500
88954.5, 2.72264, 2.90417, 0.143605, 6.30178, 33.4572, 3.04778, 1, 89000, 2, 0.0001, 500
88954, 2.61328, 3.0779, 0.296705, 5.85165, 34.1251, 3.37461, 1, 89000, 2, 0.0001, 500
88953.6, 2.57246, 3.22391, 0.432309, 5.43368, 34.7841, 3.65622, 1, 89000, 2, 0.0001, 500
88953, 2.58002, 3.35378, 0.555778, 5.04556, 35.4334, 3.90955, 1, 89000, 2, 0.0001, 500
88952.5, 2.62223, 3.47542, 0.67088, 4.68516, 36.073, 4.1463, 1, 89000, 2, 0.0001, 500
88951.9, 2.68979, 2.59429, 0, 6.35051, 36.7038, 2.59429, 1, 89000, 2, 0.0001, 500
88951.5, 2.52225, 2.78556, 0.161388, 5.8969, 37.3427, 2.94694, 1, 89000, 2, 0.0001, 500
88951.1, 2.43856, 1.9397, 0.301195, 6.47569, 37.9745, 2.2409, 1, 89000, 2, 0.0001, 500
88950.8, 2.2708, 2.14255, 0.425994, 6.01314, 38.5971, 2.56854, 1, 89000, 2, 0.0001, 500
88950.4, 2.18337, 1.30742, 0, 7.58363, 39.21, 1.30742, 1, 89000, 2, 0.0001, 500
88950.2, 1.93337, 0.519708, 0.131002, 8.04194, 39.8451, 0.65071, 1, 89000, 2, 0.0001, 500
88950.1, 1.6396, 0.753257, 0.237647, 7.46752, 40.466, 0.990904, 1, 89000, 2, 0.0001, 500
88950, 1.45316, 0.928997, 0.319048, 6.93413, 41.0702, 1.24805, 1, 89000, 2, 0.0001, 500
88949.8, 1.34072, 1.06608, 0.383449, 6.43883, 41.6546, 1.44953, 1, 89000, 2, 0.0001, 500
88949.6, 1.27953, 1.17763, 0.436503, 5.97891, 42.2181, 1.61414, 1, 89000, 2, 0.0001, 500
88949.4, 1.25409, 0.272653, 0.482096, 6.55185, 42.7605, 0.754749, 1, 89000, 2, 0.0001, 500
