Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86744.5, 244.114, 398.72, 170.88, 0, 1441.8, 1, 0
0, 1, 86665.2, 274.601, 383.416, 124.321, 70, 1482.49, 0.58, 500
0, 2, 86594.5, 290.312, 373.473, 85.9171, 132, 1523.75, 0.64, 500
0, 3, 86530.7, 296.103, 359.44, 71.1989, 176.571, 1565.99, 0.86, 500
0, 4, 86470.9, 296.695, 344.22, 72.8794, 205.959, 1609.37, 0.94, 500
0, 5, 86413, 295.249, 336.17, 59.4754, 242.248, 1653.87, 0.74, 500
0, 6, 86358.1, 291.077, 329.493, 47.9421, 273.944, 1699.44, 0.74, 500
0, 7, 86305.8, 285.18, 315.709, 54.9823, 292.377, 1745.96, 0.98, 500
0, 8, 86254.4, 279.497, 302.083, 41.1658, 329.493, 1793.32, 0.84, 500
0, 9, 86206.9, 271.12, 292.635, 40.9952, 346.958, 1841.38, 0.94, 500
0, 10, 86160.7, 263.062, 281.69, 46.3342, 358.175, 1889.99, 1, 500
0, 11, 86115.4, 255.815, 273.398, 39.8083, 376.591, 1939, 0.82, 500
0, 12, 86072.1, 247.946, 264.683, 39.3138, 387.692, 1988.28, 0.94, 500
0, 13, 86030.1, 240.356, 256.49, 42.3824, 392.999, 2037.68, 0.96, 500
0, 14, 85988.8, 233.556, 243.819, 45.7764, 400.928, 2087.1, 0.94, 500
0, 15, 85948.8, 226.816, 227.101, 44.5201, 416.29, 2136.42, 0.92, 500
0, 16, 85911.4, 218.926, 216.634, 49.949, 417.555, 2185.56, 1, 500
0, 17, 85874.6, 211.902, 217.81, 41.5168, 419.73, 2234.43, 0.76, 500
0, 18, 85838.9, 205.267, 204.918, 36.2654, 431.749, 2282.93, 0.94, 500
0, 19, 85805.6, 197.445, 194.019, 33.9911, 437.91, 2331, 0.88, 500
0, 20, 85774.2, 189.36, 190.802, 33.4098, 433.631, 2378.56, 0.92, 500
0, 21, 85743.4, 182.357, 187.684, 24.385, 436.657, 2425.55, 0.9, 500
0, 22, 85714.2, 175.073, 179.808, 25.5846, 433.467, 2471.89, 0.94, 500
0, 23, 85685.9, 168.317, 167.475, 32.2615, 428.505, 2517.52, 0.98, 500
0, 24, 85658.4, 162.125, 160.077, 20.0561, 436.898, 2562.4, 0.9, 500
0, 25, 85633.7, 154.467, 155.34, 22.351, 427.691, 2606.47, 0.94, 500
0, 26, 85609.3, 147.998, 149.87, 21.0225, 422.141, 2649.71, 0.88, 500
0, 27, 85585.8, 141.881, 140.884, 17.4008, 421.989, 2692.07, 0.84, 500
0, 28, 85564, 135.25, 140.684, 16.6707, 409.846, 2733.52, 0.88, 500
0, 29, 85542.4, 129.811, 134.571, 14.5949, 404.572, 2774.04, 0.8, 500
0, 30, 85521.9, 124.33, 127.132, 14.3411, 398.674, 2813.59, 0.94, 500
1, 0, 86744.5, 244.114, 398.72, 170.88, 0, 1441.8, 1, 0
1, 1, 86665.2, 274.601, 375.416, 142.321, 60, 1482.49, 0.8, 500
1, 2, 86593.2, 291.703, 363.045, 101.631, 126.714, 1523.75, 0.64, 500
1, 3, 86528.6, 297.949, 350.951, 96.8742, 159.663, 1565.99, 0.84, 500
1, 4, 86466.4, 300.558, 342.596, 77.8315, 203.259, 1609.39, 0.76, 500
1, 5, 86408, 298.798, 328.203, 77.3056, 233.74, 1653.94, 0.92, 500
1, 6, 86351.8, 295.281, 313.592, 76.7116, 263.045, 1699.6, 0.9, 500
1, 7, 86297.7, 290.323, 307.532, 55.9491, 302.256, 1746.26, 0.76, 500
1, 8, 86247.3, 282.608, 306.21, 49.3721, 320.666, 1793.82, 0.8, 500
1, 9, 86198.1, 275.313, 296.903, 53.802, 333.761, 1842.12, 1, 500
1, 10, 86149.6, 268.774, 288.24, 43.4778, 358.921, 1891.01, 0.84, 500
1, 11, 86103.7, 260.889, 280.279, 37.4986, 377.284, 1940.34, 0.84, 500
1, 12, 86059.8, 252.631, 260.784, 38.4735, 398.335, 1989.99, 0.96, 500
1, 13, 86018.4, 243.444, 255.525, 28.8833, 413.883, 2039.82, 0.88, 500
1, 14, 85979.2, 234.023, 244.355, 25.4268, 427.32, 2089.7, 0.82, 500
1, 15, 85941.9, 224.451, 229.665, 26.652, 437.797, 2139.49, 0.94, 500
1, 16, 85906.6, 214.919, 218.683, 31.2153, 439.526, 2189.07, 0.94, 500
1, 17, 85872.1, 206.394, 209.152, 32.8808, 441.131, 2238.31, 0.94, 500
1, 18, 85838.8, 198.476, 205.107, 28.9158, 441.621, 2287.11, 0.74, 500
