Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86665.2, 274.601, 399.576, 125.781, 52.38, 1482.49, 0.4966, 500
1, 86592.1, 292.763, 403.369, 98.1928, 89.8286, 1523.75, 0.6126, 500
2, 86522.4, 303.923, 409.044, 78.8648, 119.792, 1565.99, 0.6758, 500
3, 86454.6, 310.899, 415.326, 67.047, 142.706, 1609.4, 0.7058, 500
4, 86387.7, 315.659, 421.495, 59.0719, 162.042, 1654.05, 0.7454, 500
5, 86321, 319.165, 427.851, 53.912, 178.078, 1699.95, 0.7598, 500
6, 86254.3, 322.083, 434.593, 50.411, 191.538, 1747.08, 0.7644, 500
7, 86187.1, 324.815, 440.862, 49.2452, 202.527, 1795.41, 0.7808, 500
8, 86119.3, 327.655, 446.296, 47.4066, 214.421, 1844.88, 0.7796, 500
9, 86051.1, 330.37, 451.47, 46.7997, 224.805, 1895.46, 0.7912, 500
10, 85982.3, 333.119, 456.884, 46.1591, 234.457, 1947.11, 0.78, 500
11, 85912.8, 335.921, 462.816, 46.0191, 242.61, 1999.79, 0.7772, 500
12, 85842.7, 338.906, 468.146, 46.4573, 250.351, 2053.46, 0.805, 500
13, 85771.8, 342.032, 473.214, 46.3733, 258.509, 2108.1, 0.7968, 500
14, 85700.2, 345.16, 478.308, 47.0429, 265.574, 2163.68, 0.786, 500
15, 85628, 348.395, 483.465, 47.3022, 272.694, 2220.18, 0.7746, 500
16, 85555, 351.667, 488.397, 47.7772, 279.576, 2277.57, 0.7882, 500
17, 85481.4, 354.965, 494.285, 48.5346, 284.996, 2335.83, 0.7696, 500
18, 85406.9, 358.452, 498.874, 48.8957, 291.91, 2394.96, 0.7794, 500
19, 85331.8, 361.855, 504.384, 49.0503, 297.959, 2454.94, 0.781, 500
20, 85256, 365.287, 509.866, 49.638, 303.446, 2515.75, 0.7728, 500
21, 85179.4, 368.796, 515.257, 50.1296, 308.981, 2577.39, 0.7644, 500
22, 85102.1, 372.339, 520.674, 50.7367, 314.261, 2639.85, 0.7592, 500
23, 85024.1, 375.926, 526.371, 50.4029, 320.104, 2703.11, 0.7548, 500
24, 84945.4, 379.455, 532.032, 50.8583, 325.109, 2767.17, 0.7752, 500
25, 84865.9, 383.041, 537.644, 50.9229, 330.467, 2832.03, 0.7592, 500
26, 84785.7, 386.607, 543.636, 51.488, 334.873, 2897.68, 0.7562, 500
27, 84704.7, 390.277, 548.69, 53.0967, 339.103, 2964.1, 0.778, 500
28, 84622.9, 394.042, 553.897, 54.0307, 343.811, 3031.31, 0.77, 500
29, 84540.3, 397.809, 559.549, 55.6239, 347.393, 3099.29, 0.7728, 500
