Simulations,Runs,Undiscounted_return,Undiscounted_error,Discounted_return,Discounted_error,Time,Cumulative_I,Testing_Number_Total,Testing_Number_Min,Testing_Number_Max,Testing_Number_Variance,Reward_Numerator,Reward_Denominator
1024, 100, -11475.8, 27.7801, -11475.8, 27.7801, 105.486, 3647.39, 15000, 15000, 15000, 0, 85838.8, 0
