Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 48690.7, 153.549, 219.095, 74.235, 29.72, 832.75, 0.509, 200
1, 48649.8, 163.646, 216.322, 60.1154, 54.2471, 855.825, 0.628, 200
2, 48611.4, 169.342, 214.201, 50.3302, 75.2623, 879.445, 0.6795, 200
3, 48574.7, 172.214, 211.739, 44.5257, 93.1265, 903.716, 0.7625, 200
4, 48539.1, 173.337, 209.115, 41.3381, 108.425, 928.673, 0.799, 200
5, 48504.4, 173.403, 207.715, 37.8556, 122.34, 954.307, 0.7695, 200
6, 48470.3, 172.754, 205.815, 35.3058, 135.191, 980.586, 0.796, 200
7, 48437, 171.595, 204.019, 33.8292, 146.135, 1007.47, 0.8065, 200
8, 48404, 170.192, 201.93, 32.3386, 156.607, 1034.89, 0.7935, 200
9, 48371.6, 168.552, 199.613, 31.6002, 165.78, 1062.81, 0.812, 200
10, 48339.7, 166.797, 197.532, 30.2562, 174.559, 1091.17, 0.7915, 200
11, 48308.2, 164.898, 195.784, 29.8228, 181.361, 1119.91, 0.806, 200
12, 48277.1, 163.057, 193.025, 30.3165, 187.536, 1148.98, 0.85, 200
13, 48246.3, 161.252, 190.806, 29.6545, 193.681, 1178.33, 0.809, 200
14, 48215.9, 159.391, 188.592, 29.2114, 199.006, 1207.91, 0.8185, 200
15, 48185.9, 157.517, 186.636, 28.3384, 203.942, 1237.68, 0.804, 200
16, 48156.3, 155.61, 184.107, 28.2252, 208.164, 1267.6, 0.8305, 200
17, 48127.1, 153.702, 181.482, 27.7057, 212.396, 1297.64, 0.8305, 200
18, 48098.3, 151.726, 178.898, 27.0889, 216.224, 1327.75, 0.8345, 200
19, 48070, 149.688, 176.621, 26.6976, 219.08, 1357.91, 0.8165, 200
20, 48042.1, 147.674, 174.481, 25.9119, 221.771, 1388.08, 0.82, 200
21, 48014.6, 145.646, 172.463, 25.5815, 223.5, 1418.23, 0.822, 200
22, 47987.4, 143.685, 170.534, 24.713, 225.316, 1448.35, 0.805, 200
23, 47960.6, 141.717, 168.379, 23.7589, 227.122, 1478.39, 0.809, 200
24, 47934.3, 139.702, 165.783, 23.8048, 228.069, 1508.33, 0.8395, 200
25, 47908.3, 137.726, 163.429, 23.3366, 228.998, 1538.17, 0.8305, 200
26, 47882.8, 135.745, 160.867, 23.2432, 229.501, 1567.86, 0.8385, 200
27, 47857.6, 133.783, 158.361, 22.8077, 230.048, 1597.41, 0.809, 200
28, 47832.8, 131.798, 156.169, 22.0556, 230.376, 1626.78, 0.806, 200
29, 47808.5, 129.795, 153.266, 21.4481, 231.061, 1655.96, 0.822, 200
