Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 146072, 460.647, 657.795, 223.775, 87.58, 2498.25, 0.5175, 600
1, 145949, 491.158, 649.11, 182.98, 159.964, 2567.47, 0.634, 600
2, 145834, 508.586, 642.297, 155.889, 221.238, 2638.34, 0.7005, 600
3, 145723, 517.728, 635.751, 136.94, 275.636, 2711.15, 0.7435, 600
4, 145616, 521.419, 629.972, 124.172, 322.847, 2786.03, 0.7725, 600
5, 145511, 521.721, 624.053, 117.038, 363.257, 2862.96, 0.804, 600
6, 145408, 520.079, 618.089, 111.031, 400.69, 2941.84, 0.8075, 600
7, 145307, 517.034, 613.63, 104.055, 435.439, 3022.54, 0.799, 600
8, 145208, 512.946, 607.625, 100.135, 466.406, 3104.91, 0.819, 600
9, 145110, 508.235, 602.935, 94.1789, 495.772, 3188.78, 0.7905, 600
10, 145014, 502.929, 596.961, 90.7759, 521.589, 3273.98, 0.812, 600
11, 144919, 497.325, 591.561, 89.0277, 542.943, 3360.36, 0.8075, 600
12, 144825, 491.794, 584.873, 86.8281, 563.901, 3447.76, 0.8085, 600
13, 144732, 486.081, 576.837, 87.3237, 581.543, 3536.02, 0.849, 600
14, 144641, 480.413, 570.616, 85.4612, 597.864, 3625, 0.82, 600
15, 144550, 474.706, 563.145, 85.1815, 612.129, 3714.56, 0.8455, 600
16, 144461, 469.018, 556.439, 83.3895, 625.536, 3804.6, 0.8255, 600
17, 144373, 463.243, 549.956, 80.9442, 637.885, 3894.98, 0.825, 600
18, 144286, 457.341, 542.738, 79.557, 648.511, 3985.61, 0.828, 600
19, 144201, 451.385, 535.228, 78.6248, 657.649, 4076.38, 0.8345, 600
20, 144116, 445.411, 528.152, 77.9219, 664.884, 4167.2, 0.838, 600
21, 144033, 439.514, 519.954, 76.5607, 672.743, 4257.98, 0.837, 600
22, 143951, 433.437, 512.726, 75.2029, 678.57, 4348.64, 0.83, 600
23, 143871, 427.352, 504.844, 74.2275, 683.65, 4439.11, 0.8475, 600
24, 143791, 421.225, 497.703, 72.5366, 687.758, 4529.3, 0.8255, 600
25, 143713, 415.07, 490.075, 71.3589, 690.953, 4619.16, 0.832, 600
26, 143637, 408.899, 482.369, 70.9061, 692.669, 4708.62, 0.838, 600
27, 143561, 402.804, 473.29, 70.8053, 694.632, 4797.61, 0.864, 600
28, 143486, 396.634, 465.946, 68.416, 696.446, 4886.09, 0.827, 600
29, 143413, 390.328, 458.833, 67.1472, 696.24, 4974.01, 0.8485, 600
