Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 97381.3, 307.098, 438.98, 148.3, 58.82, 1665.5, 0.501, 400
1, 97299.6, 327.378, 432.638, 121.703, 107.029, 1711.65, 0.651, 400
2, 97222.5, 338.956, 427.178, 105.113, 147.314, 1758.89, 0.717, 400
3, 97148.6, 345.094, 423.449, 91.7519, 183.651, 1807.43, 0.7335, 400
4, 97077.1, 347.577, 419.696, 83.6239, 214.633, 1857.35, 0.775, 400
5, 97007.3, 347.863, 416.239, 77.3253, 242.622, 1908.63, 0.7925, 400
6, 96938.9, 346.689, 412.178, 72.6439, 268.352, 1961.22, 0.8005, 400
7, 96871.8, 344.491, 408.333, 70.0463, 290.334, 2015.02, 0.812, 400
8, 96805.6, 341.795, 404.735, 67.8425, 310.126, 2069.93, 0.825, 400
9, 96740.2, 338.79, 400.877, 64.6443, 329.634, 2125.83, 0.8045, 400
10, 96675.9, 335.367, 396.934, 62.5543, 346.629, 2182.63, 0.8175, 400
11, 96612.4, 331.753, 392.813, 60.7982, 362, 2240.21, 0.8085, 400
12, 96549.8, 328.008, 388.12, 60.3806, 375.203, 2298.47, 0.8305, 400
13, 96488, 324.267, 384.088, 58.7982, 387.582, 2357.3, 0.8175, 400
14, 96426.9, 320.461, 379.631, 57.0744, 399.298, 2416.62, 0.8205, 400
15, 96366.8, 316.526, 375.269, 56.5053, 408.607, 2476.34, 0.8255, 400
16, 96307.3, 312.661, 370.818, 55.4308, 417.41, 2536.36, 0.814, 400
17, 96248.7, 308.773, 366.733, 54.4511, 424.745, 2596.63, 0.829, 400
18, 96190.8, 304.93, 362.016, 53.1581, 432.086, 2657.05, 0.828, 400
19, 96133.7, 300.995, 356.898, 52.8569, 437.973, 2717.57, 0.835, 400
20, 96077.4, 297.069, 351.875, 53.0511, 442.449, 2778.12, 0.849, 400
21, 96021.9, 293.232, 347.37, 52.0059, 446.886, 2838.65, 0.8285, 400
22, 95967.1, 289.369, 343.021, 49.2251, 452.215, 2899.09, 0.8015, 400
23, 95913.3, 285.27, 338.731, 47.7512, 455.534, 2959.41, 0.8065, 400
24, 95860.3, 281.171, 334.364, 45.8666, 458.696, 3019.56, 0.795, 400
25, 95808.3, 277.006, 328.344, 45.9906, 460.902, 3079.48, 0.8385, 400
26, 95757, 272.839, 323.322, 44.8659, 462.791, 3139.14, 0.825, 400
27, 95706.7, 268.637, 317.665, 45.2215, 463.304, 3198.5, 0.853, 400
28, 95657.1, 264.524, 311.784, 45.3396, 463.781, 3257.51, 0.8465, 400
29, 95608.3, 260.42, 306.337, 44.4125, 464.424, 3316.14, 0.8415, 400
