Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 24345.3, 76.7744, 109.408, 37.5775, 14.54, 416.375, 0.524, 100
1, 24324.9, 81.8675, 107.811, 31.4899, 26.0414, 427.913, 0.6575, 100
2, 24305.5, 84.8567, 106.602, 27.4626, 35.8413, 439.723, 0.71, 100
3, 24286.9, 86.5054, 105.717, 24.2124, 44.8112, 451.859, 0.7435, 100
4, 24268.9, 87.2362, 104.737, 22.3033, 52.5204, 464.34, 0.7735, 100
5, 24251.2, 87.4068, 103.839, 20.6144, 59.729, 477.166, 0.7765, 100
6, 24234, 87.1719, 103.189, 18.6763, 66.6426, 490.322, 0.7675, 100
7, 24217.1, 86.6133, 102.392, 17.4926, 72.5924, 503.787, 0.788, 100
8, 24200.5, 85.8806, 101.504, 16.6099, 77.9373, 517.535, 0.788, 100
9, 24184.2, 85.0383, 100.497, 16.5164, 82.2103, 531.539, 0.815, 100
10, 24168, 84.2013, 99.5242, 16.2189, 86.2581, 545.769, 0.808, 100
11, 24152, 83.3454, 98.7235, 16.0225, 89.6668, 560.198, 0.799, 100
12, 24136.2, 82.5124, 98.0601, 15.5187, 92.9021, 574.799, 0.764, 100
13, 24120.5, 81.6747, 96.9176, 14.991, 96.3262, 589.547, 0.806, 100
14, 24105.1, 80.7641, 95.8594, 15.2307, 98.6058, 604.421, 0.8105, 100
15, 24089.8, 79.9131, 94.6192, 14.8086, 101.442, 619.399, 0.796, 100
16, 24074.8, 78.9936, 93.5486, 14.7257, 103.517, 634.462, 0.83, 100
17, 24059.9, 78.0899, 92.3556, 14.6435, 105.463, 649.59, 0.8095, 100
18, 24045.1, 77.1824, 91.0714, 14.8329, 107, 664.765, 0.844, 100
19, 24030.6, 76.297, 90.0118, 14.2743, 108.847, 679.973, 0.83, 100
20, 24016.3, 75.3576, 89.094, 13.7526, 110.322, 695.197, 0.7875, 100
21, 24002.2, 74.4, 88.2602, 13.6217, 111.132, 710.423, 0.801, 100
22, 23988.2, 73.4933, 86.9219, 13.2527, 112.504, 725.638, 0.811, 100
23, 23974.5, 72.5258, 85.7123, 13.0257, 113.448, 740.829, 0.802, 100
24, 23960.9, 71.547, 84.5036, 12.8468, 114.184, 755.986, 0.811, 100
25, 23947.6, 70.5664, 83.4342, 12.532, 114.768, 771.095, 0.793, 100
26, 23934.5, 69.585, 82.4139, 12.2409, 115.141, 786.148, 0.823, 100
27, 23921.5, 68.6132, 81.1691, 12.2016, 115.356, 801.133, 0.817, 100
28, 23908.8, 67.6532, 79.8971, 12.2769, 115.367, 816.042, 0.845, 100
29, 23896.2, 66.7149, 78.9617, 11.8291, 115.456, 830.866, 0.813, 100
