Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86685.1, 257.529, 359.37, 126.279, 89.38, 1482.3, 0.82525, 800
1, 86631.1, 260.082, 325.705, 95.4005, 164.356, 1523.37, 0.85925, 800
2, 86584.2, 254.911, 296.042, 72.7911, 226.826, 1565.19, 0.87675, 800
3, 86543.2, 244.937, 268.794, 57.5564, 277.744, 1607.73, 0.903625, 800
4, 86507, 232.217, 243.495, 46.4615, 319.975, 1650.88, 0.90225, 800
5, 86474.8, 217.983, 219.643, 39.0758, 354.09, 1694.45, 0.921375, 800
6, 86446, 203.116, 198.722, 32.8037, 381.108, 1738.22, 0.915625, 800
7, 86420.3, 188.193, 179.234, 28.5375, 401.726, 1781.98, 0.912125, 800
8, 86397.3, 173.612, 160.518, 24.9907, 418.091, 1825.52, 0.93075, 800
9, 86376.7, 159.47, 144.108, 22.1524, 428.947, 1868.63, 0.9265, 800
10, 86358.2, 146.017, 129.531, 19.2983, 435.758, 1911.15, 0.9225, 800
11, 86341.7, 133.318, 115.771, 16.8709, 439.393, 1952.9, 0.934375, 800
12, 86327, 121.361, 104.016, 15.0349, 438.788, 1993.76, 0.91675, 800
13, 86313.8, 110.286, 91.9969, 13.6826, 436.586, 2033.61, 0.930125, 800
14, 86302.1, 99.9416, 82.2257, 11.9524, 431.411, 2072.34, 0.9365, 800
15, 86291.7, 90.3902, 73.1543, 10.5852, 424.296, 2109.88, 0.932625, 800
16, 86282.4, 81.591, 65.3036, 9.87248, 414.649, 2146.17, 0.936125, 800
17, 86274.1, 73.602, 57.7418, 8.90277, 404.511, 2181.16, 0.92625, 800
18, 86266.7, 66.2648, 51.5817, 7.70297, 392.938, 2214.81, 0.9255, 800
19, 86260.1, 59.5791, 45.8843, 6.90865, 380.381, 2247.11, 0.936125, 800
20, 86254.3, 53.5109, 40.9679, 6.32992, 366.851, 2278.06, 0.919, 800
21, 86249, 48.0474, 36.6832, 5.44844, 353.137, 2307.64, 0.93075, 800
22, 86244.4, 43.1041, 32.8196, 4.69211, 339.133, 2335.87, 0.92575, 800
23, 86240.2, 38.6375, 28.9699, 4.2032, 325.189, 2362.77, 0.926875, 800
24, 86236.6, 34.5836, 25.4999, 3.80123, 311.191, 2388.37, 0.942375, 800
25, 86233.3, 30.9116, 22.4902, 3.45473, 297.143, 2412.69, 0.921625, 800
26, 86230.4, 27.6022, 20.1414, 3.32266, 282.729, 2435.77, 0.923125, 800
27, 86227.8, 24.6799, 17.907, 2.87146, 269.064, 2457.64, 0.926375, 800
28, 86225.5, 22.0446, 15.8631, 2.68715, 255.525, 2478.34, 0.905375, 800
29, 86223.5, 19.6896, 14.1863, 2.3413, 242.383, 2497.92, 0.9145, 800
