Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
0, 1, 86523.3, 419.358, 366.52, 111.509, 97, 1482.3, 0.75, 800
0, 2, 86334.1, 524.696, 362.05, 77.7053, 178.071, 1523.37, 0.8125, 800
0, 3, 86160.4, 593.437, 357.647, 78.6367, 242.352, 1567.5, 0.9375, 800
0, 4, 85988.5, 646.712, 366.182, 76.626, 306.041, 1615.97, 0.825, 800
0, 5, 85814.3, 691.556, 371.566, 95.9554, 357.181, 1669.46, 0.975, 800
0, 6, 85630.7, 736.779, 390.843, 98.5948, 414.668, 1728.37, 0.8875, 800
0, 7, 85439, 781.151, 424.075, 87.7591, 475.049, 1792.95, 0.6875, 800
0, 8, 85239, 824.972, 448.145, 106.36, 518.117, 1863.44, 0.975, 800
0, 9, 85022.7, 876.2, 483.631, 105.261, 572.109, 1940.06, 0.7875, 800
0, 10, 84793.7, 930.008, 520.754, 104.314, 628.244, 2022.98, 0.775, 800
0, 11, 84551.2, 986.471, 554.758, 103.664, 691.369, 2112.51, 0.775, 800
0, 12, 84296.6, 1043.85, 588.239, 122.447, 739.986, 2208.92, 0.8125, 800
0, 13, 84022.5, 1109.14, 635.36, 138.332, 782.13, 2312.54, 0.875, 800
0, 14, 83725.1, 1184.7, 687.257, 146.999, 832.263, 2423.67, 0.8, 800
0, 15, 83405.6, 1267.29, 739.024, 159.581, 885.816, 2542.71, 0.8125, 800
0, 16, 83062.7, 1356.69, 791.657, 180.22, 938.543, 2670.17, 0.8375, 800
0, 17, 82693.4, 1454.65, 856.047, 214.749, 974.504, 2806.62, 0.9, 800
0, 18, 82288.4, 1568.79, 926.552, 245.689, 1017.9, 2952.72, 0.8875, 800
0, 19, 81847.1, 1696.31, 1010, 270.267, 1067.19, 3109.16, 0.7375, 800
0, 20, 81367.7, 1836.41, 1133.34, 255.741, 1129.96, 3276.83, 0.4875, 800
0, 21, 80850.7, 1986.18, 1242.49, 286.658, 1177.25, 3456.76, 0.7125, 800
0, 22, 80285.1, 2154.52, 1390.8, 289.354, 1230.16, 3650.08, 0.4125, 800
0, 23, 79668, 2340.7, 1544.09, 309.957, 1279.29, 3857.96, 0.55, 800
0, 24, 78992.3, 2548.27, 1733.5, 300.259, 1343.91, 4081.77, 0.2875, 800
0, 25, 78257.4, 2773.54, 1923.43, 327.708, 1394.92, 4323.03, 0.4125, 800
0, 26, 77451.5, 3024.74, 2140.34, 356.712, 1443.28, 4583.46, 0.2875, 800
0, 27, 76566.7, 3304.53, 2365.92, 410.717, 1487.19, 4864.92, 0.4125, 800
0, 28, 75594.2, 3616.18, 2625.56, 457.652, 1536.96, 5169.47, 0.2875, 800
0, 29, 74527.9, 3959.17, 2932.29, 486.933, 1594.18, 5499.49, 0.1, 800
0, 30, 73362.2, 4333.08, 3190.12, 628.703, 1628.31, 5857.59, 0.75, 800
1, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
1, 1, 86523.3, 419.358, 362.52, 128.509, 84, 1482.3, 0.775, 800
1, 2, 86329, 529.842, 359.336, 100.491, 158, 1523.37, 0.775, 800
1, 3, 86147.4, 605.47, 358.847, 89.1036, 231.714, 1567.5, 0.8875, 800
1, 4, 85970.8, 660.91, 374.981, 80.0672, 297.163, 1616.05, 0.85, 800
1, 5, 85791.9, 707.692, 391.724, 75.0028, 363.937, 1669.78, 0.8375, 800
1, 6, 85608.7, 749.328, 407.821, 68.1069, 436.942, 1729.11, 0.825, 800
1, 7, 85422.3, 785.85, 429.597, 90.2019, 477.732, 1794.31, 0.9375, 800
1, 8, 85219.2, 831.805, 449.93, 97.9099, 535.608, 1865.57, 0.8625, 800
1, 9, 85005.6, 879.017, 472.245, 99.8246, 600.35, 1942.96, 0.85, 800
1, 10, 84783.1, 925.675, 514.576, 89.4353, 660.468, 2026.7, 0.7875, 800
1, 11, 84548.9, 974.807, 538.415, 118.588, 702.292, 2117.02, 0.95, 800
1, 12, 84294.8, 1033.96, 574.429, 131.605, 751.128, 2214.11, 0.8125, 800
1, 13, 84022.5, 1099.43, 628.153, 116.243, 815.476, 2318.19, 0.75, 800
