Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86606.2, 336.47, 359.67, 123.609, 91.75, 1482.3, 0.805375, 800
1, 86485.3, 390.105, 337.405, 95.4977, 168.346, 1523.37, 0.8435, 800
2, 86377.1, 420.257, 322.81, 78.8427, 234.672, 1566.31, 0.8635, 800
3, 86276.9, 436.443, 313.278, 68.5165, 293.129, 1611.77, 0.872125, 800
4, 86181.7, 444.326, 307.323, 61.4491, 345.232, 1659.98, 0.87675, 800
5, 86089.9, 447.285, 302.977, 56.0894, 392.802, 1710.98, 0.8825, 800
6, 86000.6, 447.14, 299.576, 53.3502, 434.695, 1764.68, 0.8845, 800
7, 85912.9, 445.406, 295.627, 51.8478, 473.315, 1820.94, 0.89, 800
8, 85826.6, 442.576, 291.968, 51.4988, 507.777, 1879.57, 0.89325, 800
9, 85741.4, 439.231, 288.083, 51.3048, 539.567, 1940.37, 0.892625, 800
10, 85657.4, 435.46, 284.528, 51.584, 567.907, 2003.15, 0.905875, 800
11, 85574.2, 431.55, 280.919, 51.2071, 594.412, 2067.73, 0.900125, 800
12, 85492.1, 427.356, 277.841, 50.6624, 618.164, 2133.91, 0.899125, 800
13, 85410.9, 423.026, 274.335, 50.365, 639.819, 2201.53, 0.908, 800
14, 85330.8, 418.547, 270.703, 49.4091, 660.118, 2270.42, 0.900625, 800
15, 85251.9, 413.758, 266.744, 48.2727, 678.907, 2340.44, 0.895, 800
16, 85174.3, 408.598, 263.717, 46.9901, 694.973, 2411.43, 0.890625, 800
17, 85097.8, 403.338, 258.693, 46.7995, 710.072, 2483.27, 0.909875, 800
18, 85022.7, 397.78, 255.023, 45.917, 722.753, 2555.81, 0.897125, 800
19, 84948.8, 392.148, 252.056, 44.704, 733.368, 2628.93, 0.88975, 800
20, 84876, 386.552, 247.173, 44.5297, 743.274, 2702.51, 0.9185, 800
21, 84804.4, 380.773, 242.855, 44.3122, 751.193, 2776.43, 0.910375, 800
22, 84734.1, 374.977, 238.226, 43.9134, 758.207, 2850.6, 0.904125, 800
23, 84665, 369.051, 234.627, 42.3253, 764.079, 2924.91, 0.893125, 800
24, 84597.3, 362.985, 230.095, 41.4152, 768.972, 2999.27, 0.8945, 800
25, 84530.9, 356.747, 225.687, 40.316, 772.755, 3073.59, 0.903875, 800
26, 84465.9, 350.36, 221.241, 39.0111, 775.659, 3147.79, 0.904625, 800
27, 84402.4, 343.796, 216.529, 37.8962, 777.564, 3221.78, 0.903875, 800
28, 84340.4, 337.075, 211.554, 37.5171, 777.964, 3295.5, 0.908875, 800
29, 84279.7, 330.349, 206.003, 37.1018, 777.985, 3368.86, 0.909125, 800
