Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86558.8, 383.834, 361.27, 121.139, 92.62, 1482.3, 0.78325, 800
1, 86398, 467.928, 344.612, 95.696, 170.414, 1523.37, 0.837, 800
2, 86251.4, 520.892, 339.247, 82.8463, 238.592, 1566.99, 0.86775, 800
3, 86111.2, 556.962, 340.34, 75.5722, 301.76, 1614.18, 0.869, 800
4, 85973.2, 583.539, 345.704, 71.9918, 360.105, 1665.45, 0.87375, 800
5, 85834.9, 605.17, 353.587, 71.1119, 414.254, 1721, 0.874125, 800
6, 85694.4, 624.568, 363.974, 72.1727, 463.914, 1780.93, 0.875625, 800
7, 85550.5, 643.636, 375.156, 74.0416, 511.487, 1845.22, 0.867125, 800
8, 85402.4, 662.949, 387.738, 74.8911, 558.162, 1913.84, 0.866375, 800
9, 85250.2, 682.562, 400.035, 78.7587, 601.674, 1986.75, 0.88025, 800
10, 85093, 703.29, 415.11, 82.2068, 642.487, 2063.93, 0.868125, 800
11, 84930, 725.654, 429.84, 86.3923, 682.815, 2145.34, 0.868625, 800
12, 84761.1, 749.42, 446.119, 90.3506, 722.063, 2230.99, 0.86425, 800
13, 84585.9, 774.705, 464.582, 93.5323, 760.407, 2320.88, 0.8665, 800
14, 84404, 801.623, 483.786, 97.7337, 797.762, 2415.06, 0.852125, 800
15, 84215, 830.377, 504.357, 102.72, 834.009, 2513.58, 0.85175, 800
16, 84018, 861.246, 528.735, 104.386, 871.107, 2616.52, 0.83175, 800
17, 83813.1, 893.909, 552.612, 110.234, 906.185, 2723.96, 0.84775, 800
18, 83599.1, 929.135, 576.287, 119.215, 940.237, 2836.04, 0.860125, 800
19, 83375.1, 967.285, 605.483, 125.248, 973.998, 2952.88, 0.826375, 800
20, 83140.4, 1008.52, 637.994, 129.089, 1009.34, 3074.64, 0.799375, 800
21, 82894.8, 1052.48, 671.925, 137.629, 1041.68, 3201.53, 0.818, 800
22, 82636.3, 1100.49, 707.988, 147.417, 1074.1, 3333.76, 0.826625, 800
23, 82364, 1152.68, 748.486, 156.807, 1106.48, 3471.58, 0.81125, 800
24, 82076.7, 1209.36, 792.547, 165.967, 1140.1, 3615.28, 0.798375, 800
25, 81773.7, 1270.52, 839.047, 178.743, 1172.79, 3765.18, 0.804375, 800
26, 81453.1, 1337, 890.498, 192.177, 1205.54, 3921.65, 0.78575, 800
27, 81113.5, 1409.27, 950.73, 200.41, 1241.03, 4085.1, 0.737, 800
28, 80753.8, 1487.06, 1016.81, 212.711, 1273.64, 4255.97, 0.72025, 800
29, 80371.4, 1572.06, 1088.19, 226.931, 1306.65, 4434.76, 0.720125, 800
