Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86515.4, 427.252, 362.06, 119.659, 93.31, 1482.3, 0.77075, 800
1, 86318.1, 539.144, 351.094, 96.4568, 171.855, 1523.37, 0.8275, 800
2, 86135.2, 614.242, 355.176, 84.9556, 242.86, 1567.61, 0.84675, 800
3, 85955.6, 670.907, 366.79, 82.1219, 308.143, 1616.4, 0.861, 800
4, 85772.9, 719.438, 384.108, 84.0605, 368.992, 1670.47, 0.870625, 800
5, 85582.8, 765.695, 406.023, 85.8825, 429.346, 1730.27, 0.855375, 800
6, 85383.4, 811.898, 430.829, 90.4697, 487.288, 1796.07, 0.858625, 800
7, 85172.7, 860.28, 460.031, 95.3215, 543.572, 1868.11, 0.8485, 800
8, 84948.7, 912.198, 491.691, 102.62, 598.175, 1946.61, 0.85025, 800
9, 84709.7, 968.814, 527.428, 109.632, 652.689, 2031.79, 0.828375, 800
10, 84454.1, 1030.58, 566.508, 118.69, 706.188, 2123.91, 0.8375, 800
11, 84180.1, 1098.47, 611.145, 126.626, 760.346, 2223.3, 0.80825, 800
12, 83886, 1172.85, 661.897, 137.92, 810.985, 2330.31, 0.806, 800
13, 83568.4, 1255.96, 718.167, 148.299, 863.848, 2445.36, 0.774125, 800
14, 83225.5, 1347.63, 781.415, 159.474, 917.025, 2568.96, 0.764125, 800
15, 82854.7, 1448.87, 852.067, 174.101, 968.563, 2701.66, 0.756125, 800
16, 82452.2, 1561.67, 931.338, 188.908, 1021.78, 2844.15, 0.726125, 800
17, 82014.8, 1686.68, 1021.95, 206.125, 1073.29, 2997.15, 0.6965, 800
18, 81537.9, 1826.23, 1126.5, 222.132, 1125.68, 3161.53, 0.64625, 800
19, 81017.3, 1981.63, 1243.08, 241.049, 1178.69, 3338.27, 0.619375, 800
20, 80448, 2154.59, 1376.47, 259.769, 1232.7, 3528.47, 0.5675, 800
21, 79824.8, 2346.89, 1525.59, 285.9, 1283.44, 3733.39, 0.545125, 800
22, 79140.2, 2562.11, 1695.42, 311.941, 1335.89, 3954.46, 0.484875, 800
23, 78388.1, 2801.78, 1889.39, 340.157, 1387.32, 4193.26, 0.41675, 800
24, 77560.7, 3068.81, 2108.45, 372.007, 1438.41, 4451.61, 0.3525, 800
25, 76650, 3365.79, 2351.61, 414.793, 1486.31, 4731.53, 0.327875, 800
26, 75646.2, 3696.4, 2625.23, 459.993, 1536.89, 5035.3, 0.261875, 800
27, 74541.4, 4061.86, 2926.92, 518.05, 1586.27, 5365.45, 0.249125, 800
28, 73326, 4464.97, 3255.78, 597.889, 1630.57, 5724.82, 0.263, 800
29, 71988.5, 4909.41, 3619.3, 694.031, 1672.17, 6116.55, 0.24625, 800
