Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86519.4, 423.305, 360.83, 122.009, 92.19, 1482.3, 0.78525, 800
1, 86324.9, 533.102, 349.319, 97.5421, 171.755, 1523.37, 0.828375, 800
2, 86145.3, 606.045, 352.332, 85.8609, 242.857, 1567.56, 0.847125, 800
3, 85969.6, 660.55, 363.932, 81.6107, 308.07, 1616.2, 0.857625, 800
4, 85791.3, 706.737, 380.634, 81.7544, 369.505, 1670.03, 0.859875, 800
5, 85606.7, 750.044, 401.349, 83.929, 428.542, 1729.45, 0.856375, 800
6, 85413.3, 793.413, 425.547, 87.7967, 485.212, 1794.73, 0.84775, 800
7, 85209.2, 838.829, 452.439, 92.0302, 541.444, 1866.05, 0.849625, 800
8, 84993.3, 887.02, 482.898, 97.3864, 595.829, 1943.62, 0.847, 800
9, 84763.7, 939.195, 515.848, 103.451, 650.21, 2027.62, 0.834375, 800
10, 84519.3, 995.708, 551.949, 112.244, 702.476, 2118.3, 0.84025, 800
11, 84258, 1057.88, 592.173, 123.159, 752.859, 2215.92, 0.8365, 800
12, 83977.5, 1126.86, 638.998, 131.664, 804.234, 2320.79, 0.796625, 800
13, 83676.2, 1202.74, 690.035, 141.201, 856.538, 2433.29, 0.79675, 800
14, 83352.4, 1285.95, 747.66, 151.929, 908.177, 2553.84, 0.776, 800
15, 83003.4, 1377.79, 810.808, 167.064, 957.957, 2682.97, 0.777625, 800
16, 82625.6, 1480.04, 883.313, 180.868, 1008.93, 2821.24, 0.74525, 800
17, 82216.3, 1593.31, 966.175, 196.631, 1058.24, 2969.32, 0.71625, 800
18, 81771.3, 1719.64, 1058.92, 213.775, 1108.37, 3127.97, 0.6845, 800
19, 81286.9, 1860.11, 1165.78, 229.584, 1159.55, 3298.04, 0.641625, 800
20, 80759, 2016.03, 1281.32, 252.822, 1210.29, 3480.53, 0.644875, 800
21, 80182.3, 2189.5, 1416.13, 272.625, 1262.86, 3676.57, 0.578625, 800
22, 79552.1, 2381.84, 1572.04, 291.101, 1315.54, 3887.4, 0.491875, 800
23, 78862.2, 2595.32, 1744.71, 318.149, 1365.14, 4114.44, 0.469625, 800
24, 78105.1, 2833.42, 1938.82, 348.444, 1414.95, 4359.3, 0.419125, 800
25, 77273.6, 3098.17, 2159.13, 380.44, 1464.88, 4623.75, 0.3485, 800
26, 76360.3, 3391.85, 2405.58, 419.306, 1513.17, 4909.78, 0.29625, 800
27, 75356.4, 3717.35, 2675.36, 470.276, 1560.93, 5219.64, 0.29125, 800
28, 74253.3, 4077.01, 2972.56, 534.866, 1606.42, 5555.82, 0.27875, 800
29, 73041.4, 4473.57, 3300.72, 612.842, 1650.42, 5921.1, 0.2575, 800
