Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86724.6, 218.058, 360.08, 124.369, 90.58, 1482.3, 0.813, 800
1, 86704.4, 194.678, 321.418, 92.8587, 163.29, 1523.37, 0.86725, 800
2, 86687.1, 173.039, 284.135, 68.4566, 222.656, 1564.62, 0.8795, 800
3, 86672.4, 153.15, 246.805, 50.6392, 271.322, 1605.71, 0.909125, 800
4, 86660, 134.934, 213.347, 37.6811, 307.742, 1646.34, 0.907625, 800
5, 86649.5, 118.423, 182.329, 28.2556, 335.261, 1686.25, 0.91825, 800
6, 86640.7, 103.525, 155.484, 21.5927, 353.463, 1725.24, 0.9375, 800
7, 86633.3, 90.2077, 130.862, 16.7819, 365.706, 1763.14, 0.941, 800
8, 86627.1, 78.3255, 110.464, 13.3256, 370.934, 1799.8, 0.94075, 800
9, 86622, 67.8242, 92.3889, 10.5833, 372.079, 1835.14, 0.943875, 800
10, 86617.7, 58.5545, 76.9751, 8.70683, 369.002, 1869.07, 0.944125, 800
11, 86614.1, 50.4174, 64.1145, 7.17819, 362.625, 1901.55, 0.945625, 800
12, 86611.1, 43.3074, 53.5234, 5.8105, 353.673, 1932.54, 0.945375, 800
13, 86608.7, 37.1205, 44.5533, 4.86391, 342.75, 1962.04, 0.935625, 800
14, 86606.6, 31.7574, 37.0678, 4.13372, 330.378, 1990.06, 0.9505, 800
15, 86604.9, 27.1242, 30.6561, 3.7039, 317.03, 2016.6, 0.9385, 800
16, 86603.5, 23.1323, 25.3438, 3.21679, 303.155, 2041.7, 0.935375, 800
17, 86602.3, 19.6969, 21.2821, 2.61496, 288.751, 2065.39, 0.9365, 800
18, 86601.3, 16.7541, 17.7195, 2.12004, 274.416, 2087.72, 0.926, 800
19, 86600.4, 14.2306, 14.7794, 1.80132, 260.015, 2108.74, 0.921375, 800
20, 86599.7, 12.0759, 12.146, 1.55876, 245.982, 2128.5, 0.9155, 800
21, 86599.2, 10.2323, 10.479, 1.4265, 231.652, 2147.05, 0.92325, 800
22, 86598.7, 8.68228, 8.69306, 1.36004, 218.156, 2164.44, 0.9085, 800
23, 86598.3, 7.36504, 7.47765, 1.17694, 205.003, 2180.75, 0.90975, 800
24, 86597.9, 6.25293, 6.23463, 0.931624, 192.71, 2196.01, 0.916375, 800
25, 86597.6, 5.30118, 5.17471, 0.917981, 180.775, 2210.28, 0.8925, 800
26, 86597.3, 4.49501, 4.39103, 0.83769, 169.362, 2223.63, 0.89125, 800
27, 86597.1, 3.81405, 3.83669, 0.744611, 158.455, 2236.1, 0.87025, 800
28, 86596.9, 3.24228, 3.12661, 0.68492, 148.367, 2247.75, 0.875875, 800
29, 86596.8, 2.75276, 2.6372, 0.656737, 138.689, 2258.62, 0.884875, 800
