Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86649.6, 293.052, 360.82, 123.829, 90.38, 1482.3, 0.8025, 800
1, 86565.4, 318.701, 332.675, 94.2769, 165.614, 1523.37, 0.855125, 800
2, 86491.2, 329.116, 308.89, 76.2649, 228.825, 1565.69, 0.874, 800
3, 86424.4, 330.132, 290.433, 61.5644, 283.95, 1609.55, 0.884125, 800
4, 86363.3, 325.143, 272.506, 53.2648, 330.778, 1654.98, 0.896625, 800
5, 86306.9, 316.564, 256.252, 46.9888, 371.441, 1701.87, 0.905875, 800
6, 86254.4, 305.763, 241.997, 42.4563, 405.349, 1750.06, 0.91275, 800
7, 86205.1, 293.838, 228.728, 38.8195, 434.136, 1799.33, 0.900875, 800
8, 86158.9, 281.347, 215.088, 35.617, 459.626, 1849.45, 0.909, 800
9, 86115.5, 268.417, 202.933, 33.6637, 479.266, 1900.19, 0.919375, 800
10, 86074.6, 255.613, 191.556, 31.5542, 495.302, 1951.33, 0.905625, 800
11, 86036.1, 243.022, 180.109, 29.3371, 508.774, 2002.64, 0.916875, 800
12, 86000, 230.573, 169.827, 27.9329, 517.763, 2053.94, 0.91575, 800
13, 85965.8, 218.582, 159.477, 25.7821, 525.27, 2105.05, 0.917875, 800
14, 85933.9, 206.819, 149.067, 23.5354, 530.89, 2155.8, 0.916875, 800
15, 85904.1, 195.215, 139.004, 22.5435, 533.06, 2206.05, 0.93125, 800
16, 85876.3, 184.016, 130.216, 21.2361, 532.584, 2255.67, 0.924125, 800
17, 85850.2, 173.308, 120.767, 20.0002, 531.212, 2304.53, 0.93225, 800
18, 85825.9, 162.894, 112.414, 18.3702, 527.859, 2352.53, 0.92275, 800
19, 85803.4, 152.836, 104.629, 16.9516, 522.594, 2399.57, 0.925125, 800
20, 85782.5, 143.199, 96.9129, 15.8609, 515.956, 2445.58, 0.922125, 800
21, 85763.1, 133.969, 90.2885, 14.37, 507.802, 2490.49, 0.925625, 800
22, 85745.1, 125.184, 83.465, 13.1417, 498.901, 2534.24, 0.934625, 800
23, 85728.4, 116.767, 77.179, 12.3141, 488.515, 2576.78, 0.92525, 800
24, 85713.1, 108.807, 71.7137, 11.5306, 476.831, 2618.06, 0.926125, 800
25, 85698.7, 101.361, 65.9742, 10.3454, 465.512, 2658.07, 0.92, 800
26, 85685.6, 94.2117, 60.8524, 9.71809, 452.831, 2696.77, 0.922, 800
27, 85673.5, 87.5016, 55.9754, 8.81664, 440.066, 2734.16, 0.921875, 800
28, 85662.3, 81.1385, 51.8274, 8.18697, 426.282, 2770.22, 0.92225, 800
29, 85652, 75.2254, 47.9648, 7.6605, 412.164, 2804.95, 0.918625, 800
