Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86527.3, 415.411, 361.08, 119.479, 94.47, 1482.3, 0.780875, 800
1, 86340.4, 519.211, 348.836, 94.8691, 173.332, 1523.37, 0.834875, 800
2, 86168.2, 587.548, 351.059, 82.9655, 242.781, 1567.44, 0.84475, 800
3, 86000.1, 638.124, 359.84, 78.9022, 307.23, 1615.79, 0.86625, 800
4, 85830.5, 680.08, 374.085, 78.7838, 367.445, 1669.07, 0.876125, 800
5, 85655.8, 718.76, 392.405, 80.3412, 424.989, 1727.66, 0.858875, 800
6, 85473.8, 757, 413.563, 82.1381, 481.662, 1791.79, 0.85525, 800
7, 85283.4, 796.024, 436.163, 86.0611, 536.728, 1861.6, 0.85, 800
8, 85083.3, 836.984, 461.522, 92.4253, 588.57, 1937.24, 0.857375, 800
9, 84871.4, 881.412, 489.653, 98.0825, 640.569, 2018.85, 0.844625, 800
10, 84647.2, 929.316, 521.386, 104.991, 690.475, 2106.58, 0.841125, 800
11, 84409, 981.746, 557.418, 111.951, 739.285, 2200.64, 0.823125, 800
12, 84155, 1039.33, 594.997, 120.379, 789.009, 2301.26, 0.833625, 800
13, 83884.5, 1102.03, 637.553, 130.4, 836.841, 2408.72, 0.8225, 800
14, 83594.9, 1171.14, 684.478, 140.868, 885.227, 2523.35, 0.808125, 800
15, 83284.9, 1246.99, 737.946, 151.514, 933.156, 2645.53, 0.7865, 800
16, 82951.9, 1330.52, 797.294, 163.921, 980.612, 2775.72, 0.772875, 800
17, 82593.6, 1422.75, 864.407, 176.284, 1028.54, 2914.42, 0.748375, 800
18, 82207.3, 1524.49, 937.629, 193.217, 1075.13, 3062.22, 0.745375, 800
19, 81789.5, 1637.38, 1022.13, 208.495, 1122.68, 3219.79, 0.71025, 800
20, 81337.2, 1762.24, 1116.19, 225.435, 1171.07, 3387.88, 0.686875, 800
21, 80846.8, 1900.18, 1225.42, 241.727, 1218.51, 3567.36, 0.6275, 800
22, 80313.8, 2053.18, 1349.78, 256.232, 1267.85, 3759.19, 0.576125, 800
23, 79734.1, 2222.17, 1484.16, 279.351, 1315.71, 3964.47, 0.584625, 800
24, 79102.3, 2409.6, 1639.41, 301.237, 1363.06, 4184.41, 0.48975, 800
25, 78412.5, 2617.49, 1809.59, 329.657, 1410.41, 4420.39, 0.478875, 800
26, 77658.7, 2847.74, 2004.37, 357.039, 1458.2, 4673.94, 0.395375, 800
27, 76834.7, 3102.19, 2221.57, 389.94, 1504.81, 4946.77, 0.35225, 800
28, 75933.2, 3383.32, 2465.19, 426.529, 1551.02, 5240.79, 0.28775, 800
29, 74946.6, 3693.2, 2732.15, 473.211, 1596.71, 5558.13, 0.27425, 800
