Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86562.8, 379.887, 361.63, 120.729, 92.67, 1482.3, 0.78575, 800
1, 86405.3, 461.41, 343.674, 96.5385, 169.721, 1523.37, 0.847875, 800
2, 86261.8, 512.605, 338.683, 81.3775, 238.588, 1566.94, 0.8525, 800
3, 86125.1, 546.766, 340.046, 73.6311, 300.446, 1613.98, 0.87, 800
4, 85990.7, 571.804, 345.034, 71.1377, 356.295, 1664.99, 0.878625, 800
5, 85855.7, 592.433, 351.361, 71.0546, 409.236, 1720.17, 0.881625, 800
6, 85718.9, 610.747, 359.705, 71.6453, 459.385, 1779.57, 0.8825, 800
7, 85579.5, 628.069, 368.786, 73.8726, 506.601, 1843.19, 0.883, 800
8, 85436.6, 645.35, 379.294, 76.5601, 551.216, 1911, 0.881375, 800
9, 85289.7, 663.188, 390.961, 78.8125, 594.433, 1982.93, 0.879, 800
10, 85138.5, 681.683, 404.591, 80.8443, 635.394, 2058.95, 0.86375, 800
11, 84982.6, 701.241, 417.958, 83.5208, 675.628, 2139.01, 0.867625, 800
12, 84821.9, 721.744, 432.807, 84.5095, 715.959, 2223.08, 0.8555, 800
13, 84656.4, 742.91, 449.247, 87.9277, 752.359, 2311.18, 0.856875, 800
14, 84484.8, 765.859, 465.415, 91.1418, 789.449, 2403.29, 0.859625, 800
15, 84307.5, 790.047, 482.351, 96.9032, 823.78, 2499.43, 0.8685, 800
16, 84123.3, 816.242, 502.204, 101.364, 857.259, 2599.65, 0.852125, 800
17, 83931.8, 844.51, 521.886, 107.119, 890.726, 2703.99, 0.86525, 800
18, 83732.6, 874.739, 544.95, 112.228, 922.903, 2812.54, 0.848875, 800
19, 83525.1, 907.346, 570.449, 115.686, 956.031, 2925.41, 0.8235, 800
20, 83308.9, 942.038, 596.131, 121.693, 988.513, 3042.7, 0.8395, 800
21, 83083.4, 979.187, 624.485, 127.693, 1020.68, 3164.58, 0.825375, 800
22, 82847.7, 1019.06, 654.786, 135.494, 1051.79, 3291.22, 0.829, 800
23, 82600.7, 1062.19, 688.543, 142.279, 1083.48, 3422.79, 0.818625, 800
24, 82341.9, 1108.59, 725.998, 148.718, 1115.29, 3559.53, 0.794625, 800
25, 82070.2, 1158.52, 765.854, 156.87, 1146.86, 3701.67, 0.79775, 800
26, 81784.6, 1212.42, 808.872, 165.886, 1178.7, 3849.5, 0.798, 800
27, 81484, 1270.59, 854.535, 177.823, 1209.77, 4003.32, 0.785875, 800
28, 81166.7, 1333.72, 905.589, 189.636, 1240.86, 4163.47, 0.774375, 800
29, 80831.5, 1402.22, 961.225, 202.864, 1271.88, 4330.33, 0.773375, 800
