Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86744.5, 244.114, 56.96, 512.64, 0, 1441.8, 1, 0
0, 1, 86665.2, 274.601, 57.7737, 425.963, 94, 1482.49, 0.02, 500
0, 2, 86597.9, 286.973, 59.139, 344.966, 187.286, 1523.75, 0.04, 500
0, 3, 86541.7, 285.749, 60.6543, 260.98, 284.908, 1565.99, 0.02, 500
0, 4, 86497, 273.278, 60.0368, 195.774, 364.558, 1609.32, 0.18, 500
0, 5, 86461.5, 254.139, 59.214, 148.98, 422.518, 1653.63, 0.38, 500
0, 6, 86432.6, 232.205, 59.0672, 138.084, 439.338, 1698.68, 0.4, 500
0, 7, 86405.3, 213.116, 55.4923, 118.017, 463.957, 1744.15, 0.6, 500
0, 8, 86381.2, 194.557, 52.7908, 100.949, 480.817, 1789.68, 0.6, 500
0, 9, 86359.9, 176.962, 49.9112, 84.7582, 493.473, 1835, 0.7, 500
0, 10, 86341.2, 160.238, 40.8854, 77.5573, 500.225, 1879.87, 0.7, 500
0, 11, 86324.8, 144.605, 39.1697, 66.8602, 500.494, 1924.06, 0.54, 500
0, 12, 86310.1, 130.376, 36.264, 63.1134, 492.745, 1967.39, 0.62, 500
0, 13, 86296.3, 118.068, 35.2812, 47.073, 493.549, 2009.68, 0.74, 500
0, 14, 86284.9, 105.862, 32.1225, 32.9629, 493.295, 2050.82, 0.8, 500
0, 15, 86275.9, 93.704, 25.9453, 31.6636, 482.06, 2090.7, 0.84, 500
0, 16, 86267.9, 82.9412, 18.9661, 31.2687, 469.627, 2129.25, 0.84, 500
0, 17, 86261, 73.3091, 16.2702, 28.9646, 454.082, 2166.38, 0.76, 500
0, 18, 86254.7, 64.9105, 13.5743, 21.0913, 443.648, 2202.05, 0.84, 500
0, 19, 86249.9, 56.7279, 10.9029, 19.2687, 426.959, 2236.21, 0.88, 500
0, 20, 86245.8, 49.5593, 9.25866, 17.1034, 409.462, 2268.86, 0.82, 500
0, 21, 86242.1, 43.2969, 7.58852, 15.8024, 391.214, 2299.99, 0.92, 500
0, 22, 86238.9, 37.8755, 6.91242, 13.4671, 373.27, 2329.61, 0.84, 500
0, 23, 86236, 33.1215, 5.17618, 11.3228, 356.608, 2357.73, 0.9, 500
0, 24, 86233.8, 28.781, 4.46889, 10.4758, 338.136, 2384.38, 0.96, 500
0, 25, 86231.7, 25.0934, 3.7253, 7.90815, 321.984, 2409.6, 0.46, 500
0, 26, 86230.1, 21.6849, 2.96107, 8.86009, 302.985, 2433.43, 0.84, 500
0, 27, 86228.4, 18.9841, 3.18327, 7.13052, 286.343, 2455.91, 0.86, 500
0, 28, 86227, 16.6148, 3.33557, 5.03834, 270.89, 2477.1, 0.86, 500
0, 29, 86225.9, 14.4509, 3.42961, 2.66912, 256.541, 2497.05, 0.88, 500
0, 30, 86225, 12.4048, 3.47366, 5.07962, 238.216, 2515.81, 0.9, 500
1, 0, 86744.5, 244.114, 56.96, 512.64, 0, 1441.8, 1, 0
1, 1, 86665.2, 274.601, 57.7737, 405.963, 114, 1482.49, 0.02, 500
1, 2, 86600.7, 284.191, 59.139, 329.394, 202.857, 1523.75, 0, 500
1, 3, 86546.7, 281.361, 59.5986, 242.02, 304.367, 1565.99, 0.08, 500
1, 4, 86504.8, 266.989, 60.9688, 187.378, 370.627, 1609.28, 0.18, 500
1, 5, 86470.3, 248.075, 59.9537, 153.052, 415.153, 1653.49, 0.3, 500
1, 6, 86440.7, 228.024, 59.6328, 119.773, 453.5, 1698.36, 0.38, 500
1, 7, 86415.8, 207.312, 55.9338, 104.262, 473.107, 1743.57, 0.48, 500
1, 8, 86393.6, 188.07, 52.0848, 96.1313, 481.313, 1788.8, 0.6, 500
1, 9, 86373, 171.01, 51.1258, 81.1175, 489.934, 1833.77, 0.66, 500
1, 10, 86354.7, 155.142, 46.8942, 66.1051, 498.939, 1878.21, 0.52, 500
1, 11, 86339, 139.777, 44.6474, 63.3089, 491.3, 1921.92, 0.74, 500
