Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86665.2, 274.601, 332.782, 169.795, 75.16, 1482.49, 0.4838, 500
1, 86595.3, 289.594, 324.014, 131.675, 135.701, 1523.75, 0.616, 500
2, 86531.9, 295.014, 314.482, 107.767, 184.818, 1565.99, 0.7038, 500
3, 86473.3, 294.66, 303.9, 92.8204, 225.987, 1609.36, 0.7728, 500
4, 86418.2, 290.793, 293.902, 81.4332, 261.825, 1653.84, 0.7938, 500
5, 86366.1, 284.699, 283.805, 74.09, 291.913, 1699.35, 0.8232, 500
6, 86316.5, 277.373, 274.537, 67.5937, 318.202, 1745.76, 0.8168, 500
7, 86269.1, 269.301, 264.572, 62.2355, 341.834, 1792.93, 0.8278, 500
8, 86223.9, 260.695, 254.62, 57.6442, 362.477, 1840.69, 0.8392, 500
9, 86180.7, 251.773, 244.746, 55.8623, 378.076, 1888.88, 0.8664, 500
10, 86139.1, 243.002, 235.037, 51.974, 393.55, 1937.36, 0.8432, 500
11, 86099.4, 234.085, 226.089, 48.2917, 406.17, 1985.97, 0.8458, 500
12, 86061.5, 225.188, 217.01, 45.4491, 416.298, 2034.58, 0.8558, 500
13, 86025.2, 216.406, 207.972, 42.9078, 424.432, 2083.07, 0.8642, 500
14, 85990.6, 207.767, 197.865, 41.0554, 431.435, 2131.3, 0.871, 500
15, 85957.6, 199.19, 188.604, 38.9842, 436.439, 2179.19, 0.8692, 500
16, 85926.2, 190.753, 179.145, 37.1649, 440.124, 2226.62, 0.8716, 500
17, 85896.4, 182.436, 170.13, 34.9905, 442.577, 2273.5, 0.879, 500
18, 85868.1, 174.23, 162.21, 33.3061, 442.404, 2319.77, 0.8756, 500
19, 85841.1, 166.332, 153.281, 31.7155, 442.204, 2365.33, 0.8964, 500
20, 85815.6, 158.555, 144.932, 30.0866, 440.648, 2410.13, 0.8868, 500
21, 85791.5, 150.952, 137.586, 28.262, 437.553, 2454.11, 0.886, 500
22, 85768.7, 143.599, 130.463, 25.9794, 434.049, 2497.21, 0.8822, 500
23, 85747.2, 136.417, 123.386, 24.9117, 428.736, 2539.39, 0.891, 500
24, 85726.8, 129.544, 116.473, 23.4356, 423.192, 2580.61, 0.8838, 500
25, 85707.5, 122.887, 110.369, 21.9052, 416.514, 2620.83, 0.8962, 500
26, 85689.3, 116.506, 104.202, 21.0014, 408.963, 2660.03, 0.888, 500
27, 85672.1, 110.425, 98.1994, 19.4918, 401.621, 2698.18, 0.8806, 500
28, 85655.9, 104.524, 92.6162, 18.6336, 393.054, 2735.27, 0.8908, 500
29, 85640.6, 98.9147, 87.5536, 17.2846, 384.349, 2771.3, 0.893, 500
