Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 194940, 546, 891.8, 382.2, 0, 3240, 1, 0
0, 1, 194763, 614.195, 860.54, 274.66, 157, 3331, 0.598397, 1123
0, 2, 194605, 649.281, 823.06, 209.893, 289.786, 3423.3, 0.747996, 1123
0, 3, 194461, 663.009, 775.17, 216.858, 366.087, 3517.78, 0.997329, 1123
0, 4, 194323, 668.2, 756.622, 168.148, 468.938, 3614.79, 0.747996, 1123
0, 5, 194195, 662.921, 737.125, 151.23, 539.442, 3714.34, 0.847729, 1123
0, 6, 194072, 653.561, 695.282, 167.203, 595.911, 3816.33, 0.997329, 1123
0, 7, 193952, 642.409, 684.118, 142.473, 658.346, 3920.5, 0.598397, 1123
0, 8, 193838, 628.441, 676.189, 112.841, 718.321, 4026.56, 0.747996, 1123
0, 9, 193728, 611.998, 639.872, 127.488, 758.012, 4134.23, 0.997329, 1123
0, 10, 193622, 595.784, 623.846, 109.101, 805.868, 4243.19, 0.847729, 1123
0, 11, 193521, 577.995, 608.696, 103.055, 836.306, 4353.1, 0.897596, 1123
0, 12, 193422, 560.781, 596.137, 87.3739, 869.57, 4463.68, 0.847729, 1123
0, 13, 193328, 543.057, 579.065, 76.7797, 898.458, 4574.61, 0.797863, 1123
0, 14, 193237, 525.013, 557.731, 64.8789, 929.283, 4685.63, 0.797863, 1123
0, 15, 193152, 505.947, 539.395, 63.7455, 942.905, 4796.48, 0.897596, 1123
0, 16, 193068, 487.97, 517.699, 60.549, 958.555, 4906.91, 0.847729, 1123
0, 17, 192989, 470.12, 486.036, 77.5023, 961.087, 5016.69, 0.997329, 1123
0, 18, 192911, 453.779, 455.136, 62.1736, 992.438, 5125.59, 0.897596, 1123
0, 19, 192840, 434.305, 438.156, 55.9594, 998.549, 5233.43, 0.847729, 1123
0, 20, 192772, 415.505, 413.662, 72.0206, 987.224, 5340.05, 0.997329, 1123
0, 21, 192705, 399.279, 398.285, 63.8066, 988.708, 5445.25, 0.897596, 1123
0, 22, 192641, 383.029, 385.735, 55.2057, 986.086, 5548.88, 0.897596, 1123
0, 23, 192580, 367.097, 365.807, 60.2442, 975.651, 5650.81, 0.947462, 1123
0, 24, 192522, 352.284, 352.071, 53.9668, 968.962, 5750.93, 0.897596, 1123
0, 25, 192466, 337.664, 344.243, 55.2491, 947.751, 5849.15, 0.797863, 1123
0, 26, 192411, 325.051, 325.927, 47.5625, 945.054, 5945.38, 0.897596, 1123
0, 27, 192360, 311.372, 315.154, 32.6683, 941.55, 6039.56, 0.847729, 1123
0, 28, 192312, 296.888, 302.235, 41.0172, 916.297, 6131.66, 0.997329, 1123
0, 29, 192265, 284.662, 285.211, 41.9007, 901.847, 6221.63, 0.947462, 1123
0, 30, 192220, 272.652, 268.691, 39.9875, 889.429, 6309.41, 0.947462, 1123
1, 0, 194940, 546, 891.8, 382.2, 0, 3240, 1, 0
1, 1, 194763, 614.195, 851.54, 279.66, 161, 3331, 0.648264, 1123
1, 2, 194605, 648.725, 816.703, 264.536, 241.5, 3423.3, 0.997329, 1123
1, 3, 194455, 669.276, 784.189, 222.564, 351.25, 3517.78, 0.797863, 1123
1, 4, 194315, 675.255, 756.874, 212.823, 425.161, 3614.78, 0.897596, 1123
1, 5, 194181, 674.795, 720.347, 222.137, 487.792, 3714.41, 0.997329, 1123
1, 6, 194050, 670.558, 700.365, 203.758, 558.95, 3816.58, 0.897596, 1123
1, 7, 193924, 661.764, 674.217, 201.437, 617.025, 3921.08, 0.947462, 1123
1, 8, 193803, 650.705, 659.706, 179.754, 678.952, 4027.7, 0.897596, 1123
1, 9, 193687, 636.771, 642.683, 162.957, 734.455, 4136.16, 0.897596, 1123
1, 10, 193576, 620.875, 631.925, 152.524, 772.994, 4246.17, 0.897596, 1123
1, 11, 193467, 605.165, 643.71, 117.882, 808.78, 4357.41, 0.598397, 1123
1, 12, 193362, 589.377, 626.453, 92.7714, 860.01, 4469.58, 0.797863, 1123
1, 13, 193262, 570.837, 602.22, 85.5075, 896.581, 4582.38, 0.897596, 1123
1, 14, 193168, 551.607, 573.121, 104.65, 907.539, 4695.55, 0.997329, 1123
1, 15, 193074, 534.802, 562.409, 92.2714, 927.715, 4808.79, 0.648264, 1123
1, 16, 192984, 518.129, 543.109, 102.769, 930.45, 4921.81, 0.997329, 1123
1, 17, 192895, 503.534, 531.854, 84.5159, 950.989, 5034.41, 0.747996, 1123
1, 18, 192810, 487.752, 521.359, 67.6911, 967.061, 5146.36, 0.897596, 1123
1, 19, 192729, 471.326, 510.404, 53.1211, 978.985, 5257.51, 0.747996, 1123
1, 20, 192651, 454.638, 490.933, 58.6063, 977.058, 5367.69, 0.897596, 1123
1, 21, 192575, 439.331, 460.515, 70.6984, 977.268, 5476.74, 0.997329, 1123
1, 22, 192502, 424.535, 436.128, 73.0084, 979.463, 5584.48, 0.947462, 1123
1, 23, 192432, 409.635, 420.411, 68.2657, 978.502, 5690.81, 0.947462, 1123
1, 24, 192365, 394.878, 387.73, 66.9677, 989.609, 5795.61, 0.947462, 1123
1, 25, 192303, 378.379, 381.318, 58.8769, 979.922, 5898.78, 0.69813, 1123
1, 26, 192242, 363.168, 352.054, 70.3742, 971.928, 6000.21, 0.997329, 1123
1, 27, 192184, 348.541, 325.751, 72.1376, 969.504, 6099.81, 0.997329, 1123
1, 28, 192130, 333.453, 317.279, 67.8973, 954.254, 6197.48, 0.947462, 1123
1, 29, 192077, 319.622, 312.299, 67.0547, 931.093, 6293.15, 0.947462, 1123
1, 30, 192025, 307.744, 292.739, 69.4424, 918.586, 6386.76, 0.997329, 1123
2, 0, 194940, 546, 891.8, 382.2, 0, 3240, 1, 0
2, 1, 194763, 614.195, 842.54, 304.66, 145, 3331, 0.797863, 1123
2, 2, 194603, 650.95, 820.346, 228.75, 273.643, 3423.3, 0.648264, 1123
2, 3, 194457, 666.587, 798.883, 177.468, 382.097, 3517.78, 0.747996, 1123
2, 4, 194322, 668.883, 765.142, 163.787, 465.804, 3614.81, 0.897596, 1123
2, 5, 194193, 664.043, 741.133, 135.221, 552.533, 3714.44, 0.847729, 1123
2, 6, 194071, 652.792, 701.16, 148.405, 610.066, 3816.5, 0.997329, 1123
2, 7, 193953, 640.002, 673.468, 145.972, 666.49, 3920.76, 0.897596, 1123
2, 8, 193840, 625.526, 658.964, 130.946, 717.883, 4026.9, 0.897596, 1123
2, 9, 193730, 609.789, 636.469, 105.124, 783.606, 4134.6, 0.847729, 1123
2, 10, 193628, 590.452, 623.377, 98.2023, 816.634, 4243.54, 0.797863, 1123
2, 11, 193528, 572.16, 600.513, 87.615, 858.303, 4353.41, 0.847729, 1123
2, 12, 193433, 552.851, 575.722, 95.6863, 878.996, 4463.87, 0.947462, 1123
2, 13, 193340, 535.047, 553.998, 101.023, 895.21, 4574.61, 0.947462, 1123
2, 14, 193250, 518.496, 545.333, 78.9095, 922.267, 4685.35, 0.797863, 1123
2, 15, 193163, 500.964, 528.97, 68.3829, 942.391, 4795.81, 0.847729, 1123
2, 16, 193081, 483.191, 498.322, 86.5563, 945.077, 4905.79, 0.997329, 1123
2, 17, 193000, 467.216, 485.374, 73.3651, 958.571, 5015.07, 0.847729, 1123
2, 18, 192923, 450.799, 457.115, 64.1577, 981.102, 5123.45, 0.897596, 1123
2, 19, 192852, 432.472, 443.575, 62.623, 979.023, 5230.77, 0.847729, 1123
2, 20, 192782, 415.707, 428.438, 53.0982, 984.093, 5336.85, 0.797863, 1123
2, 21, 192716, 398.874, 424.034, 48.2479, 971.801, 5441.54, 0.648264, 1123
2, 22, 192650, 384.11, 408.588, 51.734, 960.386, 5544.69, 0.947462, 1123
2, 23, 192587, 370.632, 391.179, 63.0854, 941.787, 5646.17, 0.997329, 1123
2, 24, 192525, 358.995, 374.126, 59.8172, 936.517, 5745.89, 0.797863, 1123
2, 25, 192465, 346.871, 355.662, 52.0842, 936.623, 5843.78, 0.947462, 1123
2, 26, 192409, 333.552, 343.819, 41.1762, 932.721, 5939.8, 0.747996, 1123
2, 27, 192356, 319.753, 320.958, 41.2481, 928.098, 6033.93, 0.847729, 1123
2, 28, 192306, 305.569, 313.798, 40.487, 907.805, 6126.09, 0.897596, 1123
2, 29, 192258, 293.12, 294.163, 46.9292, 891.962, 6216.24, 0.997329, 1123
2, 30, 192211, 281.337, 285.189, 38.1643, 880.251, 6304.32, 0.847729, 1123
3, 0, 194940, 546, 891.8, 382.2, 0, 3240, 1, 0
