Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 121727, 383.872, 533.147, 185.968, 88.51, 2081.88, 0.699501, 702
1, 121627, 407.138, 513.238, 149.726, 163.748, 2139.56, 0.762322, 702
2, 121534, 417.864, 497.297, 122.79, 229.002, 2198.61, 0.775285, 702
3, 121448, 420.419, 482.227, 106.061, 283.724, 2259.26, 0.803704, 702
4, 121367, 417.988, 467.501, 93.9604, 332.348, 2321.55, 0.842094, 702
5, 121289, 412.268, 454.576, 84.4683, 374.519, 2385.39, 0.82614, 702
6, 121214, 404.534, 440.834, 76.6509, 413.278, 2450.65, 0.837607, 702
7, 121142, 395.315, 426.921, 70.8079, 447.458, 2517.13, 0.859046, 702
8, 121073, 385.161, 414.92, 65.9991, 475.817, 2584.64, 0.853063, 702
9, 121007, 374.674, 400.846, 63.4845, 501.1, 2652.98, 0.863034, 702
10, 120943, 363.953, 388.688, 59.4503, 523.267, 2721.94, 0.84708, 702
11, 120881, 353.104, 375.578, 57.6811, 541.551, 2791.33, 0.879986, 702
12, 120821, 342.337, 364.156, 54.5472, 557.099, 2860.96, 0.860043, 702
13, 120763, 331.685, 350.982, 52.1312, 571.456, 2930.66, 0.86802, 702
14, 120707, 320.983, 338.188, 49.0987, 584.007, 3000.27, 0.874501, 702
15, 120654, 310.213, 326.039, 48.0906, 591.983, 3069.65, 0.878989, 702
16, 120602, 299.759, 313.21, 46.0483, 599.888, 3138.65, 0.876496, 702
17, 120553, 289.324, 301.924, 43.2347, 605.429, 3207.17, 0.880983, 702
18, 120505, 279.013, 290.874, 41.386, 608.294, 3275.06, 0.865028, 702
19, 120460, 268.969, 278.919, 39.1006, 611.155, 3342.25, 0.85755, 702
20, 120416, 258.956, 267.592, 37.6858, 611.321, 3408.62, 0.876496, 702
21, 120374, 249.176, 257.202, 35.6513, 610.065, 3474.09, 0.872507, 702
22, 120334, 239.628, 245.945, 34.2854, 608.029, 3538.58, 0.880983, 702
23, 120295, 230.241, 235.425, 32.4541, 604.858, 3602.03, 0.873006, 702
24, 120258, 221.02, 224.713, 31.0504, 600.684, 3664.37, 0.872009, 702
25, 120223, 211.967, 214.895, 29.4438, 595.138, 3725.54, 0.870014, 702
26, 120189, 203.145, 204.691, 28.2487, 588.968, 3785.5, 0.882977, 702
27, 120157, 194.512, 195.71, 27.3096, 580.809, 3844.21, 0.878989, 702
28, 120127, 186.235, 186.883, 26.0296, 572.403, 3901.63, 0.875, 702
29, 120098, 178.218, 178.257, 25.2645, 562.947, 3957.72, 0.88547, 702
