S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
48690.7, 153.549, 206.135, 89.915, 27, 832.75, 296.05, 0, 50000, 2, 0.00637, 280
48649.5, 164.024, 196.908, 84.7054, 49.0714, 855.825, 281.613, 0, 50000, 2, 0.00637, 280
48610.3, 170.363, 188.806, 80.4965, 70.5663, 879.445, 269.303, 0, 50000, 2, 0.00637, 280
48572.9, 173.693, 183.171, 73.9686, 92.5259, 903.722, 257.14, 0, 50000, 2, 0.00637, 280
48537.2, 174.64, 176.405, 74.1067, 108.917, 928.698, 250.511, 0, 50000, 2, 0.00637, 280
48502.5, 174.453, 165.254, 74.2918, 129.137, 954.371, 239.546, 0, 50000, 2, 0.00637, 280
48469.3, 172.758, 162.873, 72.4524, 141.913, 980.706, 235.326, 0, 50000, 2, 0.00637, 280
48436.7, 170.795, 163.426, 68.6427, 152.776, 1007.65, 232.068, 0, 50000, 2, 0.00637, 280
48404.6, 168.752, 153.664, 67.9874, 169.864, 1035.14, 221.651, 0, 50000, 2, 0.00637, 280
48373.9, 165.656, 147.313, 65.2563, 184.731, 1063.11, 212.569, 0, 50000, 2, 0.00637, 280
48344.6, 161.904, 143.983, 67.5344, 190.536, 1091.48, 211.517, 0, 50000, 2, 0.00637, 280
48315.3, 158.74, 144.365, 62.4248, 198.926, 1120.2, 206.79, 0, 50000, 2, 0.00637, 280
48286.8, 155.538, 145.276, 59.4903, 203.717, 1149.18, 204.767, 0, 50000, 2, 0.00637, 280
48258.5, 152.68, 139.675, 59.5732, 211.166, 1178.36, 199.248, 0, 50000, 2, 0.00637, 280
48231.1, 149.617, 141.073, 52.4788, 218.082, 1207.67, 193.552, 0, 50000, 2, 0.00637, 280
48204.4, 146.366, 135.943, 50.7073, 225.505, 1237.08, 186.65, 0, 50000, 2, 0.00637, 280
48178.7, 142.799, 131.724, 49.8673, 230.398, 1266.52, 181.591, 0, 50000, 2, 0.00637, 280
48153.7, 139.236, 126.307, 51.8733, 232.941, 1295.94, 178.18, 0, 50000, 2, 0.00637, 280
48129.2, 135.903, 125.778, 51.5223, 232.302, 1325.31, 177.3, 0, 50000, 2, 0.00637, 280
48104.8, 133.104, 122.82, 50.9963, 233.709, 1354.57, 173.817, 0, 50000, 2, 0.00637, 280
48080.9, 130.373, 119.682, 46.3399, 239.016, 1383.68, 166.022, 0, 50000, 2, 0.00637, 280
48058.1, 127.105, 113.386, 47.8523, 240.943, 1412.61, 161.238, 0, 50000, 2, 0.00637, 280
48036, 123.824, 113.081, 47.0606, 238.733, 1441.34, 160.142, 0, 50000, 2, 0.00637, 280
48014, 121.038, 109.339, 43.1285, 242.68, 1469.83, 152.468, 0, 50000, 2, 0.00637, 280
47993.1, 117.746, 103.475, 43.3102, 244.346, 1498.05, 146.785, 0, 50000, 2, 0.00637, 280
47972.9, 114.324, 103.568, 43.2813, 239.893, 1525.99, 146.849, 0, 50000, 2, 0.00637, 280
47952.8, 111.588, 97.1757, 39.0493, 245.758, 1553.61, 136.225, 0, 50000, 2, 0.00637, 280
47934.2, 107.934, 97.8569, 36.9553, 242.204, 1580.9, 134.812, 0, 50000, 2, 0.00637, 280
47915.7, 104.81, 97.9778, 31.7917, 241.903, 1607.83, 129.77, 0, 50000, 2, 0.00637, 280
47897.9, 101.614, 96.6529, 31.8094, 237.624, 1634.38, 128.462, 0, 50000, 2, 0.00637, 280
48690.7, 153.549, 206.135, 87.915, 29, 832.75, 294.05, 1, 50000, 2, 0.00637, 280
48649.7, 163.746, 193.908, 85.8483, 50.9286, 855.825, 279.756, 1, 50000, 2, 0.00637, 280
48610.9, 169.883, 188.982, 84.541, 66.2908, 879.445, 273.523, 1, 50000, 2, 0.00637, 280
48572.9, 173.895, 179.267, 82.6954, 87.5558, 903.718, 261.962, 1, 50000, 2, 0.00637, 280
48536.5, 175.471, 174.807, 80.2223, 104.302, 928.683, 255.03, 1, 50000, 2, 0.00637, 280
48501.1, 175.743, 171.887, 73.0204, 123.852, 954.35, 244.907, 1, 50000, 2, 0.00637, 280
48467.2, 174.533, 166.213, 70.3493, 141.005, 980.69, 236.563, 1, 50000, 2, 0.00637, 280
48434.5, 172.385, 157.776, 66.7963, 160.933, 1007.66, 224.572, 1, 50000, 2, 0.00637, 280
48403.4, 168.985, 149.64, 66.3682, 176.438, 1035.19, 216.008, 1, 50000, 2, 0.00637, 280
48373.5, 165.061, 150.609, 60.7667, 186.835, 1063.23, 211.376, 1, 50000, 2, 0.00637, 280
48344.3, 161.263, 149.96, 62.3299, 190.49, 1091.67, 212.29, 1, 50000, 2, 0.00637, 280
48315, 158.333, 147.825, 60.5535, 197.884, 1120.44, 208.379, 1, 50000, 2, 0.00637, 280
48286.2, 155.432, 147.433, 56.7283, 204.749, 1149.46, 204.161, 1, 50000, 2, 0.00637, 280
48258, 152.512, 141.663, 56.0022, 213.124, 1178.67, 197.665, 1, 50000, 2, 0.00637, 280
48230.8, 149.263, 139.895, 56.1527, 215.901, 1208.01, 196.048, 1, 50000, 2, 0.00637, 280
48203.8, 146.427, 133.8, 56.0976, 222.479, 1237.43, 189.897, 1, 50000, 2, 0.00637, 280
48177.6, 143.295, 130.742, 56.8762, 224.588, 1266.89, 187.619, 1, 50000, 2, 0.00637, 280
48151.8, 140.462, 126.465, 56.4113, 228.546, 1296.33, 182.876, 1, 50000, 2, 0.00637, 280
48126.6, 137.529, 126.096, 50.8097, 233.221, 1325.72, 176.906, 1, 50000, 2, 0.00637, 280
48102.3, 134.348, 123.344, 47.4321, 237.563, 1355.02, 170.776, 1, 50000, 2, 0.00637, 280
48078.8, 130.949, 120.342, 46.105, 239.594, 1384.18, 166.447, 1, 50000, 2, 0.00637, 280
48056, 127.624, 117.079, 46.6688, 239.48, 1413.19, 163.748, 1, 50000, 2, 0.00637, 280
48033.5, 124.582, 112.584, 44.9927, 242.374, 1441.99, 157.576, 1, 50000, 2, 0.00637, 280
48011.9, 121.291, 106.983, 47.2539, 242.062, 1470.55, 154.237, 1, 50000, 2, 0.00637, 280
47990.7, 118.191, 101.323, 45.1561, 245.772, 1498.86, 146.479, 1, 50000, 2, 0.00637, 280
47970.6, 114.637, 96.632, 46.0221, 245.217, 1526.88, 142.654, 1, 50000, 2, 0.00637, 280
47951.1, 111.262, 90.7789, 45.6131, 246.701, 1554.58, 136.392, 1, 50000, 2, 0.00637, 280
47932.4, 107.696, 84.8714, 45.0307, 248.08, 1581.95, 129.902, 1, 50000, 2, 0.00637, 280
47914.6, 103.947, 79.8865, 42.276, 250.36, 1608.95, 122.162, 1, 50000, 2, 0.00637, 280
47897.9, 99.8811, 78.7329, 39.493, 248.477, 1635.56, 118.226, 1, 50000, 2, 0.00637, 280
48690.7, 153.549, 213.135, 87.915, 22, 832.75, 301.05, 2, 50000, 2, 0.00637, 280
48648.8, 164.72, 200.408, 81.8483, 48.4286, 855.825, 282.256, 2, 50000, 2, 0.00637, 280
48609.5, 171.009, 194.154, 71.8852, 73.9694, 879.445, 266.039, 2, 50000, 2, 0.00637, 280
48572.6, 173.756, 185.227, 73.011, 91.6859, 903.732, 258.238, 2, 50000, 2, 0.00637, 280
