Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 73036, 230.323, 320.223, 110.863, 53.49, 1249.12, 0.682874, 421
1, 72976, 244.23, 307.885, 91.3731, 96.7693, 1283.74, 0.780143, 421
2, 72920.5, 250.881, 297.095, 76.5703, 135.777, 1319.17, 0.805582, 421
3, 72868.6, 252.606, 287.997, 65.7738, 169.459, 1355.56, 0.816556, 421
4, 72819.5, 251.187, 279.181, 58.852, 198.345, 1392.93, 0.84, 421
5, 72772.6, 247.836, 271.866, 53.0495, 223.387, 1431.24, 0.82304, 421
6, 72727.6, 243.307, 263.794, 48.2404, 246.671, 1470.41, 0.841995, 421
7, 72684.4, 237.871, 256.544, 43.9731, 266.942, 1510.31, 0.842993, 421
8, 72642.7, 231.902, 249.472, 40.5944, 284.434, 1550.85, 0.834014, 421
9, 72602.6, 225.657, 241.528, 37.9489, 300.368, 1591.88, 0.865938, 421
10, 72564, 219.175, 234.158, 36.4677, 312.933, 1633.3, 0.849477, 421
11, 72526.6, 212.745, 227.007, 34.5834, 324.12, 1674.98, 0.851971, 421
12, 72490.4, 206.333, 219.487, 32.4478, 334.489, 1716.82, 0.853967, 421
13, 72455.6, 199.853, 211.776, 31.3401, 342.687, 1758.71, 0.863943, 421
14, 72422.1, 193.435, 204.608, 29.6627, 349.659, 1800.55, 0.864442, 421
15, 72389.8, 187.064, 197.884, 28.79, 354.234, 1842.26, 0.869929, 421
16, 72358.5, 180.906, 190.019, 28.1975, 358.611, 1883.75, 0.874418, 421
17, 72328.4, 174.801, 183.303, 26.5677, 361.936, 1924.96, 0.861449, 421
18, 72299.5, 168.754, 176.462, 25.3581, 364.104, 1965.8, 0.867435, 421
19, 72271.7, 162.796, 169.833, 24.582, 364.836, 2006.22, 0.85696, 421
20, 72245, 157, 163.413, 23.2839, 365.166, 2046.17, 0.86095, 421
21, 72219.3, 151.291, 156.611, 22.0308, 365.203, 2085.59, 0.88639, 421
22, 72194.7, 145.606, 150.385, 21.1046, 363.767, 2124.43, 0.854964, 421
23, 72171.1, 140.067, 143.818, 20.5635, 361.764, 2162.67, 0.8819, 421
24, 72148.5, 134.65, 138.375, 19.5687, 358.634, 2200.25, 0.851971, 421
25, 72126.8, 129.425, 132.732, 18.15, 355.727, 2237.15, 0.866936, 421
26, 72106.1, 124.269, 126.541, 17.5491, 352.218, 2273.33, 0.868931, 421
27, 72086.3, 119.205, 120.64, 16.7417, 348.329, 2308.78, 0.879406, 421
28, 72067.4, 114.227, 115.481, 15.9481, 343.429, 2343.48, 0.870428, 421
29, 72049.4, 109.422, 110.244, 15.3226, 338.218, 2377.4, 0.853967, 421
