Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 194763, 614.195, 852.1, 296.69, 143.41, 3331, 0.691647, 1123
1, 194603, 651.172, 817.893, 245.59, 259.256, 3423.3, 0.79138, 1123
2, 194455, 668.763, 790.516, 205.608, 362.368, 3517.78, 0.800356, 1123
3, 194317, 673.369, 766.978, 177.067, 451.165, 3614.82, 0.819804, 1123
4, 194186, 669.726, 744.705, 154.902, 530.619, 3714.47, 0.823793, 1123
5, 194061, 660.56, 722.514, 138.981, 600.517, 3816.63, 0.846732, 1123
6, 193941, 647.864, 701.904, 125.327, 662.463, 3921.06, 0.83626, 1123
7, 193827, 632.887, 681.619, 115.317, 715.924, 4027.47, 0.847231, 1123
8, 193716, 616.643, 662.146, 107.023, 762.207, 4135.53, 0.849225, 1123
9, 193610, 599.744, 642.25, 100.637, 802.434, 4244.91, 0.861692, 1123
10, 193507, 582.531, 621.819, 96.6637, 836.407, 4355.29, 0.862191, 1123
11, 193408, 565.333, 601.007, 92.351, 866.974, 4466.36, 0.866679, 1123
12, 193312, 548.052, 581.375, 87.4444, 893.127, 4577.81, 0.861193, 1123
13, 193220, 530.792, 562.175, 83.5716, 914.242, 4689.38, 0.862191, 1123
14, 193131, 513.756, 542.711, 79.5197, 932.489, 4800.81, 0.864185, 1123
15, 193045, 496.841, 521.962, 76.8751, 947.583, 4911.86, 0.88463, 1123
16, 192962, 480.046, 502.597, 73.8845, 958.848, 5022.32, 0.872663, 1123
17, 192883, 463.493, 482.533, 70.0997, 969.039, 5131.98, 0.878148, 1123
18, 192807, 446.932, 464.515, 66.2222, 974.942, 5240.67, 0.875654, 1123
19, 192734, 430.638, 446.146, 62.6979, 978.673, 5348.22, 0.865183, 1123
20, 192664, 414.561, 429.008, 59.2178, 979.168, 5454.47, 0.872663, 1123
21, 192596, 398.836, 412.003, 56.9416, 976.547, 5559.29, 0.863188, 1123
22, 192532, 383.58, 394.541, 55.4845, 971.984, 5662.54, 0.877649, 1123
23, 192470, 368.753, 378.141, 53.0861, 965.927, 5764.11, 0.864185, 1123
24, 192411, 354.286, 361.986, 49.9094, 959.212, 5863.91, 0.876652, 1123
25, 192354, 340.038, 345.62, 47.9116, 950.497, 5961.84, 0.874159, 1123
26, 192300, 326.099, 329.218, 46.0616, 940.754, 6057.84, 0.885628, 1123
27, 192248, 312.426, 314.957, 43.7874, 928.507, 6151.85, 0.878646, 1123
28, 192199, 299.203, 300.359, 40.5753, 916.855, 6243.79, 0.883633, 1123
29, 192152, 286.167, 286.343, 39.2893, 902.156, 6333.63, 0.886126, 1123
