Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 48690.7, 153.549, 213.195, 74.285, 35.57, 832.75, 0.6935, 280
1, 48650.7, 162.832, 204.974, 60.9119, 64.7993, 855.825, 0.764, 280
2, 48613.7, 167.224, 198.809, 49.6309, 91.1908, 879.445, 0.7685, 280
3, 48579.2, 168.287, 192.59, 43.1393, 113.087, 903.705, 0.818, 280
4, 48546.5, 167.348, 187.004, 38.3952, 132.159, 928.62, 0.816, 280
5, 48515.2, 165.142, 181.285, 35.4335, 148.77, 954.16, 0.8485, 280
6, 48485.2, 162.154, 176.486, 32.1811, 163.743, 980.266, 0.8305, 280
7, 48456.3, 158.63, 171.171, 29.7017, 177.367, 1006.87, 0.8435, 280
8, 48428.5, 154.714, 166.223, 27.5279, 189.198, 1033.88, 0.853, 280
9, 48401.6, 150.58, 161.37, 25.5945, 199.574, 1061.24, 0.8275, 280
10, 48375.8, 146.319, 155.915, 24.6811, 208.449, 1088.85, 0.871, 280
11, 48350.8, 142.016, 150.973, 23.8673, 215.679, 1116.64, 0.871, 280
12, 48326.7, 137.766, 146.491, 22.5335, 222.004, 1144.53, 0.8615, 280
13, 48303.3, 133.551, 141.725, 21.7899, 227.136, 1172.46, 0.8595, 280
14, 48280.8, 129.407, 136.669, 20.7465, 232.042, 1200.36, 0.8675, 280
15, 48259.1, 125.24, 131.804, 19.6191, 236.098, 1228.18, 0.8685, 280
16, 48238.2, 121.07, 127.213, 18.5721, 239.104, 1255.86, 0.8535, 280
17, 48218.1, 116.948, 122.646, 17.2297, 241.735, 1283.36, 0.8575, 280
18, 48198.8, 112.828, 117.908, 17.066, 242.768, 1310.61, 0.861, 280
19, 48180.2, 108.85, 113.422, 16.5367, 243.368, 1337.59, 0.855, 280
20, 48162.3, 104.969, 108.91, 16.1565, 243.364, 1364.26, 0.8755, 280
21, 48145.1, 101.185, 103.986, 15.5706, 243.551, 1390.58, 0.888, 280
22, 48128.7, 97.3935, 99.7644, 14.7595, 242.885, 1416.51, 0.86, 280
23, 48112.9, 93.6626, 95.6634, 14.2289, 241.466, 1442.04, 0.8615, 280
24, 48097.8, 90.036, 91.9231, 13.4023, 239.668, 1467.14, 0.856, 280
25, 48083.4, 86.5024, 88.7222, 12.6871, 236.949, 1491.78, 0.843, 280
26, 48069.4, 83.1332, 84.6552, 11.9611, 234.874, 1515.95, 0.8645, 280
27, 48056.2, 79.7755, 80.9171, 11.6547, 231.867, 1539.63, 0.8455, 280
28, 48043.4, 76.5304, 77.2259, 10.9287, 229.065, 1562.8, 0.8705, 280
29, 48031.3, 73.3246, 73.054, 10.4499, 226.364, 1585.46, 0.865, 280
