Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 24345.3, 76.7744, 106.117, 36.9275, 18.48, 416.375, 0.7055, 140
1, 24325.4, 81.3194, 101.746, 30.4263, 33.17, 427.913, 0.792, 140
2, 24307.1, 83.4278, 98.5132, 25.4221, 45.8607, 439.723, 0.793, 140
3, 24289.8, 83.9565, 95.7265, 21.9019, 56.7249, 451.851, 0.8035, 140
4, 24273.5, 83.4919, 92.9128, 19.3649, 66.4132, 464.305, 0.8485, 140
5, 24257.9, 82.3671, 89.995, 17.4712, 75.1594, 477.068, 0.8405, 140
6, 24243, 80.7902, 87.6282, 15.9353, 82.4908, 490.113, 0.827, 140
7, 24228.7, 78.9789, 84.8997, 15.1545, 88.8686, 503.403, 0.8555, 140
8, 24214.8, 77.0355, 82.5325, 14.0307, 94.6609, 516.897, 0.843, 140
9, 24201.5, 74.9898, 80.0923, 13.1707, 99.7094, 530.556, 0.8375, 140
10, 24188.6, 72.8895, 78.02, 12.3693, 103.797, 544.34, 0.8285, 140
11, 24176.1, 70.8051, 75.5016, 12.1192, 107.273, 558.21, 0.858, 140
12, 24164, 68.7486, 73.1714, 11.5218, 110.441, 572.131, 0.8565, 140
13, 24152.3, 66.6932, 70.9596, 10.8637, 113.122, 586.069, 0.8345, 140
14, 24141, 64.647, 68.6481, 10.5493, 115.162, 599.994, 0.8495, 140
15, 24130.1, 62.6426, 66.3953, 10.2346, 116.776, 613.877, 0.85, 140
16, 24119.5, 60.68, 64.1927, 9.97215, 117.955, 627.692, 0.831, 140
17, 24109.3, 58.7656, 61.7627, 9.57066, 119.2, 641.414, 0.8425, 140
18, 24099.5, 56.8396, 59.1483, 9.06298, 120.465, 655.024, 0.845, 140
19, 24090.1, 54.8648, 56.831, 8.616, 121.121, 668.501, 0.857, 140
20, 24081.1, 52.9008, 54.4727, 8.12246, 121.619, 681.827, 0.8445, 140
21, 24072.4, 50.9337, 52.5079, 7.54633, 121.582, 694.985, 0.8605, 140
22, 24064.2, 49.0075, 50.098, 7.41333, 121.338, 707.959, 0.8525, 140
23, 24056.3, 47.1139, 48.3707, 6.93426, 120.571, 720.734, 0.8525, 140
24, 24048.7, 45.2932, 46.7016, 6.49579, 119.539, 733.297, 0.8425, 140
25, 24041.4, 43.5445, 44.6268, 6.25939, 118.57, 745.635, 0.8635, 140
26, 24034.4, 41.8258, 42.5054, 6.12496, 117.431, 757.739, 0.866, 140
27, 24027.7, 40.139, 40.6849, 6.05701, 115.823, 769.601, 0.8335, 140
28, 24021.3, 38.5285, 39.1483, 5.75271, 114.08, 781.212, 0.8345, 140
29, 24015.1, 36.9857, 37.606, 5.46351, 112.261, 792.568, 0.829, 140
