S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
48690.7, 153.549, 215.135, 68.915, 39, 832.75, 284.05, 0, 50000, 2, 0.00637, 280
48651.1, 162.355, 210.265, 57.2054, 63.2143, 855.825, 267.47, 0, 50000, 2, 0.00637, 280
48614, 167.063, 210.976, 40.8606, 87.699, 879.445, 251.836, 0, 50000, 2, 0.00637, 280
48579, 168.63, 208.295, 34.9658, 105.435, 903.698, 243.261, 0, 50000, 2, 0.00637, 280
48545.2, 168.668, 213.025, 29.5861, 114.904, 928.605, 242.611, 0, 50000, 2, 0.00637, 280
48511.6, 168.585, 212.422, 23.5928, 129.696, 954.141, 236.015, 0, 50000, 2, 0.00637, 280
48478.8, 167.58, 211.851, 22.0227, 139.432, 980.264, 233.874, 0, 50000, 2, 0.00637, 280
48446.5, 166.458, 210.18, 21.5045, 148.473, 1006.93, 231.685, 0, 50000, 2, 0.00637, 280
48414.4, 165.236, 206.472, 23.956, 155.868, 1034.08, 230.427, 0, 50000, 2, 0.00637, 280
48382.5, 164.063, 202.857, 18.159, 170.734, 1061.68, 221.016, 0, 50000, 2, 0.00637, 280
48352, 161.803, 200.336, 21.7057, 174.539, 1089.66, 222.041, 0, 50000, 2, 0.00637, 280
48321.3, 160.117, 199.678, 20.8635, 180.072, 1117.98, 220.542, 0, 50000, 2, 0.00637, 280
48290.8, 158.542, 200.832, 21.9802, 181.21, 1146.6, 222.812, 0, 50000, 2, 0.00637, 280
48260.1, 157.576, 198.683, 24.9227, 183.266, 1175.46, 223.606, 0, 50000, 2, 0.00637, 280
48229.3, 156.893, 196.552, 25.5971, 187.176, 1204.52, 222.149, 0, 50000, 2, 0.00637, 280
48198.7, 156.126, 191.477, 27.1823, 192.806, 1233.76, 218.66, 0, 50000, 2, 0.00637, 280
48168.5, 155.012, 190.658, 25.6082, 197.034, 1263.15, 216.266, 0, 50000, 2, 0.00637, 280
48138.8, 153.773, 189.741, 24.0798, 200.96, 1292.67, 213.821, 0, 50000, 2, 0.00637, 280
48109.4, 152.427, 187.717, 21.5862, 206.606, 1322.3, 209.303, 0, 50000, 2, 0.00637, 280
48080.6, 150.712, 182.648, 23.19, 210.848, 1352, 205.838, 0, 50000, 2, 0.00637, 280
48052.3, 148.846, 183.701, 22.5763, 210.788, 1381.77, 206.278, 0, 50000, 2, 0.00637, 280
48024, 147.397, 183.418, 22.8944, 210.731, 1411.56, 206.313, 0, 50000, 2, 0.00637, 280
47995.7, 146.226, 181.953, 22.103, 212.679, 1441.35, 204.056, 0, 50000, 2, 0.00637, 280
47967.7, 144.963, 173.428, 19.2977, 223.488, 1471.11, 192.725, 0, 50000, 2, 0.00637, 280
47941.3, 142.384, 171.335, 16.6171, 227.524, 1500.84, 187.952, 0, 50000, 2, 0.00637, 280
47915.6, 139.652, 168.03, 18.9732, 227.273, 1530.52, 187.004, 0, 50000, 2, 0.00637, 280
47890, 137.322, 168.579, 11.9971, 232.039, 1560.11, 180.577, 0, 50000, 2, 0.00637, 280
