Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 170417, 537.421, 745.632, 261.143, 123.9, 2914.62, 0.703564, 982
1, 170277, 569.995, 715.842, 213.495, 228.06, 2995.39, 0.77891, 982
2, 170148, 585.176, 691.8, 179.805, 317.12, 3078.06, 0.811344, 982
3, 170027, 589.203, 670.34, 154.192, 396.319, 3162.97, 0.810845, 982
4, 169913, 585.806, 651.997, 134.931, 464.56, 3250.17, 0.824318, 982
5, 169803, 577.795, 633.569, 119.541, 526.147, 3339.56, 0.829807, 982
6, 169699, 566.628, 616.045, 107.64, 579.755, 3430.94, 0.835794, 982
7, 169599, 553.554, 597.48, 99.1692, 627.014, 3524.04, 0.856253, 982
8, 169502, 539.293, 581.72, 92.3289, 665.777, 3618.59, 0.845774, 982
9, 169409, 524.702, 564.22, 86.6216, 701.142, 3714.29, 0.856752, 982
10, 169319, 509.768, 546.357, 81.5764, 732.42, 3810.86, 0.844776, 982
11, 169232, 494.607, 527.999, 79.0456, 758.095, 3908.03, 0.873218, 982
12, 169148, 479.548, 511.059, 74.2559, 781.235, 4005.54, 0.858248, 982
13, 169068, 464.458, 493.422, 71.3248, 800.103, 4103.15, 0.872719, 982
14, 168990, 449.509, 475.521, 69.0576, 815.672, 4200.64, 0.871721, 982
15, 168914, 434.732, 457.687, 66.0655, 829.24, 4297.8, 0.881202, 982
16, 168842, 420.005, 441.018, 63.7005, 838.579, 4394.44, 0.873218, 982
17, 168773, 405.569, 423.487, 60.7708, 847.09, 4490.39, 0.874216, 982
18, 168706, 391.173, 407.858, 57.6941, 851.814, 4585.49, 0.870224, 982
19, 168642, 377.053, 391.579, 55.3935, 854.53, 4679.59, 0.871222, 982
20, 168580, 363.176, 376.057, 52.36, 855.532, 4772.55, 0.874715, 982
21, 168521, 349.497, 359.33, 50.2506, 855.293, 4864.26, 0.885193, 982
22, 168465, 335.943, 344.743, 48.1111, 851.57, 4954.61, 0.870224, 982
23, 168411, 322.78, 330.171, 45.7112, 846.844, 5043.5, 0.859745, 982
24, 168359, 309.899, 316.436, 42.6929, 840.815, 5130.83, 0.87222, 982
25, 168310, 297.276, 301.92, 41.2473, 833.047, 5216.54, 0.885692, 982
26, 168263, 284.97, 289.243, 39.2276, 823.183, 5300.56, 0.874216, 982
27, 168218, 273.093, 275.688, 37.7839, 812.915, 5382.82, 0.884695, 982
28, 168175, 261.52, 262.909, 35.9006, 801.739, 5463.28, 0.879705, 982
29, 168134, 250.238, 251.223, 34.5975, 788.422, 5541.89, 0.878208, 982
