Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 121727, 383.872, 548.838, 184.368, 74.42, 2081.88, 0.499, 500
1, 121625, 409.098, 540.747, 153.151, 132.814, 2139.56, 0.666, 500
2, 121528, 423.73, 534.816, 129.097, 185.568, 2198.61, 0.689, 500
3, 121436, 431.195, 529.397, 114.21, 229.943, 2259.29, 0.7615, 500
4, 121347, 434.278, 525.77, 102.054, 269.568, 2321.69, 0.7495, 500
5, 121260, 434.49, 520.394, 95.4408, 304.313, 2385.79, 0.8015, 500
6, 121174, 432.936, 515.952, 90.263, 335.107, 2451.51, 0.802, 500
7, 121090, 430.3, 510.999, 87.1218, 362.551, 2518.75, 0.816, 500
8, 121008, 427.013, 506.161, 84.0468, 387.904, 2587.37, 0.812, 500
9, 120926, 423.233, 501.859, 80.2143, 411.577, 2657.23, 0.801, 500
10, 120845, 419.029, 496.414, 77.9986, 432.908, 2728.21, 0.822, 500
11, 120766, 414.555, 491.23, 75.919, 452.026, 2800.16, 0.815, 500
12, 120688, 409.92, 486.08, 74.6395, 468.569, 2872.96, 0.8235, 500
13, 120610, 405.275, 480.719, 73.3233, 483.709, 2946.48, 0.8285, 500
14, 120534, 400.589, 474.97, 73.0125, 496.699, 3020.6, 0.8295, 500
15, 120459, 395.958, 469.786, 70.1627, 510.23, 3095.22, 0.821, 500
16, 120384, 391.099, 464.794, 68.2685, 521.295, 3170.24, 0.814, 500
17, 120311, 386.219, 459.388, 66.1981, 531.68, 3245.55, 0.8045, 500
18, 120239, 381.242, 452.366, 66.4828, 540.143, 3321.07, 0.854, 500
19, 120167, 376.291, 446.828, 64.5385, 548.231, 3396.71, 0.8205, 500
20, 120097, 371.26, 439.332, 65.0961, 554.742, 3472.39, 0.858, 500
21, 120028, 366.242, 432.968, 64.412, 560.387, 3548.05, 0.839, 500
22, 119960, 361.221, 426.855, 62.8756, 565.73, 3623.6, 0.828, 500
23, 119893, 356.117, 420.337, 61.2778, 570.7, 3698.99, 0.838, 500
24, 119827, 350.884, 414.289, 59.8478, 574.236, 3774.16, 0.833, 500
25, 119762, 345.637, 407.951, 57.886, 577.829, 3849.04, 0.832, 500
26, 119698, 340.268, 400.86, 56.8895, 580.496, 3923.59, 0.846, 500
27, 119635, 334.833, 394.415, 55.8521, 581.872, 3997.75, 0.8375, 500
28, 119574, 329.428, 387.589, 54.4426, 583.349, 4071.48, 0.8435, 500
29, 119513, 323.948, 381.434, 53.2595, 583.332, 4144.72, 0.8335, 500
