Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86511.5, 431.199, 382.15, 123.869, 69.01, 1482.3, 0.6004, 500
1, 86300.7, 555.761, 392.022, 101.523, 126.651, 1523.37, 0.6744, 500
2, 86095.6, 649.712, 415.447, 93.3169, 178.284, 1567.67, 0.7248, 500
3, 85884.6, 730.696, 448.282, 91.2041, 228.43, 1616.74, 0.7252, 500
4, 85661.5, 807.671, 488.459, 94.0913, 276.653, 1671.59, 0.7176, 500
5, 85421.2, 886.435, 536.943, 98.8207, 323.602, 1732.97, 0.7062, 500
6, 85159.7, 970.661, 592.311, 105.558, 370.258, 1801.49, 0.6766, 500
7, 84873.5, 1062.71, 653.855, 115.478, 416.631, 1877.79, 0.669, 500
8, 84559.1, 1164.59, 725.371, 127.652, 460.772, 1962.5, 0.6168, 500
9, 84211.8, 1279.01, 807.272, 138.92, 506.679, 2056.34, 0.5734, 500
10, 83828.1, 1406.9, 900.741, 151.988, 552.168, 2160.12, 0.5268, 500
11, 83403.1, 1550.47, 1006.46, 168.275, 596.907, 2274.75, 0.481, 500
12, 82931.3, 1712.16, 1127.78, 186.584, 640.821, 2401.3, 0.417, 500
13, 82406.5, 1894.61, 1265.79, 207.786, 684.388, 2540.95, 0.3506, 500
14, 81821.7, 2100.42, 1423.41, 230.041, 729.293, 2695.1, 0.2778, 500
15, 81170.3, 2331.79, 1603.18, 256.545, 772.911, 2865.29, 0.1986, 500
16, 80443.4, 2592.32, 1807.05, 286.508, 817.393, 3053.34, 0.119, 500
17, 79632.4, 2884.8, 2031.35, 332.272, 857.868, 3261.26, 0.1334, 500
18, 78726.1, 3214.17, 2278.35, 393.697, 896.292, 3491.37, 0.1672, 500
19, 77713.2, 3584.26, 2551.52, 473.105, 931.671, 3746.25, 0.1934, 500
20, 76581.4, 3999.22, 2858.43, 567.628, 964.493, 4028.84, 0.1762, 500
21, 75318, 4462.72, 3199.3, 682.236, 995.25, 4342.45, 0.2, 500
22, 73910.4, 4977.86, 3576.79, 819.038, 1025.16, 4690.79, 0.2554, 500
23, 72346, 5546.66, 3995.26, 983.907, 1050.18, 5078.01, 0.3102, 500
24, 70611.5, 6171.77, 4464.32, 1170.02, 1073.67, 5508.68, 0.2984, 500
25, 68696, 6853.01, 4990.89, 1373.87, 1098.46, 5987.82, 0.2444, 500
26, 66590.8, 7587.59, 5571.2, 1608.3, 1121.24, 6520.91, 0.3052, 500
27, 64288.9, 8371.92, 6209.27, 1874.17, 1141.9, 7113.82, 0.3516, 500
28, 61786.9, 9199.57, 6910.4, 2168.84, 1161.54, 7772.77, 0.3702, 500
29, 59086, 10060.5, 7682.42, 2488.07, 1178.72, 8504.25, 0.3046, 500
