Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86649.6, 293.052, 380.6, 130.249, 64.18, 1482.3, 0.6662, 500
1, 86560.8, 323.256, 369.652, 103.548, 119.366, 1523.37, 0.7362, 500
2, 86478.6, 340.789, 361.264, 87.3774, 166.25, 1565.69, 0.781, 500
3, 86400.8, 350.476, 355.88, 76.4035, 206.845, 1609.62, 0.8036, 500
4, 86325.8, 355.32, 350.186, 70.2446, 243.14, 1655.27, 0.8462, 500
5, 86253, 357.077, 345.618, 64.7063, 276.913, 1702.67, 0.8392, 500
6, 86182, 356.672, 341.452, 62.7791, 305.333, 1751.75, 0.8654, 500
7, 86112.1, 355.236, 337.846, 61.6452, 330.724, 1802.44, 0.8738, 500
8, 86043.1, 353.212, 333.427, 60.5761, 355.101, 1854.6, 0.8626, 500
9, 85975.1, 350.589, 330.481, 58.5319, 377.226, 1908.1, 0.8596, 500
10, 85908, 347.577, 327.398, 56.5964, 397.632, 1962.83, 0.8538, 500
11, 85841.8, 344.249, 323.933, 54.6084, 416.769, 2018.66, 0.8596, 500
12, 85776.6, 340.597, 320.15, 53.5327, 433.67, 2075.47, 0.8582, 500
13, 85712.3, 336.789, 316.985, 53.4248, 447.394, 2133.14, 0.879, 500
14, 85648.6, 333.132, 312.654, 53.0061, 461.087, 2191.55, 0.882, 500
15, 85585.7, 329.343, 309.3, 51.8278, 473.192, 2250.61, 0.8586, 500
16, 85523.7, 325.487, 306.065, 50.8064, 483.723, 2310.2, 0.8648, 500
17, 85462.5, 321.626, 302.511, 48.9266, 494.211, 2370.24, 0.8558, 500
18, 85402.2, 317.563, 297.601, 48.7794, 503.19, 2430.65, 0.882, 500
19, 85342.9, 313.403, 293.263, 48.0689, 511.068, 2491.33, 0.8852, 500
20, 85284.4, 309.169, 289.212, 46.9596, 518.023, 2552.22, 0.8666, 500
21, 85226.9, 304.858, 284.907, 46.9855, 523.122, 2613.23, 0.8728, 500
22, 85170.1, 300.64, 280.967, 46.1709, 527.776, 2674.3, 0.8808, 500
23, 85114.2, 296.414, 276.578, 46.1113, 531.288, 2735.37, 0.883, 500
24, 85059.1, 292.238, 272.48, 44.9025, 534.878, 2796.37, 0.8724, 500
25, 85005, 287.955, 268.16, 44.3595, 537.313, 2857.24, 0.8836, 500
26, 84951.7, 283.664, 263.88, 42.8182, 540.023, 2917.95, 0.8736, 500
27, 84899.4, 279.206, 259.514, 42.0496, 541.41, 2978.43, 0.8802, 500
28, 84848, 274.733, 254.546, 41.4385, 542.618, 3038.64, 0.8778, 500
29, 84797.6, 270.173, 249.967, 40.0026, 543.68, 3098.54, 0.8764, 500
