Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
0, 1, 86550.9, 391.728, 386.52, 114.509, 74, 1482.3, 0.62, 500
0, 2, 86376.9, 487.398, 391.754, 85.8332, 134.714, 1523.37, 0.64, 500
0, 3, 86211.4, 555.458, 404.007, 74.9461, 187.092, 1567.1, 0.66, 500
0, 4, 86045.7, 610.061, 428.913, 80.9203, 219.728, 1614.68, 0.82, 500
0, 5, 85869.7, 664.088, 450.685, 83.744, 265.033, 1666.79, 0.76, 500
0, 6, 85685.5, 715.425, 485.466, 75.6076, 314.102, 1723.89, 0.72, 500
0, 7, 85492.6, 765.261, 523.949, 72.1325, 359.666, 1786.41, 0.76, 500
0, 8, 85288.1, 816.705, 561.661, 89.8958, 388.976, 1854.68, 0.8, 500
0, 9, 85065.1, 876.358, 603.881, 90.477, 435.192, 1929, 0.7, 500
0, 10, 84828.1, 938.107, 653.437, 92.5959, 478.107, 2009.68, 0.68, 500
0, 11, 84574.1, 1004.44, 701.098, 102.268, 520.956, 2097.12, 0.7, 500
0, 12, 84301.5, 1076.2, 753.64, 132.23, 544.745, 2191.71, 0.78, 500
0, 13, 84001.8, 1160.64, 824.477, 129.357, 589.835, 2293.9, 0.46, 500
0, 14, 83680.3, 1250.03, 897.075, 147.755, 620.704, 2404.16, 0.56, 500
0, 15, 83329.4, 1350.88, 980.003, 152.203, 664.368, 2523.13, 0.46, 500
0, 16, 82950.8, 1459.3, 1062.13, 186.384, 689.913, 2651.46, 0.66, 500
0, 17, 82535.2, 1583.03, 1167.56, 191.629, 732.633, 2789.92, 0.36, 500
0, 18, 82085.1, 1716.59, 1283.79, 206.923, 768.302, 2939.33, 0.36, 500
0, 19, 81594, 1864.3, 1408.41, 219.138, 813.424, 3100.69, 0.34, 500
0, 20, 81061.1, 2024.34, 1553.81, 230.343, 855.322, 3275.04, 0.24, 500
0, 21, 80480.8, 2199.83, 1714.23, 246.35, 895.228, 3463.58, 0.16, 500
0, 22, 79847.6, 2393.05, 1886.76, 269.743, 935.283, 3667.56, 0.24, 500
0, 23, 79156.6, 2605.42, 2084.02, 293.059, 972.477, 3888.41, 0.04, 500
0, 24, 78401.6, 2839.4, 2285.92, 347.451, 998.014, 4127.66, 0.2, 500
0, 25, 77573.1, 3100.01, 2520.16, 396.997, 1022.73, 4387.05, 0, 500
0, 26, 76665, 3388.08, 2765.15, 461.64, 1051.68, 4668.47, 0.14, 500
0, 27, 75672.3, 3703.17, 3040.97, 519.951, 1089.56, 4974.07, 0.02, 500
0, 28, 74591, 4043.85, 3331.2, 618.002, 1109.73, 5306.25, 0.12, 500
0, 29, 73408.9, 4417.16, 3636.39, 746.49, 1123.46, 5667.6, 0.24, 500
0, 30, 72117.8, 4824.83, 3988.05, 871.199, 1137.22, 6060.91, 0.1, 500
1, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
1, 1, 86550.9, 391.728, 382.52, 110.509, 82, 1482.3, 0.52, 500
1, 2, 86379.7, 484.619, 383.039, 76.1189, 153.143, 1523.37, 0.64, 500
1, 3, 86220.6, 546.852, 403.526, 70.759, 191.204, 1567.1, 0.72, 500
1, 4, 86056.5, 601.58, 423.262, 74.5159, 229.547, 1614.64, 0.72, 500
1, 5, 85884.6, 653.162, 441.25, 86.2882, 268.15, 1666.59, 0.86, 500
1, 6, 85702.7, 704.341, 467.175, 93.3144, 308.997, 1723.43, 0.82, 500
1, 7, 85510, 756.232, 503.413, 75.9096, 368.926, 1785.53, 0.68, 500
1, 8, 85311.2, 803.773, 553.327, 85.8613, 392.574, 1853.26, 0.64, 500
1, 9, 85092.4, 861.838, 599.332, 86.9548, 432.533, 1926.96, 0.62, 500
1, 10, 84858, 923.812, 647.18, 87.454, 476.638, 2006.88, 0.66, 500
1, 11, 84607.9, 989.208, 696.287, 107.636, 505.592, 2093.4, 0.76, 500
1, 12, 84334.9, 1064.31, 736.041, 147.3, 530.478, 2186.93, 0.96, 500
1, 13, 84036, 1150.39, 800.471, 149.638, 575.587, 2287.92, 0.56, 500
1, 14, 83715.6, 1240.71, 875.349, 150.973, 620.474, 2396.9, 0.5, 500
1, 15, 83370.8, 1337.35, 959.524, 155.632, 662.154, 2514.53, 0.48, 500
1, 16, 82997.7, 1442.96, 1055.22, 161.756, 700.857, 2641.48, 0.4, 500
1, 17, 82592.4, 1559.69, 1145.86, 178.78, 744.796, 2778.47, 0.58, 500
1, 18, 82153.4, 1686.78, 1254.37, 194.591, 784.596, 2926.28, 0.4, 500
1, 19, 81675.7, 1827.1, 1371.92, 219.898, 819.554, 3085.82, 0.46, 500
1, 20, 81154, 1983.4, 1514.72, 237.817, 852.014, 3258.06, 0.26, 500
1, 21, 80583.3, 2157.44, 1673.2, 249.834, 892.156, 3444.1, 0.14, 500
1, 22, 79961.4, 2347.8, 1845.73, 276.435, 923.431, 3645.19, 0.14, 500
1, 23, 79280.5, 2559.19, 2009.58, 338.558, 949.471, 3862.73, 0.56, 500
1, 24, 78533.4, 2794.39, 2170.33, 433.927, 969.652, 4098.27, 0.88, 500
1, 25, 77712.7, 3056.22, 2389.52, 500.595, 987.391, 4353.55, 0.24, 500
1, 26, 76811.4, 3346.25, 2641.71, 547.211, 1022.86, 4630.52, 0.04, 500
1, 27, 75828.5, 3659.93, 2907.49, 630.9, 1041.8, 4931.36, 0.26, 500
1, 28, 74751.8, 4004.63, 3208.2, 713.431, 1063.39, 5258.51, 0.08, 500
1, 29, 73575.5, 4380.07, 3481.69, 874.75, 1073.43, 5614.59, 0.78, 500
1, 30, 72289.2, 4790.28, 3840.21, 976.072, 1101.76, 6002.43, 0.08, 500
