Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86689.1, 253.582, 380.02, 130.849, 64.16, 1482.3, 0.6908, 500
1, 86635.8, 256.18, 363.187, 103.677, 117.807, 1523.37, 0.7536, 500
2, 86587.1, 253.637, 346.031, 85.7826, 162.332, 1565.13, 0.824, 500
3, 86542.1, 247.921, 329.883, 71.6234, 200.927, 1607.57, 0.8378, 500
4, 86500.2, 240.167, 313.389, 60.7827, 234.815, 1650.6, 0.8492, 500
5, 86461.3, 231.097, 296.828, 54.8911, 261.803, 1694.1, 0.8836, 500
6, 86424.7, 221.487, 281.419, 48.1261, 286.373, 1737.92, 0.867, 500
7, 86390.4, 211.476, 266.596, 43.0278, 306.597, 1781.92, 0.874, 500
8, 86358.2, 201.382, 251.83, 38.063, 324.608, 1825.93, 0.8764, 500
9, 86328, 191.244, 236.746, 34.9871, 339.151, 1869.83, 0.8962, 500
10, 86299.8, 181.235, 222.71, 31.4427, 351.346, 1913.46, 0.9016, 500
11, 86273.4, 171.392, 209.665, 29.3409, 359.49, 1956.71, 0.8934, 500
12, 86248.6, 161.937, 197.504, 26.4686, 366.052, 1999.46, 0.8962, 500
13, 86225.3, 152.805, 184.997, 24.8842, 370.386, 2041.6, 0.9122, 500
14, 86203.5, 144.03, 172.696, 23.6051, 373.079, 2083.05, 0.9168, 500
15, 86183.2, 135.595, 161.595, 21.5708, 374.351, 2123.72, 0.905, 500
16, 86164.2, 127.48, 150.796, 19.6958, 374.322, 2163.54, 0.8976, 500
17, 86146.5, 119.669, 140.752, 18.2477, 372.394, 2202.46, 0.9132, 500
18, 86130, 112.224, 131.542, 16.2444, 369.585, 2240.42, 0.904, 500
19, 86114.7, 105.103, 122.267, 14.8576, 365.736, 2277.37, 0.9104, 500
20, 86100.4, 98.2978, 113.508, 13.9325, 360.522, 2313.29, 0.9162, 500
21, 86087.2, 91.8477, 105.982, 12.8552, 353.93, 2348.14, 0.897, 500
22, 86074.9, 85.7939, 98.2407, 11.7078, 347.42, 2381.91, 0.91, 500
23, 86063.5, 80.0281, 91.4846, 10.8492, 339.524, 2414.58, 0.9048, 500
24, 86052.9, 74.6249, 84.7539, 9.86592, 331.682, 2446.14, 0.9116, 500
25, 86043.1, 69.502, 78.7576, 8.93871, 323.081, 2476.59, 0.9018, 500
26, 86034, 64.6853, 72.4423, 8.24035, 314.653, 2505.94, 0.9082, 500
27, 86025.7, 60.1047, 66.8738, 8.03287, 305.128, 2534.17, 0.9014, 500
28, 86017.9, 55.8411, 61.8018, 7.17537, 295.933, 2561.32, 0.9092, 500
29, 86010.8, 51.8156, 57.0951, 6.82332, 286.095, 2587.38, 0.9296, 500
