Simulations,Runs,Undiscounted_return,Undiscounted_error,Discounted_return,Discounted_error,Time,Cumulative_I,Testing_Number_Total,Testing_Number_Min,Testing_Number_Max,Testing_Number_Variance,Reward_Numerator,Reward_Denominator
1024, 100, -14876.7, 55.8744, -14876.7, 55.8744, 107.082, 4748.88, 15000, 15000, 15000, 0, 85213.3, 0
