Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86669.4, 273.317, 380.21, 129.279, 65.54, 1482.3, 0.6586, 500
1, 86598.5, 289.532, 365.137, 104.634, 118.849, 1523.37, 0.772, 500
2, 86533.2, 296.925, 352.81, 86.6216, 165.049, 1565.41, 0.804, 500
3, 86472.1, 298.576, 341.709, 74.3498, 204.63, 1608.59, 0.8142, 500
4, 86414.4, 296.609, 331.312, 64.3437, 240.414, 1652.92, 0.8432, 500
5, 86359.5, 292.167, 320.912, 58.4242, 270.621, 1698.36, 0.8594, 500
6, 86306.9, 286.317, 311.383, 53.1911, 297.391, 1744.78, 0.8578, 500
7, 86256.4, 279.56, 301.906, 49.1108, 320.929, 1792.07, 0.8626, 500
8, 86207.8, 272.247, 292.869, 45.2464, 341.745, 1840.06, 0.857, 500
9, 86161, 264.584, 282.645, 43.4194, 359.685, 1888.62, 0.8812, 500
10, 86115.9, 256.762, 273.008, 42.163, 374.513, 1937.61, 0.879, 500
11, 86072.4, 248.975, 263.234, 40.5671, 387.972, 1986.87, 0.892, 500
12, 86030.4, 241.152, 254.068, 37.618, 400.47, 2036.28, 0.8856, 500
13, 85990.1, 233.201, 244.321, 36.8901, 409.735, 2085.72, 0.895, 500
14, 85951.3, 225.375, 235.438, 35.3071, 417.488, 2135.08, 0.892, 500
15, 85914, 217.653, 226.653, 33.0377, 424.458, 2184.23, 0.8862, 500
16, 85878.2, 209.934, 217.385, 31.227, 430.199, 2233.1, 0.8988, 500
17, 85843.9, 202.217, 208.659, 29.9726, 433.681, 2281.59, 0.8878, 500
18, 85811, 194.655, 200.155, 29.1547, 435.424, 2329.61, 0.9044, 500
19, 85779.4, 187.308, 191.19, 27.2015, 437.792, 2377.09, 0.8928, 500
20, 85749.3, 179.916, 182.646, 26.1771, 437.951, 2423.96, 0.9068, 500
21, 85720.6, 172.675, 174.909, 25.2122, 436.439, 2470.16, 0.891, 500
22, 85693.1, 165.675, 167, 24.2619, 434.365, 2515.63, 0.8998, 500
23, 85666.8, 158.848, 159.906, 22.5394, 431.629, 2560.32, 0.9068, 500
24, 85641.7, 152.165, 152.252, 21.5903, 428.138, 2604.18, 0.9002, 500
25, 85617.8, 145.629, 145.12, 21.088, 423.207, 2647.18, 0.909, 500
26, 85594.9, 139.345, 138.693, 19.5995, 418.148, 2689.28, 0.8878, 500
27, 85573.2, 133.224, 132.204, 17.8202, 413.11, 2730.45, 0.883, 500
28, 85552.6, 127.186, 125.983, 16.8508, 406.722, 2770.68, 0.894, 500
29, 85533, 121.363, 119.23, 16.0983, 400.41, 2809.93, 0.9144, 500
