Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86669.4, 273.317, 379.36, 131.179, 64.49, 1482.3, 0.6838, 500
1, 86598.3, 289.678, 365.158, 105.418, 118.044, 1523.37, 0.7548, 500
2, 86532.9, 297.153, 353.03, 86.8786, 164.602, 1565.41, 0.7848, 500
3, 86471.8, 298.825, 342.575, 73.4722, 204.715, 1608.59, 0.8152, 500
4, 86414.1, 296.807, 332.091, 64.9937, 239.102, 1652.93, 0.8378, 500
5, 86359, 292.523, 322.373, 58.6497, 269.083, 1698.37, 0.8472, 500
6, 86306.2, 286.835, 313.619, 52.3118, 296.243, 1744.81, 0.8464, 500
7, 86255.5, 280.162, 303.415, 49.1153, 319.713, 1792.11, 0.8644, 500
8, 86206.7, 272.938, 293.505, 47.2268, 339.526, 1840.13, 0.8794, 500
9, 86159.5, 265.498, 283.882, 45.7397, 356.634, 1888.72, 0.8764, 500
10, 86113.9, 257.984, 274.164, 44.0625, 372.111, 1937.73, 0.878, 500
11, 86070, 250.374, 265.419, 41.2942, 385.911, 1987.04, 0.8626, 500
12, 86027.6, 242.673, 256.063, 39.3371, 397.826, 2036.52, 0.8814, 500
13, 85986.8, 234.929, 246.847, 37.0177, 408.38, 2086.03, 0.8744, 500
14, 85947.6, 227.122, 238.545, 34.5592, 416.68, 2135.48, 0.8692, 500
15, 85909.9, 219.374, 229.223, 33.268, 423.447, 2184.75, 0.8874, 500
16, 85873.7, 211.696, 220.132, 32.3642, 428.321, 2233.74, 0.8894, 500
17, 85838.9, 204.16, 210.876, 31.1242, 432.527, 2282.37, 0.8898, 500
18, 85805.6, 196.671, 202.106, 30.1307, 434.942, 2330.56, 0.8942, 500
19, 85773.6, 189.323, 194.834, 28.0887, 435.935, 2378.21, 0.8688, 500
20, 85742.9, 182.149, 186.552, 27.1818, 435.926, 2425.27, 0.8894, 500
21, 85713.5, 175.135, 178.878, 25.5092, 435.299, 2471.68, 0.8822, 500
22, 85685.4, 168.228, 171.49, 24.0452, 433.486, 2517.37, 0.8804, 500
23, 85658.5, 161.475, 164.512, 22.6813, 430.543, 2562.3, 0.871, 500
24, 85632.8, 154.917, 157.298, 21.4997, 427.11, 2606.42, 0.8924, 500
25, 85608.2, 148.51, 149.791, 20.6291, 423.192, 2649.7, 0.8998, 500
26, 85584.8, 142.225, 142.583, 19.4661, 418.864, 2692.1, 0.8958, 500
27, 85562.5, 136.041, 136.23, 17.9692, 413.665, 2733.6, 0.8792, 500
28, 85541.3, 130.01, 129.825, 17.2882, 407.397, 2774.16, 0.8858, 500
29, 85521.1, 124.207, 123.213, 16.3339, 401.358, 2813.77, 0.8936, 500
