Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 88959.3, 4.32229, 5.529, 1.89814, 1.6, 27.3357, 0.881, 500
1, 88958.3, 4.51837, 5.14919, 1.4357, 2.66571, 27.9805, 0.8466, 500
2, 88957.3, 4.55495, 4.73397, 1.19449, 3.56531, 28.6413, 0.8482, 500
3, 88956.5, 4.49048, 4.32352, 0.942469, 4.46064, 29.3194, 0.8642, 500
4, 88955.7, 4.3443, 3.99336, 0.815097, 5.14202, 30.0142, 0.8772, 500
5, 88955, 4.16202, 3.79632, 0.80384, 5.52474, 30.7249, 0.857, 500
6, 88954.4, 3.98645, 3.63784, 0.825714, 5.78011, 31.4481, 0.8562, 500
7, 88953.7, 3.82648, 3.4461, 0.762592, 6.10725, 32.1798, 0.8526, 500
8, 88953.1, 3.66211, 3.34577, 0.703958, 6.31102, 32.9167, 0.8312, 500
9, 88952.6, 3.50792, 3.16948, 0.690963, 6.51023, 33.6567, 0.8008, 500
10, 88952, 3.35753, 3.0942, 0.701563, 6.54521, 34.3975, 0.8276, 500
11, 88951.5, 3.22798, 2.90324, 0.761756, 6.6277, 35.1361, 0.7992, 500
12, 88950.9, 3.10567, 2.82778, 0.682724, 6.70429, 35.8713, 0.8188, 500
13, 88950.4, 2.98575, 2.67059, 0.661025, 6.78541, 36.6009, 0.7744, 500
14, 88950, 2.86428, 2.48858, 0.627536, 6.89074, 37.3236, 0.7966, 500
15, 88949.5, 2.73633, 2.30879, 0.632785, 6.93854, 38.0383, 0.7968, 500
16, 88949.1, 2.60905, 2.22696, 0.638031, 6.86293, 38.7441, 0.7504, 500
17, 88948.7, 2.49629, 2.12614, 0.609495, 6.84272, 39.4389, 0.807, 500
18, 88948.3, 2.38761, 2.03376, 0.572144, 6.79396, 40.1231, 0.7842, 500
19, 88947.9, 2.28214, 2.01969, 0.536835, 6.67868, 40.7945, 0.7288, 500
20, 88947.6, 2.19071, 1.93281, 0.567858, 6.55163, 41.4542, 0.7362, 500
21, 88947.2, 2.10959, 1.87609, 0.550682, 6.46365, 42.1008, 0.8036, 500
22, 88946.9, 2.03415, 1.82743, 0.575283, 6.29196, 42.7358, 0.7446, 500
23, 88946.5, 1.97036, 1.73832, 0.565951, 6.19254, 43.3568, 0.7474, 500
24, 88946.2, 1.90526, 1.65398, 0.588614, 6.07021, 43.9638, 0.7636, 500
25, 88945.9, 1.84438, 1.59567, 0.566141, 5.95663, 44.5575, 0.7212, 500
26, 88945.6, 1.78414, 1.58991, 0.531236, 5.80115, 45.1374, 0.7336, 500
27, 88945.3, 1.73015, 1.5054, 0.565269, 5.66679, 45.7033, 0.7578, 500
28, 88945, 1.67974, 1.48792, 0.555854, 5.51202, 46.256, 0.738, 500
29, 88944.7, 1.63558, 1.44015, 0.519453, 5.4183, 46.7957, 0.7394, 500
