Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 69292.9, 1907.14, 3115, 1335, 0, 13350, 1, 0
0, 1, 68797.9, 2020.66, 3156.5, 1248.07, 109, 13667.9, 0.04, 500
0, 2, 68311.5, 2102.93, 3206.93, 1190.16, 198.214, 13990.3, 0.14, 500
0, 3, 67829.4, 2164.48, 3265.27, 1134.33, 288.056, 14318.5, 0.1, 500
0, 4, 67350.4, 2210.59, 3329.07, 1082.17, 374.481, 14653.3, 0.06, 500
0, 5, 66873.5, 2245.36, 3396.76, 1038.51, 450.732, 14995.2, 0.12, 500
0, 6, 66397.4, 2272.37, 3466.48, 1012.05, 507.537, 15344.2, 0.02, 500
0, 7, 65920.1, 2295.21, 3520.01, 991.105, 573.284, 15700.3, 0.2, 500
0, 8, 65442.8, 2313.49, 3562.91, 978.024, 639.335, 16063.5, 0.4, 500
0, 9, 64965.8, 2327.79, 3624.3, 938.975, 709.669, 16433.5, 0.06, 500
0, 10, 64489.9, 2338.09, 3682.32, 920.573, 758.978, 16810.1, 0.14, 500
0, 11, 64013.4, 2346.94, 3746.63, 906.103, 793.765, 17193.1, 0, 500
0, 12, 63535.4, 2355.62, 3786.58, 886.197, 854.068, 17582.2, 0.32, 500
0, 13, 63058.8, 2361.04, 3840.9, 856.235, 906.063, 17976.9, 0.04, 500
0, 14, 62583.4, 2364.27, 3891.09, 845.737, 938.344, 18377.2, 0.06, 500
0, 15, 62107.6, 2367.25, 3938.15, 819.184, 985.32, 18782.5, 0.04, 500
0, 16, 61633.3, 2368.06, 3988.27, 796.706, 1020.94, 19192.7, 0, 500
0, 17, 61159.9, 2367.83, 4024.93, 794.882, 1045.02, 19607.4, 0.12, 500
0, 18, 60686.8, 2367.42, 4048.93, 793.174, 1077.37, 20026.4, 0.24, 500
0, 19, 60215.1, 2365.61, 4056.16, 816.564, 1097.42, 20449.2, 0.48, 500
0, 20, 59744.1, 2363.45, 4094.62, 801.175, 1121.03, 20875.6, 0.04, 500
0, 21, 59274.6, 2360.26, 4121.03, 804.755, 1133.96, 21305.4, 0.12, 500
0, 22, 58806, 2356.86, 4148.1, 792.888, 1157.96, 21738.2, 0.1, 500
0, 23, 58339.6, 2351.88, 4158.77, 809.665, 1166.25, 22173.9, 0.32, 500
0, 24, 57874.3, 2346.76, 4180.98, 791.945, 1193.94, 22612.1, 0.14, 500
0, 25, 57412.4, 2339.38, 4189.89, 811.183, 1194.66, 23052.5, 0.24, 500
0, 26, 56951.5, 2332.37, 4215.12, 796.604, 1209.33, 23495.1, 0.02, 500
0, 27, 56493.3, 2324.04, 4228.57, 788.646, 1225.95, 23939.5, 0.14, 500
0, 28, 56038.4, 2314.19, 4249.9, 789.757, 1222.38, 24385.4, 0.02, 500
0, 29, 55585.1, 2304.67, 4262.32, 789.197, 1226.07, 24832.7, 0.12, 500
0, 30, 55134.4, 2294.44, 4273.52, 780.106, 1236.49, 25281.1, 0.08, 500
1, 0, 69292.9, 1907.14, 3115, 1335, 0, 13350, 1, 0
1, 1, 68797.9, 2020.66, 3140.5, 1268.07, 105, 13667.9, 0.24, 500
1, 2, 68311.1, 2103.37, 3186.07, 1219.73, 189.5, 13990.3, 0.22, 500
1, 3, 67828, 2165.79, 3243.97, 1167.81, 275.964, 14318.5, 0.1, 500
1, 4, 67347.7, 2212.95, 3308.46, 1112.34, 365.253, 14653.3, 0.12, 500
1, 5, 66869.8, 2248.26, 3381.96, 1068.67, 436.163, 14995.2, 0, 500
1, 6, 66392, 2276.32, 3451.15, 1018.23, 518.009, 15344.2, 0.06, 500
1, 7, 65915.8, 2297.35, 3513.32, 977.079, 596.008, 15700.5, 0.12, 500
1, 8, 65440.7, 2312.98, 3584, 944.129, 654.436, 16063.8, 0, 500
1, 9, 64965, 2326.02, 3638.82, 936.47, 699.691, 16434, 0.18, 500
1, 10, 64487.9, 2337.92, 3695.54, 916.141, 751.713, 16810.8, 0.08, 500
1, 11, 64010.5, 2347.7, 3742.89, 905.977, 799.019, 17193.9, 0.2, 500
1, 12, 63532.9, 2355.81, 3797.21, 886.126, 844.946, 17583, 0.08, 500
1, 13, 63055.3, 2362.25, 3846.8, 871.18, 886.593, 17977.9, 0.14, 500
1, 14, 62577.8, 2367.32, 3901.74, 838.688, 936.265, 18378.2, 0.02, 500
1, 15, 62101.6, 2370.01, 3953.47, 818.821, 972.389, 18783.7, 0.02, 500
1, 16, 61625.9, 2371.72, 3998.88, 802.534, 1006.93, 19194, 0.06, 500
1, 17, 61151, 2372.32, 4020.29, 821.514, 1026.01, 19608.9, 0.32, 500
1, 18, 60675.7, 2373.11, 4035.25, 842.173, 1045.72, 20028, 0.4, 500
1, 19, 60200.7, 2373.51, 4075.25, 835.405, 1064.03, 20451.1, 0.06, 500
