S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88593.2, 43.1723, 62.19, 17.0814, 11, 273.357, 79.2714, 0, 89000, 2, 0.001, 500
88581.9, 45.8105, 58.792, 11.4517, 22.2143, 279.805, 70.2436, 0, 89000, 2, 0.001, 500
88571.9, 46.6361, 55.006, 6.38232, 33.6276, 286.409, 61.3883, 0, 89000, 2, 0.001, 500
88563.2, 46.0365, 56.6061, 8.7246, 32.2256, 293.196, 65.3307, 0, 89000, 2, 0.001, 500
88553.9, 46.1163, 54.0079, 7.86361, 37.9238, 300.164, 61.8715, 0, 89000, 2, 0.001, 500
88545.1, 45.6875, 52.6065, 4.0689, 45.2149, 307.293, 56.6754, 0, 89000, 2, 0.001, 500
88537.1, 44.6051, 50.2451, 5.51952, 47.9853, 314.571, 55.7646, 0, 89000, 2, 0.001, 500
88529.1, 43.609, 49.9009, 4.80157, 50.5578, 321.981, 54.7025, 0, 89000, 2, 0.001, 500
88521.4, 42.6605, 46.4418, 2.07515, 57.9465, 329.5, 48.517, 0, 89000, 2, 0.001, 500
88514.5, 41.0221, 45.097, 2.48655, 59.8075, 337.104, 47.5836, 0, 89000, 2, 0.001, 500
88507.7, 39.5783, 45.6189, 4.77027, 57.5355, 344.775, 50.3892, 0, 89000, 2, 0.001, 500
88500.6, 38.8213, 47.9014, 6.80424, 53.4258, 352.484, 54.7056, 0, 89000, 2, 0.001, 500
88492.8, 38.8282, 47.9148, 6.64749, 53.6097, 360.208, 54.5623, 0, 89000, 2, 0.001, 500
88485, 38.8128, 49.9283, 5.50237, 52.7804, 367.934, 55.4307, 0, 89000, 2, 0.001, 500
88477.2, 38.9231, 48.7958, 6.43811, 53.0104, 375.664, 55.2339, 0, 89000, 2, 0.001, 500
88469.3, 38.9827, 49.7596, 7.31363, 51.2239, 383.395, 57.0732, 0, 89000, 2, 0.001, 500
88461.2, 39.2908, 45.6629, 5.13019, 57.5651, 391.131, 50.7931, 0, 89000, 2, 0.001, 500
88454, 38.6449, 47.902, 4.1212, 56.4533, 398.871, 52.0232, 0, 89000, 2, 0.001, 500
88446.6, 38.3022, 47.8907, 5.14552, 55.4209, 406.619, 53.0362, 0, 89000, 2, 0.001, 500
88439.1, 38.1713, 46.8323, 5.07611, 56.4623, 414.366, 51.9084, 0, 89000, 2, 0.001, 500
88431.7, 37.9058, 48.8311, 5.00381, 54.4293, 422.107, 53.8349, 0, 89000, 2, 0.001, 500
88424.1, 37.9662, 41.6499, 3.92074, 62.5415, 429.84, 45.5707, 0, 89000, 2, 0.001, 500
88417.6, 36.8409, 42.9902, 4.91866, 60.0742, 437.562, 47.9089, 0, 89000, 2, 0.001, 500
88410.8, 36.2721, 40.0772, 5.77778, 61.7832, 445.275, 45.855, 0, 89000, 2, 0.001, 500
88404.3, 35.525, 36.2926, 6.54141, 64.3701, 452.964, 42.8341, 0, 89000, 2, 0.001, 500
88398.2, 34.4982, 36.6738, 6.20567, 63.7722, 460.621, 42.8795, 0, 89000, 2, 0.001, 500
88392.1, 33.6828, 36.884, 4.8323, 64.2171, 468.239, 41.7163, 0, 89000, 2, 0.001, 500
88386.2, 32.865, 35.965, 3.5081, 65.6301, 475.806, 39.4731, 0, 89000, 2, 0.001, 500
88380.6, 31.8921, 32.9972, 3.22942, 67.9423, 483.313, 36.2266, 0, 89000, 2, 0.001, 500
88375.5, 30.6529, 35.1051, 3.91227, 64.0893, 490.754, 39.0174, 0, 89000, 2, 0.001, 500
88593.2, 43.1723, 59.19, 18.0814, 13, 273.357, 77.2714, 1, 89000, 2, 0.001, 500
88582.2, 45.5261, 61.0063, 13.3802, 18.0714, 279.805, 74.3865, 1, 89000, 2, 0.001, 500
88571.6, 46.9977, 57.0223, 11.1561, 26.7806, 286.409, 68.1784, 1, 89000, 2, 0.001, 500
88561.9, 47.291, 56.529, 9.17907, 31.8677, 293.192, 65.708, 1, 89000, 2, 0.001, 500
88552.6, 47.1735, 53.1119, 8.36088, 38.5914, 300.162, 61.4728, 1, 89000, 2, 0.001, 500
