S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88593.2, 43.1723, 54.19, 23.0814, 13, 273.357, 77.2714, 0, 89000, 2, 0.001, 500
88582.2, 45.5261, 46.3634, 21.0231, 25.0714, 279.805, 67.3865, 0, 89000, 2, 0.001, 500
88572.6, 46.0024, 39.4254, 19.253, 36.2806, 286.409, 58.6784, 0, 89000, 2, 0.001, 500
88564.3, 45.1443, 39.0496, 16.6379, 41.6891, 293.192, 55.6876, 0, 89000, 2, 0.001, 500
88556.4, 44.0318, 34.5806, 17.1582, 47.7113, 300.148, 51.7387, 0, 89000, 2, 0.001, 500
88549, 42.5799, 34.275, 11.5745, 55.3034, 307.251, 45.8495, 0, 89000, 2, 0.001, 500
88542.5, 40.5806, 34.7879, 11.3025, 56.3531, 314.476, 46.0905, 0, 89000, 2, 0.001, 500
88535.9, 39.015, 35.9844, 12.9301, 54.3279, 321.794, 48.9144, 0, 89000, 2, 0.001, 500
88529, 38.1633, 33.8762, 10.3474, 59.4474, 329.168, 44.2235, 0, 89000, 2, 0.001, 500
88522.7, 36.8149, 35.7993, 8.89808, 59.2011, 336.573, 44.6974, 0, 89000, 2, 0.001, 500
88516.4, 35.803, 32.3963, 7.47139, 63.9725, 343.995, 39.8677, 0, 89000, 2, 0.001, 500
88510.7, 34.3068, 32.0947, 8.0859, 63.403, 351.412, 40.1806, 0, 89000, 2, 0.001, 500
88505, 33.154, 29.6052, 6.56675, 66.8742, 358.811, 36.1719, 0, 89000, 2, 0.001, 500
88499.9, 31.6619, 28.1321, 7.08694, 67.0975, 366.171, 35.219, 0, 89000, 2, 0.001, 500
88494.8, 30.3325, 26.5553, 6.48044, 68.3048, 373.479, 33.0358, 0, 89000, 2, 0.001, 500
88490.2, 28.9586, 24.9051, 6.8375, 68.4259, 380.718, 31.7426, 0, 89000, 2, 0.001, 500
88485.6, 27.6756, 23.1803, 7.08663, 68.5383, 387.873, 30.267, 0, 89000, 2, 0.001, 500
88481.3, 26.4393, 21.3992, 5.24097, 70.6427, 394.93, 26.6402, 0, 89000, 2, 0.001, 500
88477.6, 24.935, 15.5722, 6.45298, 73.5968, 401.879, 22.0251, 0, 89000, 2, 0.001, 500
88474.4, 23.076, 15.9508, 6.48815, 71.3399, 408.709, 22.4389, 0, 89000, 2, 0.001, 500
88471.2, 21.6474, 15.0421, 5.40927, 71.2442, 415.408, 20.4513, 0, 89000, 2, 0.001, 500
88468.3, 20.2222, 14.9983, 5.32174, 69.1553, 421.957, 20.32, 0, 89000, 2, 0.001, 500
88465.5, 19.0633, 13.7581, 6.15495, 67.2157, 428.348, 19.913, 0, 89000, 2, 0.001, 500
88462.6, 18.0783, 13.4442, 6.85911, 64.4145, 434.572, 20.3033, 0, 89000, 2, 0.001, 500
88459.7, 17.3456, 13.0149, 7.45387, 61.8135, 440.623, 20.4687, 0, 89000, 2, 0.001, 500
88456.8, 16.7828, 9.51362, 5.96218, 64.3983, 446.501, 15.4758, 0, 89000, 2, 0.001, 500
88454.6, 15.6236, 9.18367, 6.54328, 61.7984, 452.206, 15.7269, 0, 89000, 2, 0.001, 500
88452.4, 14.7318, 10.715, 6.01332, 58.3842, 457.743, 16.7283, 0, 89000, 2, 0.001, 500
88450, 14.1605, 12.0121, 6.4677, 54.2139, 463.109, 18.4798, 0, 89000, 2, 0.001, 500
88447.4, 13.9521, 12.1366, 6.85535, 51.3415, 468.301, 18.9919, 0, 89000, 2, 0.001, 500
88593.2, 43.1723, 57.19, 22.0814, 11, 273.357, 79.2714, 1, 89000, 2, 0.001, 500
88581.9, 45.8105, 49.1491, 21.0945, 22.2143, 279.805, 70.2436, 1, 89000, 2, 0.001, 500
88571.9, 46.6361, 45.0519, 21.3364, 28.6276, 286.409, 66.3883, 1, 89000, 2, 0.001, 500
88562.5, 46.7473, 37.363, 20.6105, 39.5827, 293.196, 57.9735, 1, 89000, 2, 0.001, 500
88554.3, 45.6391, 35.2388, 18.9432, 45.7554, 300.164, 54.182, 1, 89000, 2, 0.001, 500
88546.6, 44.2128, 34.1112, 16.3285, 51.4871, 307.303, 50.4397, 1, 89000, 2, 0.001, 500
88539.4, 42.5392, 28.8645, 13.8149, 60.8095, 314.583, 42.6794, 1, 89000, 2, 0.001, 500
88533.3, 40.0969, 28.7583, 14.3805, 61.466, 321.975, 43.1387, 1, 89000, 2, 0.001, 500
88527.2, 38.2078, 30.3177, 14.7591, 60.0755, 329.447, 45.0768, 1, 89000, 2, 0.001, 500
88520.8, 36.9716, 31.5012, 14.9974, 58.7844, 336.958, 46.4986, 1, 89000, 2, 0.001, 500
88514.2, 36.1842, 31.4271, 13.1444, 60.5855, 344.478, 44.5716, 1, 89000, 2, 0.001, 500
88507.8, 35.2799, 26.2481, 11.3766, 67.258, 351.989, 37.6247, 1, 89000, 2, 0.001, 500
88502.5, 33.5692, 25.3125, 10.6808, 68.4539, 359.481, 35.9932, 1, 89000, 2, 0.001, 500
88497.4, 31.9685, 26.2041, 7.932, 69.5643, 366.942, 34.1361, 1, 89000, 2, 0.001, 500
88492.5, 30.4238, 20.808, 6.28354, 75.5954, 374.349, 27.0915, 1, 89000, 2, 0.001, 500
88488.7, 28.1872, 19.581, 5.66015, 76.1957, 381.683, 25.2412, 1, 89000, 2, 0.001, 500
88485.1, 26.1349, 20.1286, 4.94708, 74.7532, 388.929, 25.0757, 1, 89000, 2, 0.001, 500
88481.5, 24.4695, 20.3497, 4.16182, 73.4137, 396.06, 24.5116, 1, 89000, 2, 0.001, 500
88478.1, 23.0568, 16.3219, 5.33271, 74.1698, 403.054, 21.6546, 1, 89000, 2, 0.001, 500
88475, 21.5208, 14.384, 4.33522, 74.872, 409.899, 18.7192, 1, 89000, 2, 0.001, 500
88472.3, 19.8751, 11.3695, 5.31681, 74.524, 416.584, 16.6863, 1, 89000, 2, 0.001, 500
88470, 18.2697, 11.3399, 4.12954, 73.2009, 423.099, 15.4694, 1, 89000, 2, 0.001, 500
88467.8, 16.8125, 11.0877, 1.93075, 72.9722, 429.433, 13.0184, 1, 89000, 2, 0.001, 500
88465.9, 15.2987, 8.64944, 1.80159, 72.7599, 435.575, 10.451, 1, 89000, 2, 0.001, 500
88464.4, 13.723, 9.17344, 2.59083, 68.5628, 441.518, 11.7643, 1, 89000, 2, 0.001, 500
88462.8, 12.6489, 8.43941, 3.22915, 65.6654, 447.256, 11.6686, 1, 89000, 2, 0.001, 500
88461.1, 11.776, 9.60744, 3.75743, 60.9751, 452.78, 13.3649, 1, 89000, 2, 0.001, 500
88459.2, 11.3185, 8.56983, 1.1956, 61.6197, 458.09, 9.76542, 1, 89000, 2, 0.001, 500
88457.8, 10.4414, 7.54228, 0.789306, 60.2183, 463.189, 8.33159, 1, 89000, 2, 0.001, 500
88456.6, 9.53607, 8.46534, 0.359409, 56.917, 468.085, 8.82475, 1, 89000, 2, 0.001, 500
88593.2, 43.1723, 55.19, 22.0814, 13, 273.357, 77.2714, 2, 89000, 2, 0.001, 500
88582.2, 45.5261, 52.292, 21.0945, 19.0714, 279.805, 73.3865, 2, 89000, 2, 0.001, 500
88571.8, 46.8555, 46.9305, 22.3193, 25.7092, 286.409, 69.2498, 2, 89000, 2, 0.001, 500
88561.9, 47.3296, 47.1381, 20.5364, 29.8728, 293.192, 67.6745, 2, 89000, 2, 0.001, 500
88552.3, 47.4839, 43.3972, 20.9093, 35.739, 300.16, 64.3065, 2, 89000, 2, 0.001, 500
88543.2, 47.1276, 37.9452, 17.2648, 47.1863, 307.306, 55.21, 2, 89000, 2, 0.001, 500
88535.3, 45.5487, 37.8327, 16.8593, 49.8158, 314.62, 54.6919, 2, 89000, 2, 0.001, 500
88527.6, 44.2113, 34.5071, 17.388, 54.2575, 322.085, 51.8951, 2, 89000, 2, 0.001, 500
88520.2, 42.7433, 31.2319, 16.7986, 59.382, 329.667, 48.0306, 2, 89000, 2, 0.001, 500
88513.4, 41.0191, 31.9851, 15.1633, 61.1404, 337.339, 47.1485, 2, 89000, 2, 0.001, 500
88506.7, 39.514, 34.4432, 13.5414, 60.7733, 345.074, 47.9845, 2, 89000, 2, 0.001, 500
88499.8, 38.4281, 34.5149, 10.945, 63.4323, 352.843, 45.4599, 2, 89000, 2, 0.001, 500
88493.4, 37.2003, 28.4295, 12.4689, 67.9014, 360.621, 40.8984, 2, 89000, 2, 0.001, 500
88487.6, 35.5696, 28.6068, 13.8103, 66.0513, 368.392, 42.4171, 2, 89000, 2, 0.001, 500
88481.5, 34.4804, 29.5432, 10.958, 67.3334, 376.14, 40.5012, 2, 89000, 2, 0.001, 500
88475.8, 33.3365, 28.2602, 11.2441, 67.5238, 383.842, 39.5044, 2, 89000, 2, 0.001, 500
88470.2, 32.2794, 26.9088, 10.4411, 68.7007, 391.487, 37.3499, 2, 89000, 2, 0.001, 500
88464.9, 31.1275, 20.5058, 8.63211, 75.7935, 399.062, 29.1379, 2, 89000, 2, 0.001, 500
88460.7, 29.0395, 20.399, 8.88318, 74.3797, 406.557, 29.2822, 2, 89000, 2, 0.001, 500
88456.6, 27.3894, 20.0074, 8.99104, 73.0669, 413.962, 28.9985, 2, 89000, 2, 0.001, 500
88452.5, 26.0289, 20.4129, 7.99219, 71.8478, 421.252, 28.405, 2, 89000, 2, 0.001, 500
88448.4, 24.856, 15.5988, 8.98305, 73.7158, 428.413, 24.5819, 2, 89000, 2, 0.001, 500
88444.9, 23.3747, 14.9645, 6.83276, 74.4504, 435.434, 21.7972, 2, 89000, 2, 0.001, 500
88441.8, 21.7943, 17.168, 7.74719, 69.1325, 442.309, 24.9152, 2, 89000, 2, 0.001, 500
88438.3, 20.9724, 15.993, 5.50148, 70.1945, 449.027, 21.4944, 2, 89000, 2, 0.001, 500
88435.3, 19.8292, 13.7867, 5.36686, 70.1806, 455.576, 19.1536, 2, 89000, 2, 0.001, 500
88432.5, 18.5822, 13.5781, 6.17326, 67.1677, 461.957, 19.7513, 2, 89000, 2, 0.001, 500
88429.7, 17.6694, 13.2097, 5.84725, 65.37, 468.166, 19.057, 2, 89000, 2, 0.001, 500
88427, 16.8405, 12.7399, 6.48975, 62.7007, 474.196, 19.2296, 2, 89000, 2, 0.001, 500
88424.3, 16.2018, 13.1876, 6.03663, 60.2221, 480.048, 19.2242, 2, 89000, 2, 0.001, 500
88593.2, 43.1723, 57.19, 24.0814, 9, 273.357, 81.2714, 3, 89000, 2, 0.001, 500
88581.6, 46.0949, 54.1491, 19.9517, 18.3571, 279.805, 74.1008, 3, 89000, 2, 0.001, 500
88571.1, 47.412, 47.7346, 17.2922, 30.0459, 286.409, 65.0269, 3, 89000, 2, 0.001, 500
88561.9, 47.1744, 44.9627, 16.9018, 35.8998, 293.2, 61.8645, 3, 89000, 2, 0.001, 500
88553.1, 46.5338, 40.3555, 15.525, 44.3355, 300.183, 55.8805, 3, 89000, 2, 0.001, 500
88545.1, 45.1699, 34.9877, 12.2081, 55.1687, 307.342, 47.1958, 3, 89000, 2, 0.001, 500
88538.4, 42.8437, 32.8123, 10.0463, 61.2281, 314.653, 42.8586, 3, 89000, 2, 0.001, 500
88532.3, 40.3659, 34.4667, 8.89931, 61.8546, 322.088, 43.366, 3, 89000, 2, 0.001, 500
88526.2, 38.4553, 29.656, 9.6856, 66.4364, 329.604, 39.3416, 3, 89000, 2, 0.001, 500
88520.6, 36.3545, 27.9215, 8.30109, 69.691, 337.159, 36.2226, 3, 89000, 2, 0.001, 500
88515.4, 34.2304, 26.0167, 7.88942, 71.7131, 344.725, 33.9061, 3, 89000, 2, 0.001, 500
88510.6, 32.2017, 24.9506, 4.37972, 75.5907, 352.269, 29.3304, 3, 89000, 2, 0.001, 500
88506.4, 29.9284, 25.6767, 3.99898, 74.1914, 359.763, 29.6757, 3, 89000, 2, 0.001, 500
88502.2, 28.1586, 21.0326, 4.50904, 76.892, 367.182, 25.5417, 3, 89000, 2, 0.001, 500
88498.6, 26.1553, 20.4725, 3.87648, 76.3997, 374.499, 24.349, 3, 89000, 2, 0.001, 500
88495.1, 24.383, 19.6719, 3.1689, 75.9426, 381.695, 22.8408, 3, 89000, 2, 0.001, 500
88491.9, 22.7509, 20.6804, 4.40554, 71.5181, 388.751, 25.0859, 3, 89000, 2, 0.001, 500
88488.3, 21.764, 22.3883, 5.45591, 66.4097, 395.652, 27.8442, 3, 89000, 2, 0.001, 500
88484.4, 21.366, 21.8361, 3.37204, 66.6661, 402.384, 25.2082, 3, 89000, 2, 0.001, 500
88480.8, 20.6731, 20.2676, 3.41314, 65.9043, 408.947, 23.6808, 3, 89000, 2, 0.001, 500
88477.4, 19.9017, 20.7142, 2.40973, 64.1968, 415.345, 23.1239, 3, 89000, 2, 0.001, 500
88474.1, 19.2054, 19.0209, 1.43171, 64.6113, 421.583, 20.4526, 3, 89000, 2, 0.001, 500
88471.2, 18.2689, 19.351, 1.48177, 61.9962, 427.659, 20.8328, 3, 89000, 2, 0.001, 500
88468.3, 17.5735, 18.5264, 1.47206, 60.5679, 433.575, 19.9985, 3, 89000, 2, 0.001, 500
88465.4, 16.8987, 18.6634, 1.42133, 58.2416, 439.33, 20.0847, 3, 89000, 2, 0.001, 500
88462.6, 16.3709, 17.6961, 2.33372, 56.0815, 444.924, 20.0298, 3, 89000, 2, 0.001, 500
88459.7, 15.9409, 17.724, 3.14929, 53.0757, 450.361, 20.8733, 3, 89000, 2, 0.001, 500
88456.8, 15.7165, 15.6898, 3.88079, 52.2846, 455.643, 19.5705, 3, 89000, 2, 0.001, 500
88454, 15.3519, 15.7694, 3.54658, 50.55, 460.776, 19.3159, 3, 89000, 2, 0.001, 500
88451.3, 15.024, 12.7923, 3.21437, 51.9393, 465.766, 16.0066, 3, 89000, 2, 0.001, 500
88593.2, 43.1723, 59.19, 27.0814, 4, 273.357, 86.2714, 4, 89000, 2, 0.001, 500
88580.9, 46.806, 50.0063, 24.7374, 17.7143, 279.805, 74.7436, 4, 89000, 2, 0.001, 500
88570.3, 48.0722, 44.9872, 24.7788, 25.449, 286.409, 69.766, 4, 89000, 2, 0.001, 500
88560.4, 48.3762, 42.5039, 19.8932, 35.6312, 293.21, 62.3971, 4, 89000, 2, 0.001, 500
88551.5, 47.5708, 42.2406, 19.3748, 39.0861, 300.212, 61.6154, 4, 89000, 2, 0.001, 500
88542.8, 46.8145, 41.8833, 17.8452, 43.2942, 307.405, 59.7285, 4, 89000, 2, 0.001, 500
88534.3, 45.9404, 39.4457, 14.3794, 51.2018, 314.764, 53.8251, 4, 89000, 2, 0.001, 500
88526.6, 44.4014, 37.0598, 12.1087, 57.5445, 322.266, 49.1685, 4, 89000, 2, 0.001, 500
88519.6, 42.5078, 31.6289, 11.9079, 64.4342, 329.888, 43.5367, 4, 89000, 2, 0.001, 500
