Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 87373.5, 172.013, 233.12, 77.4457, 50.52, 1093.43, 0.764, 500
1, 87329.9, 181.166, 219.76, 59.3647, 90.5714, 1119.22, 0.8332, 500
2, 87290.8, 184.06, 208.827, 47.8543, 122.842, 1145.63, 0.8606, 500
3, 87254.8, 183.212, 198.989, 39.7698, 150.468, 1172.74, 0.8698, 500
4, 87221.4, 180.009, 189.785, 34.6418, 173.64, 1200.54, 0.8916, 500
5, 87190, 175.428, 181.32, 30.328, 193.987, 1228.97, 0.8976, 500
6, 87160.3, 169.963, 172.719, 27.0773, 211.951, 1257.95, 0.8916, 500
7, 87132.4, 163.922, 165.656, 24.601, 226.072, 1287.36, 0.8968, 500
8, 87105.8, 157.747, 158.163, 22.7191, 238.494, 1317.09, 0.9018, 500
9, 87080.5, 151.488, 151.08, 21.5412, 248.348, 1347.05, 0.8958, 500
10, 87056.4, 145.319, 144.267, 20.5918, 256.339, 1377.12, 0.897, 500
11, 87033.3, 139.292, 137.787, 19.1401, 263.249, 1407.2, 0.8974, 500
12, 87011.4, 133.356, 131.276, 17.9104, 268.836, 1437.22, 0.8872, 500
13, 86990.6, 127.521, 125.479, 17.5325, 271.823, 1467.08, 0.911, 500
14, 86970.6, 121.986, 119.859, 16.9914, 273.857, 1496.71, 0.9056, 500
15, 86951.5, 116.693, 114.146, 15.9469, 275.676, 1526.04, 0.8912, 500
16, 86933.3, 111.511, 108.459, 15.2194, 276.445, 1555.03, 0.9144, 500
17, 86916.1, 106.467, 102.894, 13.9329, 277.019, 1583.61, 0.9032, 500
18, 86899.8, 101.472, 97.6095, 12.8957, 276.502, 1611.74, 0.9076, 500
19, 86884.4, 96.5913, 92.8635, 12.9529, 273.842, 1639.38, 0.908, 500
20, 86869.6, 92.0302, 88.4532, 12.2432, 271.161, 1666.5, 0.9074, 500
21, 86855.6, 87.6649, 84.3693, 11.9005, 267.433, 1693.06, 0.9002, 500
22, 86842.2, 83.5532, 79.836, 11.1203, 264.3, 1719.04, 0.8986, 500
23, 86829.5, 79.5211, 75.8709, 10.5292, 260.192, 1744.42, 0.8968, 500
24, 86817.4, 75.6586, 71.8945, 9.8084, 256.037, 1769.17, 0.9032, 500
25, 86806, 71.9124, 68.4914, 9.17731, 251.078, 1793.3, 0.9112, 500
26, 86795.2, 68.3517, 64.6969, 8.86653, 246.084, 1816.78, 0.901, 500
27, 86785, 64.93, 61.0749, 8.66431, 240.747, 1839.61, 0.915, 500
28, 86775.3, 61.6586, 57.8326, 8.27123, 235.191, 1861.79, 0.9076, 500
29, 86766.1, 58.534, 54.2139, 7.91994, 229.971, 1883.31, 0.9032, 500
