Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86154.8, 299.841, 419.56, 145.21, 67.13, 1913.5, 0.6468, 500
1, 86076.7, 317.975, 405.189, 117.308, 124.235, 1958.64, 0.7288, 500
2, 86004.5, 326.571, 392.204, 100.268, 171.661, 2004.83, 0.7984, 500
3, 85936.5, 329.242, 380.819, 86.8799, 214.31, 2052.27, 0.8176, 500
4, 85872, 327.908, 369.761, 77.8587, 251.522, 2100.98, 0.8472, 500
5, 85810.3, 324.024, 359.367, 70.7718, 284.646, 2150.92, 0.847, 500
6, 85751, 318.465, 350.001, 63.6181, 314.914, 2201.98, 0.8494, 500
7, 85694.1, 311.704, 340.526, 59.1019, 340.56, 2254.02, 0.8596, 500
8, 85639.1, 304.332, 330.882, 56.4526, 362.324, 2306.89, 0.8736, 500
9, 85585.9, 296.709, 321.644, 52.2102, 383.124, 2360.43, 0.8484, 500
10, 85534.5, 288.726, 311.978, 49.0634, 401.208, 2414.5, 0.8616, 500
11, 85485, 280.55, 302.456, 45.9325, 417.16, 2468.95, 0.8718, 500
12, 85437.1, 272.244, 292.659, 44.7246, 429.593, 2523.63, 0.8792, 500
13, 85390.9, 264.063, 282.549, 43.1946, 440.898, 2578.42, 0.8854, 500
14, 85346.2, 255.898, 272.486, 40.7431, 451.465, 2633.18, 0.8754, 500
15, 85303.3, 247.628, 262.748, 40.1067, 458.398, 2687.8, 0.8946, 500
16, 85261.9, 239.57, 253.538, 38.4897, 464.375, 2742.17, 0.8964, 500
17, 85221.9, 231.622, 244.398, 36.6246, 469.265, 2796.2, 0.8722, 500
18, 85183.4, 223.739, 235.638, 34.8359, 472.546, 2849.79, 0.8816, 500
19, 85146.5, 215.973, 225.941, 33.992, 474.763, 2902.87, 0.9002, 500
20, 85110.9, 208.304, 217.038, 32.0524, 476.321, 2955.34, 0.8856, 500
21, 85076.9, 200.672, 207.708, 30.9811, 476.569, 3007.16, 0.903, 500
22, 85044.3, 193.133, 199.426, 29.0785, 475.798, 3058.25, 0.896, 500
23, 85013.1, 185.699, 191.06, 27.4995, 474.062, 3108.56, 0.8924, 500
24, 84983.3, 178.383, 183.08, 26.0271, 471.181, 3158.03, 0.902, 500
25, 84954.8, 171.23, 175.457, 24.461, 467.455, 3206.62, 0.8984, 500
26, 84927.5, 164.245, 167.596, 23.3576, 462.995, 3254.29, 0.903, 500
27, 84901.5, 157.427, 159.64, 22.5839, 457.864, 3301, 0.9118, 500
28, 84876.7, 150.774, 152.116, 21.2064, 452.53, 3346.72, 0.902, 500
29, 84853, 144.232, 144.609, 20.1281, 446.566, 3391.43, 0.902, 500
