S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
88593.2, 43.1723, 60.19, 12.0814, 18, 273.357, 72.2714, 0, 89000, 2, 0.001, 500
88582.9, 44.8151, 59.9348, 12.8088, 19.7143, 279.805, 72.7436, 0, 89000, 2, 0.001, 500
88572.6, 46.1953, 55.9279, 8.5828, 30.3061, 286.409, 64.5107, 0, 89000, 2, 0.001, 500
88563.4, 46.1278, 57.4004, 9.74146, 30.1414, 293.182, 67.1418, 0, 89000, 2, 0.001, 500
88553.9, 46.4469, 58.7583, 7.81331, 32.9884, 300.131, 66.5716, 0, 89000, 2, 0.001, 500
88544.4, 46.6201, 58.0638, 7.04203, 36.6321, 307.242, 65.1058, 0, 89000, 2, 0.001, 500
88535.1, 46.5493, 55.4432, 6.33623, 42.0155, 314.509, 61.7794, 0, 89000, 2, 0.001, 500
88526.4, 46.019, 52.9999, 7.6766, 45.0144, 321.923, 60.6765, 0, 89000, 2, 0.001, 500
88517.7, 45.4371, 47.6568, 6.88941, 52.7991, 329.472, 54.5462, 0, 89000, 2, 0.001, 500
88510, 44.0998, 46.614, 7.12354, 55.0278, 337.14, 53.7375, 0, 89000, 2, 0.001, 500
88502.4, 42.9143, 47.4584, 5.2607, 57.0972, 344.909, 52.7191, 0, 89000, 2, 0.001, 500
88494.9, 41.8207, 45.0765, 5.4598, 60.0188, 352.753, 50.5363, 0, 89000, 2, 0.001, 500
88487.7, 40.635, 43.7116, 3.57905, 63.7318, 360.65, 47.2907, 0, 89000, 2, 0.001, 500
88481, 39.2249, 45.2783, 2.7615, 63.1795, 368.58, 48.0398, 0, 89000, 2, 0.001, 500
88474.2, 38.2028, 43.5356, 2.91775, 64.6667, 376.524, 46.4533, 0, 89000, 2, 0.001, 500
88467.6, 37.1592, 40.7743, 3.0015, 67.0476, 384.461, 43.7758, 0, 89000, 2, 0.001, 500
88461.3, 35.9436, 40.0641, 4.01666, 66.2585, 392.377, 44.0808, 0, 89000, 2, 0.001, 500
88455.1, 35.014, 40.2345, 3.88637, 65.5258, 400.259, 44.1209, 0, 89000, 2, 0.001, 500
88448.8, 34.2756, 39.2626, 3.70962, 65.8454, 408.09, 42.9722, 0, 89000, 2, 0.001, 500
88442.7, 33.5214, 37.2567, 4.50118, 66.1421, 415.863, 41.7579, 0, 89000, 2, 0.001, 500
88436.8, 32.7452, 34.2885, 4.19095, 68.4177, 423.57, 38.4795, 0, 89000, 2, 0.001, 500
88431.3, 31.6584, 34.4236, 4.85631, 66.5307, 431.206, 39.28, 0, 89000, 2, 0.001, 500
88425.7, 30.9023, 33.397, 3.40893, 67.7785, 438.764, 36.8059, 0, 89000, 2, 0.001, 500
88420.5, 29.9459, 30.3378, 4.01957, 68.9372, 446.234, 34.3574, 0, 89000, 2, 0.001, 500
88415.6, 28.833, 29.3632, 2.52922, 70.0131, 453.612, 31.8925, 0, 89000, 2, 0.001, 500
88411.1, 27.5925, 28.3025, 3.07853, 69.0122, 460.891, 31.381, 0, 89000, 2, 0.001, 500
88406.7, 26.5274, 29.1438, 4.51419, 65.0827, 468.062, 33.658, 0, 89000, 2, 0.001, 500
88401.9, 25.9981, 28.776, 4.78339, 63.434, 475.115, 33.5593, 0, 89000, 2, 0.001, 500
88397.1, 25.5605, 26.3603, 4.00161, 64.903, 482.043, 30.3619, 0, 89000, 2, 0.001, 500
88392.8, 24.7564, 24.0559, 3.2494, 66.267, 488.848, 27.3053, 0, 89000, 2, 0.001, 500
88593.2, 43.1723, 57.19, 18.0814, 15, 273.357, 75.2714, 1, 89000, 2, 0.001, 500
88582.5, 45.2417, 51.1491, 16.3802, 24.9286, 279.805, 67.5294, 1, 89000, 2, 0.001, 500
88572.9, 45.7952, 50.8295, 15.9247, 28.148, 286.409, 66.7542, 1, 89000, 2, 0.001, 500
88563.4, 46.1267, 49.6101, 12.535, 35.1374, 293.188, 62.1451, 1, 89000, 2, 0.001, 500
88554.6, 45.7357, 50.5243, 12.4072, 36.6276, 300.137, 62.9315, 1, 89000, 2, 0.001, 500
88545.6, 45.5337, 49.3184, 6.26511, 46.0113, 307.248, 55.5835, 1, 89000, 2, 0.001, 500
88537.7, 44.327, 44.1704, 6.54963, 52.7248, 314.505, 50.72, 1, 89000, 2, 0.001, 500
88530.5, 42.6696, 43.2211, 4.74141, 56.9587, 321.894, 47.9625, 1, 89000, 2, 0.001, 500
88523.7, 40.9514, 41.1076, 5.96292, 58.8903, 329.388, 47.0706, 1, 89000, 2, 0.001, 500
88517, 39.4495, 41.9046, 5.99408, 58.6838, 336.957, 47.8986, 1, 89000, 2, 0.001, 500
88510.2, 38.3651, 43.4343, 5.9329, 57.4921, 344.57, 49.3672, 1, 89000, 2, 0.001, 500
88503.2, 37.7057, 40.703, 5.81102, 60.3855, 352.203, 46.514, 1, 89000, 2, 0.001, 500
88496.6, 36.7723, 39.0744, 3.65829, 64.0723, 359.838, 42.7327, 1, 89000, 2, 0.001, 500
88490.5, 35.488, 38.4315, 3.60333, 64.4957, 367.467, 42.0348, 1, 89000, 2, 0.001, 500
88484.5, 34.361, 36.6547, 5.47523, 63.8889, 375.077, 42.13, 1, 89000, 2, 0.001, 500
88478.6, 33.4725, 33.8471, 3.1458, 68.3254, 382.649, 36.9929, 1, 89000, 2, 0.001, 500
88473.3, 32.0318, 33.1156, 3.92945, 67.445, 390.172, 37.045, 1, 89000, 2, 0.001, 500
88468, 30.8862, 32.2346, 3.57068, 67.6275, 397.636, 35.8053, 1, 89000, 2, 0.001, 500
88463, 29.7935, 32.2562, 2.16881, 67.7969, 405.024, 34.425, 1, 89000, 2, 0.001, 500
88458.1, 28.723, 30.1233, 3.8015, 66.9543, 412.325, 33.9248, 1, 89000, 2, 0.001, 500
88453.3, 27.7952, 28.9928, 4.25334, 66.1719, 419.531, 33.2462, 1, 89000, 2, 0.001, 500
88448.5, 26.9565, 28.8133, 3.61725, 65.4453, 426.632, 32.4305, 1, 89000, 2, 0.001, 500
88443.9, 26.1694, 28.5291, 2.97626, 64.7706, 433.623, 31.5053, 1, 89000, 2, 0.001, 500
88439.5, 25.4082, 26.155, 1.33383, 67.1442, 440.5, 27.4888, 1, 89000, 2, 0.001, 500
88435.6, 24.2288, 25.8439, 0.763051, 66.3481, 447.26, 26.607, 1, 89000, 2, 0.001, 500
88431.8, 23.1599, 24.39, 2.16227, 64.609, 453.899, 26.5522, 1, 89000, 2, 0.001, 500
88428, 22.2969, 24.8902, 3.39742, 60.9941, 460.411, 28.2876, 1, 89000, 2, 0.001, 500
88424, 21.8526, 24.2339, 3.49256, 59.6373, 466.788, 27.7265, 1, 89000, 2, 0.001, 500
88420.1, 21.4174, 23.5623, 4.55425, 57.3775, 473.028, 28.1165, 1, 89000, 2, 0.001, 500
88416.1, 21.1244, 23.8777, 0.51399, 59.2791, 479.135, 24.3917, 1, 89000, 2, 0.001, 500
88593.2, 43.1723, 60.19, 19.0814, 11, 273.357, 79.2714, 2, 89000, 2, 0.001, 500
88581.9, 45.8105, 56.9348, 15.3088, 20.2143, 279.805, 72.2436, 2, 89000, 2, 0.001, 500
88571.7, 46.9205, 55.2815, 12.964, 26.7704, 286.409, 68.2455, 2, 89000, 2, 0.001, 500
88562, 47.2388, 53.9017, 7.85318, 35.8582, 293.196, 61.7549, 2, 89000, 2, 0.001, 500
88553.2, 46.5698, 54.665, 8.12657, 37.2969, 300.168, 62.7916, 2, 89000, 2, 0.001, 500
88544.2, 46.181, 55.2801, 5.34029, 41.6329, 307.318, 60.6204, 2, 89000, 2, 0.001, 500
88535.6, 45.5605, 54.7969, 4.7297, 44.6591, 314.621, 59.5266, 2, 89000, 2, 0.001, 500
88527.2, 44.9078, 53.2613, 4.12549, 48.4692, 322.063, 57.3868, 2, 89000, 2, 0.001, 500
88519, 44.0808, 50.744, 5.52528, 51.0071, 329.624, 56.2693, 2, 89000, 2, 0.001, 500
88511, 43.2597, 46.2908, 3.77547, 58.3637, 337.287, 50.0662, 2, 89000, 2, 0.001, 500
88503.9, 41.7208, 47.0406, 3.10138, 59.1949, 345.032, 50.142, 2, 89000, 2, 0.001, 500
88496.8, 40.4998, 43.5215, 4.3831, 61.9667, 352.842, 47.9046, 2, 89000, 2, 0.001, 500
88490, 39.2047, 44.0828, 4.50001, 61.5405, 360.69, 48.5828, 2, 89000, 2, 0.001, 500
88483.1, 38.2644, 43.4227, 5.53086, 61.1447, 368.556, 48.9536, 2, 89000, 2, 0.001, 500
88476.1, 37.5643, 42.6781, 3.43166, 63.7772, 376.42, 46.1098, 2, 89000, 2, 0.001, 500
88469.6, 36.5997, 41.8887, 4.4404, 63.2217, 384.269, 46.3291, 2, 89000, 2, 0.001, 500
88463, 35.8588, 42.0206, 3.31921, 63.7059, 392.094, 45.3398, 2, 89000, 2, 0.001, 500
88456.6, 35.1251, 40.0393, 3.23365, 65.1555, 399.883, 43.273, 2, 89000, 2, 0.001, 500
88450.4, 34.2442, 37.0969, 3.11018, 67.5015, 407.628, 40.2071, 2, 89000, 2, 0.001, 500
88444.7, 33.1037, 38.2413, 1.94268, 66.68, 415.321, 40.184, 2, 89000, 2, 0.001, 500
88439, 32.1877, 38.1443, 2.79014, 64.9171, 422.954, 40.9344, 2, 89000, 2, 0.001, 500
88433.2, 31.5611, 36.926, 2.52211, 65.2802, 430.515, 39.4481, 2, 89000, 2, 0.001, 500
88427.6, 30.8484, 36.707, 3.23562, 63.6173, 437.996, 39.9426, 2, 89000, 2, 0.001, 500
88421.9, 30.3481, 37.4038, 3.85541, 61.0732, 445.393, 41.2592, 2, 89000, 2, 0.001, 500
88416.1, 30.1344, 36.9809, 2.40091, 61.7108, 452.702, 39.3818, 2, 89000, 2, 0.001, 500
88410.5, 29.6966, 37.5582, 3.03748, 59.3029, 459.923, 40.5957, 2, 89000, 2, 0.001, 500
88404.7, 29.5182, 38.033, 2.60231, 58.067, 467.059, 40.6353, 2, 89000, 2, 0.001, 500
88399, 29.3808, 38.4489, 3.18753, 55.9194, 474.109, 41.6364, 2, 89000, 2, 0.001, 500
88393, 29.4125, 37.8158, 4.72269, 53.9251, 481.077, 42.5385, 2, 89000, 2, 0.001, 500
88387, 29.5655, 34.2325, 6.15011, 55.0733, 487.968, 40.3826, 2, 89000, 2, 0.001, 500
88593.2, 43.1723, 57.19, 17.0814, 16, 273.357, 74.2714, 3, 89000, 2, 0.001, 500
88582.6, 45.0995, 56.1491, 13.4517, 22.8571, 279.805, 69.6008, 3, 89000, 2, 0.001, 500
