Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
0, 1, 86669.4, 273.317, 380.52, 119.509, 75, 1482.3, 0.64, 500
0, 2, 86599.8, 288.216, 367.605, 86.3714, 134.643, 1523.37, 0.64, 500
0, 3, 86536.7, 293.677, 360.697, 80.4949, 163.026, 1565.41, 0.96, 500
0, 4, 86475.4, 296.225, 354.048, 58.3659, 207.381, 1608.57, 0.76, 500
0, 5, 86418.2, 294.225, 343.23, 45.9704, 245.568, 1652.84, 0.74, 500
0, 6, 86364.2, 289.367, 327.905, 53.3403, 267.027, 1698.18, 1, 500
0, 7, 86311.3, 284.344, 316.995, 59.8923, 282.954, 1744.49, 0.98, 500
0, 8, 86259.1, 279.69, 310.161, 53.675, 305.743, 1791.62, 0.8, 500
0, 9, 86208.7, 274.128, 288.163, 60.6224, 328.904, 1839.45, 0.98, 500
0, 10, 86160.5, 267.566, 272.958, 49.7399, 361.411, 1887.85, 0.88, 500
0, 11, 86115.8, 258.682, 266.92, 44.241, 377.596, 1936.72, 0.82, 500
0, 12, 86072.8, 249.956, 258.07, 34.6019, 398.625, 1985.91, 0.92, 500
0, 13, 86032.4, 240.4, 250.63, 32.1277, 409.152, 2035.29, 0.86, 500
0, 14, 85993.3, 231.367, 242.384, 29.2569, 418.926, 2084.72, 0.82, 500
0, 15, 85955.9, 222.589, 227.462, 28.0492, 432.003, 2134.04, 0.92, 500
0, 16, 85920.6, 213.324, 217.377, 26.401, 439.146, 2183.15, 0.9, 500
0, 17, 85887, 204.28, 214.716, 19.3146, 442.778, 2231.93, 0.76, 500
0, 18, 85854.7, 195.687, 211.978, 20.1918, 437.151, 2280.27, 0.76, 500
0, 19, 85822.7, 188.545, 203.233, 20.4908, 436.926, 2328.08, 0.88, 500
0, 20, 85791.9, 181.656, 199.113, 22.3398, 429.717, 2375.27, 0.88, 500
0, 21, 85761.4, 175.82, 184.322, 27.6435, 429.023, 2421.78, 0.9, 500
0, 22, 85732.2, 169.835, 169.771, 27.2181, 433.379, 2467.57, 0.86, 500
0, 23, 85705.1, 162.976, 166.422, 20.4641, 432.423, 2512.59, 0.76, 500
0, 24, 85679.4, 156.09, 157.351, 25.7809, 424.536, 2556.83, 0.98, 500
0, 25, 85654.2, 150.058, 154.964, 22.3049, 418.212, 2600.24, 0.88, 500
0, 26, 85629.9, 144.419, 147.904, 25.7151, 409.339, 2642.77, 1, 500
0, 27, 85606, 139.398, 140.558, 24.5435, 405.101, 2684.41, 0.88, 500
0, 28, 85583.3, 134.205, 138.033, 18.1543, 401.165, 2725.14, 0.98, 500
