Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86531.2, 411.464, 382.83, 123.359, 68.84, 1482.3, 0.5988, 500
1, 86337.9, 522.515, 390.1, 100.065, 126.083, 1523.37, 0.6848, 500
2, 86151.1, 604.817, 408.708, 90.1485, 177.877, 1567.39, 0.734, 500
3, 85961.4, 673.559, 436.419, 87.4484, 225.491, 1615.72, 0.7388, 500
4, 85762.6, 737.626, 470.824, 88.1756, 271.545, 1669.25, 0.7218, 500
5, 85551, 801.719, 510.202, 92.2349, 316.309, 1728.57, 0.7302, 500
6, 85323.5, 868.874, 554.239, 98.6398, 360.585, 1794.2, 0.7262, 500
7, 85077.6, 940.992, 605.633, 106.247, 402.969, 1866.59, 0.6822, 500
8, 84810.2, 1020.13, 662.992, 115.137, 445.286, 1946.22, 0.666, 500
9, 84518.9, 1107.41, 727.575, 124.761, 487.72, 2033.61, 0.6262, 500
10, 84200.9, 1203.91, 799.702, 136.334, 529.783, 2129.33, 0.6122, 500
11, 83853, 1311.03, 881.758, 146.751, 573.391, 2234.03, 0.5508, 500
12, 83472.4, 1429.51, 973.869, 160.69, 615.124, 2348.45, 0.5198, 500
13, 83054.3, 1561.64, 1078.46, 175.283, 656.867, 2473.43, 0.4586, 500
14, 82594.7, 1708.94, 1196.13, 193.171, 697.168, 2609.9, 0.4088, 500
15, 82088.2, 1873.66, 1329.53, 209.68, 740.01, 2758.93, 0.3348, 500
16, 81530.5, 2056.65, 1478.13, 233.272, 779.752, 2921.73, 0.294, 500
17, 80914.6, 2261.21, 1646.88, 255.389, 822.276, 3099.67, 0.205, 500
18, 80235.2, 2488.38, 1836.97, 282.449, 862.752, 3294.28, 0.132, 500
19, 79484.6, 2741.31, 2042.95, 323.357, 900.527, 3507.3, 0.163, 500
20, 78654.4, 3023.25, 2267.25, 378.809, 935.693, 3740.64, 0.1926, 500
21, 77735.7, 3337.25, 2514.44, 447.877, 968.248, 3996.48, 0.1948, 500
22, 76719.3, 3686.23, 2786.58, 533.46, 997.217, 4277.23, 0.2112, 500
23, 75595, 4073.25, 3086.51, 633.66, 1025.96, 4585.61, 0.237, 500
24, 74353.7, 4499.88, 3417.5, 751.763, 1052.5, 4924.62, 0.2568, 500
25, 72985.4, 4968.18, 3782.49, 890.759, 1075.52, 5297.6, 0.282, 500
26, 71480, 5479.98, 4183.49, 1050.39, 1097.89, 5708.23, 0.3326, 500
27, 69828.8, 6035.22, 4629.22, 1227.11, 1119.16, 6160.5, 0.307, 500
28, 68023.9, 6633.09, 5118.89, 1426.39, 1139.02, 6658.75, 0.33, 500
29, 66058.8, 7271.55, 5657.22, 1646.07, 1158.74, 7207.63, 0.3364, 500
