Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86708.8, 233.846, 378.81, 133.849, 62.37, 1482.3, 0.7212, 500
1, 86673.2, 222.753, 358.871, 105.179, 116.675, 1523.37, 0.7746, 500
2, 86640.9, 210.482, 337.563, 85.5013, 160.731, 1564.85, 0.8122, 500
3, 86611.5, 197.804, 315.439, 69.753, 199, 1606.55, 0.8442, 500
4, 86584.7, 185.018, 293.75, 57.0688, 231.206, 1648.28, 0.8564, 500
5, 86560.3, 172.393, 272.56, 48.0736, 256.821, 1689.85, 0.8864, 500
6, 86538, 160.189, 251.487, 41.5333, 277.667, 1731.1, 0.8968, 500
7, 86517.7, 148.502, 231.85, 35.498, 294.614, 1771.86, 0.8958, 500
8, 86499.1, 137.365, 212.409, 30.1326, 308.98, 1812, 0.8972, 500
9, 86482.3, 126.73, 194.438, 26.4222, 318.74, 1851.39, 0.914, 500
10, 86466.9, 116.713, 177.442, 22.9686, 325.993, 1889.94, 0.9174, 500
11, 86453, 107.278, 161.588, 19.8408, 330.717, 1927.54, 0.9152, 500
12, 86440.5, 98.4109, 147.255, 17.4203, 332.345, 1964.12, 0.9144, 500
13, 86429, 90.1529, 134.134, 15.5507, 331.516, 1999.62, 0.911, 500
14, 86418.6, 82.5052, 121.364, 14.0591, 329.436, 2033.99, 0.9244, 500
15, 86409.3, 75.3967, 109.896, 12.0652, 326.195, 2067.2, 0.9192, 500
16, 86400.8, 68.7752, 99.762, 10.7872, 320.675, 2099.21, 0.9164, 500
17, 86393.1, 62.6859, 90.2046, 9.85318, 314.12, 2130.01, 0.9164, 500
18, 86386.2, 57.0864, 81.2875, 8.58054, 307.263, 2159.59, 0.904, 500
19, 86380, 51.8997, 73.4533, 7.89282, 298.835, 2187.96, 0.9128, 500
20, 86374.3, 47.1591, 66.2926, 6.71303, 290.4, 2215.12, 0.9168, 500
21, 86369.3, 42.7881, 59.6597, 6.02308, 281.197, 2241.07, 0.9148, 500
22, 86364.7, 38.7834, 53.9586, 5.56014, 271.142, 2265.85, 0.9122, 500
23, 86360.6, 35.1522, 48.7741, 5.11999, 260.904, 2289.47, 0.9094, 500
24, 86356.8, 31.8571, 44.1016, 4.79341, 250.448, 2311.95, 0.909, 500
25, 86353.5, 28.8744, 39.7814, 4.09245, 240.459, 2333.34, 0.9164, 500
26, 86350.4, 26.1402, 36.0523, 3.7826, 229.964, 2353.65, 0.909, 500
27, 86347.7, 23.6728, 32.4168, 3.31083, 220.028, 2372.92, 0.9064, 500
28, 86345.2, 21.4141, 29.0655, 2.8547, 210.301, 2391.19, 0.8972, 500
29, 86343, 19.3433, 25.9274, 2.80564, 200.47, 2408.49, 0.9058, 500
